chunk,packetIndex,packetType,packetPayloadStart,packetSize,packetTs,payloadBitOffset,recordHeaderBit,gapBits,maskCount,maskIndices,slot,eid,x_capture,y_capture,z_capture,x_decoded,y_decoded,z_decoded,x_truth,y_truth,z_truth,sigByteInChunk,residual
1,362,0,557184,275,4521474569,258,,,,,512,1073742336,0.0000,0.0000,0.0000,43.6060,8.3960,0.4989,43.6060,8.3960,0.5031,557224,8
1,364,0,557501,331,4521490677,290,,,,,513,1073742337,0.0000,0.0000,0.0000,-4.3215,17.1076,-1.2138,-4.3215,17.1076,-1.2180,557541,4
1,366,0,557874,342,4521507487,258,,,,,514,1073742338,0.0000,0.0000,0.0000,43.7995,8.9935,0.4989,43.7995,8.9935,0.5031,557914,8
1,368,0,558258,392,4521524430,315,,,,,515,1073742339,0.0000,0.0000,0.0000,43.7995,9.6048,0.4989,43.7995,9.6048,0.5031,558298,1
1,370,0,558692,392,4521541328,258,,,,,516,1073742340,0.0000,0.0000,0.0000,-3.7410,16.7046,-1.2138,-3.7410,16.7046,-1.2180,558732,8
1,372,0,559126,360,4521557993,258,,,,,517,1073742341,0.0000,0.0000,0.0000,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,559166,8
1,372,0,559126,360,4521557993,2625,2574,51,5,0|1|25|48|56,516,1073742340,-3.7410,16.7046,-1.2180,-3.7410,16.7046,-1.2138,-3.7410,16.7046,-1.2180,559462,8
1,374,0,559528,480,4521574687,315,,,,,518,1073742342,0.0000,0.0000,0.0000,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,559568,1
1,374,0,559528,480,4521574687,3590,3539,51,5,0|1|25|48|56,517,1073742341,-3.6581,16.1072,-1.2180,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,559984,8
1,376,0,560050,419,4521591418,258,,,,,519,1073742343,0.0000,0.0000,0.0000,43.7028,10.2023,0.4989,43.7028,10.2023,0.5031,560090,8
1,376,0,560050,419,4521591418,3038,2987,51,5,0|1|25|48|56,518,1073742342,-4.0589,15.5375,-1.2180,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,560434,5
1,510,0,566002,58,4522706972,70,37,33,2,0|25,517,1073742341,-3.6581,16.1072,-1.2180,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,566018,8
1,510,0,566002,58,4522706972,160,127,33,2,0|25,518,1073742342,-4.0589,15.5375,-1.2180,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,566026,4
1,646,0,571711,58,4523841253,70,37,33,2,0|25,517,1073742341,-3.6581,16.1072,-1.2180,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,571727,8
1,646,0,571711,58,4523841253,160,127,33,2,0|25,518,1073742342,-4.0589,15.5375,-1.2180,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,571735,4
1,782,0,577042,58,4524975533,70,37,33,2,0|25,517,1073742341,-3.6581,16.1072,-1.2180,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,577058,8
1,782,0,577042,58,4524975533,160,127,33,2,0|25,518,1073742342,-4.0589,15.5375,-1.2180,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,577066,4
2,718,0,544148,65,4543828774,76,37,39,3,0|1|25,512,1073742336,43.6060,8.3960,0.5031,43.6060,8.3960,0.4989,43.6060,8.3960,0.5031,544164,7
2,718,0,544148,65,4543828774,76,37,39,3,0|1|25,512,1073742336,43.6060,8.3960,0.5031,43.6060,8.3960,0.4989,43.6060,8.3960,0.5031,544164,7
2,720,0,544255,65,4543844755,76,37,39,3,0|1|25,512,1073742336,43.6060,8.3960,0.5031,43.5922,8.3960,0.4989,43.5922,8.3960,0.5031,544271,7
2,720,0,544255,65,4543844755,76,37,39,3,0|1|25,512,1073742336,43.5922,8.3960,0.5031,43.5922,8.3960,0.4989,43.5922,8.3960,0.5031,544271,7
2,722,0,544362,96,4543862318,76,37,39,3,0|1|25,512,1073742336,43.5922,8.3960,0.5031,43.5922,8.4099,0.4989,43.5922,8.4099,0.5031,544378,7
2,722,0,544362,96,4543862318,76,37,39,3,0|1|25,512,1073742336,43.5922,8.4099,0.5031,43.5922,8.4099,0.4989,43.5922,8.4099,0.5031,544378,7
2,722,0,544362,96,4543862318,203,164,39,3,0|1|25,517,1073742341,-3.6581,16.1072,-1.2180,-3.6581,16.1072,-1.2138,-3.6581,16.1072,-1.2180,544394,7
2,722,0,544362,96,4543862318,330,291,39,3,0|1|25,518,1073742342,-4.0589,15.5375,-1.2180,-4.0589,15.5376,-1.2138,-4.0589,15.5375,-1.2180,544410,7
2,724,0,544500,183,4543878346,772,733,39,3,0|1|25,512,1073742336,43.5922,8.4099,0.5031,43.5784,8.4099,0.4989,43.5784,8.4099,0.5031,544604,8
2,724,0,544500,183,4543878346,772,733,39,3,0|1|25,512,1073742336,43.5784,8.4099,0.5031,43.5784,8.4099,0.4989,43.5784,8.4099,0.5031,544604,8
2,724,0,544500,183,4543878346,899,860,39,3,0|1|25,517,1073742341,-3.6581,16.1072,-1.2180,-3.6443,16.1072,-1.2138,-3.6443,16.1072,-1.2180,544620,8
2,724,0,544500,183,4543878346,1026,987,39,3,0|1|25,518,1073742342,-4.0589,15.5375,-1.2180,-4.0451,15.5237,-1.2138,-4.0451,15.5237,-1.2180,544636,8
2,726,0,544725,96,4543895872,76,37,39,3,0|1|25,512,1073742336,43.5784,8.4099,0.5031,43.5646,8.4238,0.4989,43.5646,8.4238,0.5031,544741,7
2,726,0,544725,96,4543895872,76,37,39,3,0|1|25,512,1073742336,43.5646,8.4238,0.5031,43.5646,8.4238,0.4989,43.5646,8.4238,0.5031,544741,7
2,726,0,544725,96,4543895872,203,164,39,3,0|1|25,517,1073742341,-3.6443,16.1072,-1.2180,-3.6443,16.1072,-1.2138,-3.6443,16.1072,-1.2180,544757,7
2,726,0,544725,96,4543895872,330,291,39,3,0|1|25,518,1073742342,-4.0451,15.5237,-1.2180,-4.0451,15.5237,-1.2138,-4.0451,15.5237,-1.2180,544773,7
2,728,0,544863,96,4543911662,76,37,39,3,0|1|25,512,1073742336,43.5646,8.4238,0.5031,43.5508,8.4377,0.4989,43.5508,8.4377,0.5031,544879,7
2,728,0,544863,96,4543911662,76,37,39,3,0|1|25,512,1073742336,43.5508,8.4377,0.5031,43.5508,8.4377,0.4989,43.5508,8.4377,0.5031,544879,7
2,728,0,544863,96,4543911662,197,164,33,2,0|25,517,1073742341,-3.6443,16.1072,-1.2180,-3.6443,16.1072,-1.2138,-3.6443,16.1072,-1.2180,544895,8
2,728,0,544863,96,4543911662,299,254,45,4,0|1|21|25,518,1073742342,-4.0451,15.5237,-1.2180,-4.0312,15.5237,-1.2138,-4.0312,15.5237,-1.2180,544903,3
2,730,0,545001,98,4543929144,76,37,39,3,0|1|25,512,1073742336,43.5508,8.4377,0.5031,43.5369,8.4516,0.4989,43.5369,8.4516,0.5031,545017,7
2,730,0,545001,98,4543929144,76,37,39,3,0|1|25,512,1073742336,43.5369,8.4516,0.5031,43.5369,8.4516,0.4989,43.5369,8.4516,0.5031,545017,7
2,730,0,545001,98,4543929144,197,164,33,2,0|25,517,1073742341,-3.6443,16.1072,-1.2180,-3.6305,16.1072,-1.2138,-3.6305,16.1072,-1.2180,545033,8
2,730,0,545001,98,4543929144,311,254,57,6,0|1|21|25|57|59,518,1073742342,-4.0312,15.5237,-1.2180,-4.0174,15.5098,-1.2138,-4.0174,15.5098,-1.2180,545041,2
2,732,0,545141,97,4543944946,76,37,39,3,0|1|25,512,1073742336,43.5369,8.4516,0.5031,43.5093,8.4655,0.4989,43.5093,8.4655,0.5031,545157,7
2,732,0,545141,97,4543944946,76,37,39,3,0|1|25,512,1073742336,43.5093,8.4655,0.5031,43.5093,8.4655,0.4989,43.5093,8.4655,0.5031,545157,7
2,732,0,545141,97,4543944946,197,164,33,2,0|25,517,1073742341,-3.6305,16.1072,-1.2180,-3.6305,16.1072,-1.2138,-3.6305,16.1072,-1.2180,545173,8
2,732,0,545141,97,4543944946,299,254,45,4,0|1|25|28,518,1073742342,-4.0174,15.5098,-1.2180,-4.0036,15.5098,-1.2138,-4.0036,15.5098,-1.2180,545181,3
2,734,0,545280,96,4543962473,76,37,39,3,0|1|25,512,1073742336,43.5093,8.4655,0.5031,43.4817,8.4933,0.4989,43.4817,8.4933,0.5031,545296,7
2,734,0,545280,96,4543962473,76,37,39,3,0|1|25,512,1073742336,43.4817,8.4933,0.5031,43.4817,8.4933,0.4989,43.4817,8.4933,0.5031,545296,7
2,734,0,545280,96,4543962473,197,164,33,2,0|25,517,1073742341,-3.6305,16.1072,-1.2180,-3.6166,16.1072,-1.2138,-3.6166,16.1072,-1.2180,545312,8
2,734,0,545280,96,4543962473,299,254,45,4,0|1|21|25,518,1073742342,-4.0036,15.5098,-1.2180,-3.9898,15.4959,-1.2138,-3.9898,15.4959,-1.2180,545320,3
2,736,0,545418,96,4543978256,76,37,39,3,0|1|25,512,1073742336,43.4817,8.4933,0.5031,43.4540,8.5072,0.4989,43.4540,8.5072,0.5031,545434,7
2,736,0,545418,96,4543978256,76,37,39,3,0|1|25,512,1073742336,43.4540,8.5072,0.5031,43.4540,8.5072,0.4989,43.4540,8.5072,0.5031,545434,7
2,736,0,545418,96,4543978256,197,164,33,2,0|25,517,1073742341,-3.6166,16.1072,-1.2180,-3.6166,16.1072,-1.2138,-3.6166,16.1072,-1.2180,545450,8
2,736,0,545418,96,4543978256,299,254,45,4,0|1|21|25,518,1073742342,-3.9898,15.4959,-1.2180,-3.9760,15.4820,-1.2138,-3.9760,15.4820,-1.2180,545458,3
2,738,0,545556,92,4543995830,76,37,39,3,0|1|25,512,1073742336,43.4540,8.5072,0.5031,43.4264,8.5211,0.4989,43.4264,8.5211,0.5031,545572,7
2,738,0,545556,92,4543995830,76,37,39,3,0|1|25,512,1073742336,43.4264,8.5211,0.5031,43.4264,8.5211,0.4989,43.4264,8.5211,0.5031,545572,7
2,738,0,545556,92,4543995830,197,164,33,2,0|25,517,1073742341,-3.6166,16.1072,-1.2180,-3.6166,16.1072,-1.2138,-3.6166,16.1072,-1.2180,545588,8
2,738,0,545556,92,4543995830,293,254,39,3,0|1|25,518,1073742342,-3.9760,15.4820,-1.2180,-3.9621,15.4681,-1.2138,-3.9621,15.4681,-1.2180,545596,4
2,740,0,545690,96,4544011811,76,37,39,3,0|1|25,512,1073742336,43.4264,8.5211,0.5031,43.3987,8.5350,0.4989,43.3987,8.5350,0.5031,545706,7
2,740,0,545690,96,4544011811,76,37,39,3,0|1|25,512,1073742336,43.3987,8.5350,0.5031,43.3987,8.5350,0.4989,43.3987,8.5350,0.5031,545706,7
2,740,0,545690,96,4544011811,197,164,33,2,0|25,517,1073742341,-3.6166,16.1072,-1.2180,-3.6028,16.1211,-1.2138,-3.6028,16.1211,-1.2180,545722,8
2,740,0,545690,96,4544011811,299,254,45,4,0|1|21|25,518,1073742342,-3.9621,15.4681,-1.2180,-3.9345,15.4681,-1.2138,-3.9345,15.4681,-1.2180,545730,3
2,742,0,545828,92,4544029119,76,37,39,3,0|1|25,512,1073742336,43.3987,8.5350,0.5031,43.3711,8.5489,0.4989,43.3711,8.5489,0.5031,545844,7
2,742,0,545828,92,4544029119,76,37,39,3,0|1|25,512,1073742336,43.3711,8.5489,0.5031,43.3711,8.5489,0.4989,43.3711,8.5489,0.5031,545844,7
2,742,0,545828,92,4544029119,197,164,33,2,0|25,517,1073742341,-3.6028,16.1211,-1.2180,-3.6028,16.1211,-1.2138,-3.6028,16.1211,-1.2180,545860,8
2,742,0,545828,92,4544029119,293,254,39,3,0|1|25,518,1073742342,-3.9345,15.4681,-1.2180,-3.9069,15.4542,-1.2138,-3.9069,15.4542,-1.2180,545868,4
2,744,0,545962,96,4544045047,76,37,39,3,0|1|25,512,1073742336,43.3711,8.5489,0.5031,43.3296,8.5628,0.4989,43.3296,8.5628,0.5031,545978,7
2,744,0,545962,96,4544045047,76,37,39,3,0|1|25,512,1073742336,43.3296,8.5628,0.5031,43.3296,8.5628,0.4989,43.3296,8.5628,0.5031,545978,7
2,744,0,545962,96,4544045047,197,164,33,2,0|25,517,1073742341,-3.6028,16.1211,-1.2180,-3.5890,16.1211,-1.2138,-3.5890,16.1211,-1.2180,545994,8
2,744,0,545962,96,4544045047,299,254,45,4,0|1|21|25,518,1073742342,-3.9069,15.4542,-1.2180,-3.8930,15.4403,-1.2138,-3.8930,15.4403,-1.2180,546002,3
2,746,0,546100,96,4544064196,76,37,39,3,0|1|25,512,1073742336,43.3296,8.5628,0.5031,43.3020,8.5767,0.4989,43.3020,8.5767,0.5031,546116,7
2,746,0,546100,96,4544064196,76,37,39,3,0|1|25,512,1073742336,43.3020,8.5767,0.5031,43.3020,8.5767,0.4989,43.3020,8.5767,0.5031,546116,7
2,746,0,546100,96,4544064196,231,198,33,2,0|25,517,1073742341,-3.5890,16.1211,-1.2180,-3.5890,16.1211,-1.2138,-3.5890,16.1211,-1.2180,546132,4
2,746,0,546100,96,4544064196,327,288,39,3,0|1|25,518,1073742342,-3.8930,15.4403,-1.2180,-3.8516,15.4264,-1.2138,-3.8516,15.4264,-1.2180,546148,8
2,748,0,546238,96,4544078844,76,37,39,3,0|1|25,512,1073742336,43.3020,8.5767,0.5031,43.2605,8.5906,0.4989,43.2605,8.5906,0.5031,546254,7
2,748,0,546238,96,4544078844,76,37,39,3,0|1|25,512,1073742336,43.2605,8.5906,0.5031,43.2605,8.5906,0.4989,43.2605,8.5906,0.5031,546254,7
2,748,0,546238,96,4544078844,197,164,33,2,0|25,517,1073742341,-3.5890,16.1211,-1.2180,-3.5890,16.1211,-1.2138,-3.5890,16.1211,-1.2180,546270,8
2,748,0,546238,96,4544078844,299,254,45,4,0|1|21|25,518,1073742342,-3.8516,15.4264,-1.2180,-3.8239,15.4264,-1.2138,-3.8239,15.4264,-1.2180,546278,3
2,750,0,546376,92,4544096201,76,37,39,3,0|1|25,512,1073742336,43.2605,8.5906,0.5031,43.2191,8.5906,0.4989,43.2191,8.5906,0.5031,546392,7
2,750,0,546376,92,4544096201,76,37,39,3,0|1|25,512,1073742336,43.2191,8.5906,0.5031,43.2191,8.5906,0.4989,43.2191,8.5906,0.5031,546392,7
2,750,0,546376,92,4544096201,197,164,33,2,0|25,517,1073742341,-3.5890,16.1211,-1.2180,-3.5752,16.1211,-1.2138,-3.5752,16.1211,-1.2180,546408,8
2,750,0,546376,92,4544096201,293,254,39,3,0|1|25,518,1073742342,-3.8239,15.4264,-1.2180,-3.7963,15.4125,-1.2138,-3.7963,15.4125,-1.2180,546416,4
2,752,0,546510,92,4544112227,76,37,39,3,0|1|25,512,1073742336,43.2191,8.5906,0.5031,43.1776,8.6045,0.4989,43.1776,8.6045,0.5031,546526,7
2,752,0,546510,92,4544112227,76,37,39,3,0|1|25,512,1073742336,43.1776,8.6045,0.5031,43.1776,8.6045,0.4989,43.1776,8.6045,0.5031,546526,7
2,752,0,546510,92,4544112227,197,164,33,2,0|25,517,1073742341,-3.5752,16.1211,-1.2180,-3.5752,16.1211,-1.2138,-3.5752,16.1211,-1.2180,546542,8
2,752,0,546510,92,4544112227,293,254,39,3,0|1|25,518,1073742342,-3.7963,15.4125,-1.2180,-3.7548,15.3986,-1.2138,-3.7548,15.3986,-1.2180,546550,4
2,754,0,546644,87,4544129407,70,37,33,2,0|25,512,1073742336,43.1776,8.6045,0.5031,43.1362,8.6045,0.4989,43.1362,8.6045,0.5031,546660,8
2,754,0,546644,87,4544129407,70,37,33,2,0|25,512,1073742336,43.1362,8.6045,0.5031,43.1362,8.6045,0.4989,43.1362,8.6045,0.5031,546660,8
2,754,0,546644,87,4544129407,160,127,33,2,0|25,517,1073742341,-3.5752,16.1211,-1.2180,-3.5614,16.1211,-1.2138,-3.5614,16.1211,-1.2180,546668,4
2,754,0,546644,87,4544129407,256,217,39,3,0|1|25,518,1073742342,-3.7548,15.3986,-1.2180,-3.7272,15.3847,-1.2138,-3.7272,15.3847,-1.2180,546676,0
2,756,0,546773,87,4544145187,70,37,33,2,0|25,512,1073742336,43.1362,8.6045,0.5031,43.0947,8.6183,0.4989,43.0947,8.6183,0.5031,546789,8
2,756,0,546773,87,4544145187,70,37,33,2,0|25,512,1073742336,43.0947,8.6183,0.5031,43.0947,8.6183,0.4989,43.0947,8.6183,0.5031,546789,8
2,756,0,546773,87,4544145187,160,127,33,2,0|25,517,1073742341,-3.5614,16.1211,-1.2180,-3.5614,16.1211,-1.2138,-3.5614,16.1211,-1.2180,546797,4
2,756,0,546773,87,4544145187,256,217,39,3,0|1|25,518,1073742342,-3.7272,15.3847,-1.2180,-3.6857,15.3708,-1.2138,-3.6857,15.3708,-1.2180,546805,0
2,758,0,546902,103,4544162794,70,37,33,2,0|25,512,1073742336,43.0947,8.6183,0.5031,43.0671,8.6322,0.4989,43.0671,8.6322,0.5031,546918,8
2,758,0,546902,103,4544162794,70,37,33,2,0|25,512,1073742336,43.0671,8.6322,0.5031,43.0671,8.6322,0.4989,43.0671,8.6322,0.5031,546918,8
2,758,0,546902,103,4544162794,166,127,39,3,0|1|25,516,1073742340,-3.7410,16.7046,-1.2180,-3.7410,16.7046,-1.2138,-3.7410,16.7046,-1.2180,546926,4
2,758,0,546902,103,4544162794,287,254,33,2,0|25,517,1073742341,-3.5614,16.1211,-1.2180,-3.5614,16.1211,-1.2138,-3.5614,16.1211,-1.2180,546942,5
2,758,0,546902,103,4544162794,383,344,39,3,0|1|25,518,1073742342,-3.6857,15.3708,-1.2180,-3.6581,15.3569,-1.2138,-3.6581,15.3569,-1.2180,546950,1
2,760,0,547047,111,4544178574,134,101,33,2,0|25,512,1073742336,43.0671,8.6322,0.5031,43.0256,8.6322,0.4989,43.0256,8.6322,0.5031,547071,8
2,760,0,547047,111,4544178574,134,101,33,2,0|25,512,1073742336,43.0256,8.6322,0.5031,43.0256,8.6322,0.4989,43.0256,8.6322,0.5031,547071,8
2,760,0,547047,111,4544178574,230,191,39,3,0|1|25,516,1073742340,-3.7410,16.7046,-1.2180,-3.7410,16.7046,-1.2138,-3.7410,16.7046,-1.2180,547079,4
2,760,0,547047,111,4544178574,351,318,33,2,0|25,517,1073742341,-3.5614,16.1211,-1.2180,-3.5475,16.1211,-1.2138,-3.5475,16.1211,-1.2180,547095,5
2,760,0,547047,111,4544178574,447,408,39,3,0|1|25,518,1073742342,-3.6581,15.3569,-1.2180,-3.6166,15.3430,-1.2138,-3.6166,15.3430,-1.2180,547103,1
2,762,0,547200,103,4544196315,70,37,33,2,0|25,512,1073742336,43.0256,8.6322,0.5031,42.9841,8.6461,0.4989,42.9841,8.6461,0.5031,547216,8
2,762,0,547200,103,4544196315,70,37,33,2,0|25,512,1073742336,42.9841,8.6461,0.5031,42.9841,8.6461,0.4989,42.9841,8.6461,0.5031,547216,8
2,762,0,547200,103,4544196315,166,127,39,3,0|1|25,516,1073742340,-3.7410,16.7046,-1.2180,-3.7272,16.7046,-1.2138,-3.7272,16.7046,-1.2180,547224,4
2,762,0,547200,103,4544196315,287,254,33,2,0|25,517,1073742341,-3.5475,16.1211,-1.2180,-3.5475,16.1211,-1.2138,-3.5475,16.1211,-1.2180,547240,5
2,762,0,547200,103,4544196315,383,344,39,3,0|1|25,518,1073742342,-3.6166,15.3430,-1.2180,-3.5752,15.3291,-1.2138,-3.5752,15.3291,-1.2180,547248,1
2,764,0,547345,108,4544212241,76,37,39,3,0|1|25,512,1073742336,42.9841,8.6461,0.5031,42.9427,8.6600,0.4989,42.9427,8.6600,0.5031,547361,7
2,764,0,547345,108,4544212241,76,37,39,3,0|1|25,512,1073742336,42.9427,8.6600,0.5031,42.9427,8.6600,0.4989,42.9427,8.6600,0.5031,547361,7
2,764,0,547345,108,4544212241,203,164,39,3,0|1|25,516,1073742340,-3.7272,16.7046,-1.2180,-3.7272,16.7046,-1.2138,-3.7272,16.7046,-1.2180,547377,7
2,764,0,547345,108,4544212241,324,291,33,2,0|25,517,1073742341,-3.5475,16.1211,-1.2180,-3.5337,16.1211,-1.2138,-3.5337,16.1211,-1.2180,547393,8
2,764,0,547345,108,4544212241,420,381,39,3,0|1|25,518,1073742342,-3.5752,15.3291,-1.2180,-3.5337,15.3153,-1.2138,-3.5337,15.3153,-1.2180,547401,4
2,766,0,547495,108,4544229862,76,37,39,3,0|1|25,512,1073742336,42.9427,8.6600,0.5031,42.9012,8.6600,0.4989,42.9012,8.6600,0.5031,547511,7
2,766,0,547495,108,4544229862,76,37,39,3,0|1|25,512,1073742336,42.9012,8.6600,0.5031,42.9012,8.6600,0.4989,42.9012,8.6600,0.5031,547511,7
2,766,0,547495,108,4544229862,203,164,39,3,0|1|25,516,1073742340,-3.7272,16.7046,-1.2180,-3.7134,16.7046,-1.2138,-3.7134,16.7046,-1.2180,547527,7
2,766,0,547495,108,4544229862,324,291,33,2,0|25,517,1073742341,-3.5337,16.1211,-1.2180,-3.5337,16.1211,-1.2138,-3.5337,16.1211,-1.2180,547543,8
2,766,0,547495,108,4544229862,420,381,39,3,0|1|25,518,1073742342,-3.5337,15.3153,-1.2180,-3.4784,15.3014,-1.2138,-3.4784,15.3013,-1.2180,547551,4
2,768,0,547645,118,4544245463,76,37,39,3,0|1|25,512,1073742336,42.9012,8.6600,0.5031,42.8598,8.6600,0.4989,42.8598,8.6600,0.5031,547661,7
2,768,0,547645,118,4544245463,76,37,39,3,0|1|25,512,1073742336,42.8598,8.6600,0.5031,42.8598,8.6600,0.4989,42.8598,8.6600,0.5031,547661,7
2,768,0,547645,118,4544245463,285,246,39,3,0|1|25,516,1073742340,-3.7134,16.7046,-1.2180,-3.6996,16.7185,-1.2138,-3.6996,16.7185,-1.2180,547685,5
2,768,0,547645,118,4544245463,406,373,33,2,0|25,517,1073742341,-3.5337,16.1211,-1.2180,-3.5337,16.1211,-1.2138,-3.5337,16.1211,-1.2180,547701,6
2,768,0,547645,118,4544245463,502,463,39,3,0|1|25,518,1073742342,-3.4784,15.3013,-1.2180,-3.4370,15.2875,-1.2138,-3.4370,15.2875,-1.2180,547709,2
2,770,0,547805,111,4544262832,76,37,39,3,0|1|25,512,1073742336,42.8598,8.6600,0.5031,42.8045,8.6600,0.5157,42.8045,8.6600,0.5115,547821,7
2,770,0,547805,111,4544262832,76,37,39,3,0|1|25,512,1073742336,42.8045,8.6600,0.5115,42.8045,8.6600,0.5157,42.8045,8.6600,0.5115,547821,7
2,770,0,547805,111,4544262832,271,232,39,3,0|1|25,516,1073742340,-3.6996,16.7185,-1.2180,-3.6857,16.7185,-1.2138,-3.6857,16.7185,-1.2180,547845,7
2,770,0,547805,111,4544262832,392,359,33,2,0|25,517,1073742341,-3.5337,16.1211,-1.2180,-3.5199,16.1211,-1.2138,-3.5199,16.1211,-1.2180,547861,7
2,770,0,547805,111,4544262832,482,449,33,2,0|25,518,1073742342,-3.4370,15.2875,-1.2180,-3.3955,15.2736,-1.2138,-3.3955,15.2736,-1.2180,547869,4
2,772,0,547958,115,4544278623,76,37,39,3,0|1|25,512,1073742336,42.8045,8.6600,0.5115,42.7630,8.6600,0.5157,42.7630,8.6600,0.5115,547974,7
2,772,0,547958,115,4544278623,76,37,39,3,0|1|25,512,1073742336,42.7630,8.6600,0.5115,42.7630,8.6600,0.5157,42.7630,8.6600,0.5115,547974,7
2,772,0,547958,115,4544278623,277,232,45,4,0|1|21|25,516,1073742340,-3.6857,16.7185,-1.2180,-3.6581,16.7185,-1.2138,-3.6581,16.7185,-1.2180,547998,6
2,772,0,547958,115,4544278623,423,390,33,2,0|25,517,1073742341,-3.5199,16.1211,-1.2180,-3.5199,16.1211,-1.2138,-3.5199,16.1211,-1.2180,548014,4
2,772,0,547958,115,4544278623,513,480,33,2,0|25,518,1073742342,-3.3955,15.2736,-1.2180,-3.3402,15.2597,-1.2138,-3.3402,15.2597,-1.2180,548030,8
2,774,0,548115,120,4544296162,76,37,39,3,0|1|25,512,1073742336,42.7630,8.6600,0.5115,42.7216,8.6600,0.5157,42.7216,8.6600,0.5199,548131,7
2,774,0,548115,120,4544296162,76,37,39,3,0|1|25,512,1073742336,42.7216,8.6600,0.5199,42.7216,8.6600,0.5157,42.7216,8.6600,0.5199,548131,7
2,774,0,548115,120,4544296162,277,232,45,4,0|1|21|25,516,1073742340,-3.6581,16.7185,-1.2180,-3.6443,16.7185,-1.2138,-3.6443,16.7185,-1.2180,548155,6
2,774,0,548115,120,4544296162,423,390,33,2,0|25,517,1073742341,-3.5199,16.1211,-1.2180,-3.5061,16.1350,-1.2138,-3.5061,16.1350,-1.2180,548171,4
2,774,0,548115,120,4544296162,519,480,39,3,0|1|25,518,1073742342,-3.3402,15.2597,-1.2180,-3.2988,15.2458,-1.2138,-3.2988,15.2458,-1.2180,548187,8
2,776,0,548277,128,4544312367,140,101,39,3,0|1|25,512,1073742336,42.7216,8.6600,0.5199,42.6663,8.6461,0.5157,42.6663,8.6461,0.5115,548301,7
2,776,0,548277,128,4544312367,140,101,39,3,0|1|25,512,1073742336,42.6663,8.6461,0.5115,42.6663,8.6461,0.5157,42.6663,8.6461,0.5115,548301,7
2,776,0,548277,128,4544312367,341,296,45,4,0|1|21|25,516,1073742340,-3.6443,16.7185,-1.2180,-3.6166,16.7185,-1.2138,-3.6166,16.7185,-1.2180,548325,6
2,776,0,548277,128,4544312367,487,454,33,2,0|25,517,1073742341,-3.5061,16.1350,-1.2180,-3.5061,16.1350,-1.2138,-3.5061,16.1350,-1.2180,548341,4
2,776,0,548277,128,4544312367,583,544,39,3,0|1|25,518,1073742342,-3.2988,15.2458,-1.2180,-3.2573,15.2319,-1.2138,-3.2573,15.2319,-1.2180,548357,8
2,778,0,548447,122,4544329826,76,37,39,3,0|1|25,512,1073742336,42.6663,8.6461,0.5115,42.6248,8.6461,0.4989,42.6248,8.6461,0.5031,548463,7
2,778,0,548447,122,4544329826,76,37,39,3,0|1|25,512,1073742336,42.6248,8.6461,0.5031,42.6248,8.6461,0.4989,42.6248,8.6461,0.5031,548463,7
2,778,0,548447,122,4544329826,289,232,57,6,0|1|21|25|57|59,516,1073742340,-3.6166,16.7185,-1.2180,-3.5890,16.7185,-1.2138,-3.5890,16.7185,-1.2180,548487,4
2,778,0,548447,122,4544329826,442,409,33,2,0|25,517,1073742341,-3.5061,16.1350,-1.2180,-3.5061,16.1350,-1.2138,-3.5061,16.1350,-1.2180,548503,1
2,778,0,548447,122,4544329826,538,499,39,3,0|1|25,518,1073742342,-3.2573,15.2319,-1.2180,-3.2159,15.2180,-1.2138,-3.2159,15.2180,-1.2180,548519,5
2,780,0,548611,141,4544345771,76,37,39,3,0|1|25,512,1073742336,42.6248,8.6461,0.5031,42.5834,8.6461,0.4989,42.5834,8.6461,0.5031,548627,7
2,780,0,548611,141,4544345771,76,37,39,3,0|1|25,512,1073742336,42.5834,8.6461,0.5031,42.5834,8.6461,0.4989,42.5834,8.6461,0.5031,548627,7
2,780,0,548611,141,4544345771,271,232,39,3,0|1|25,515,1073742339,43.7995,9.6048,0.5031,43.7857,9.6048,0.4989,43.7857,9.6048,0.5031,548651,7
2,780,0,548611,141,4544345771,410,359,51,5,0|1|21|25|28,516,1073742340,-3.5890,16.7185,-1.2180,-3.5614,16.7185,-1.2138,-3.5614,16.7185,-1.2180,548667,5
2,780,0,548611,141,4544345771,591,558,33,2,0|25,517,1073742341,-3.5061,16.1350,-1.2180,-3.4923,16.1350,-1.2138,-3.4923,16.1350,-1.2180,548691,7
2,780,0,548611,141,4544345771,687,648,39,3,0|1|25,518,1073742342,-3.2159,15.2180,-1.2180,-3.1744,15.2041,-1.2138,-3.1744,15.2041,-1.2180,548699,3
