chunk,packetIndex,packetType,packetPayloadStart,packetSize,packetTs,payloadBitOffset,recordHeaderBit,gapBits,maskCount,maskIndices,slot,eid,x_capture,y_capture,z_capture,x_decoded,y_decoded,z_decoded,x_truth,y_truth,z_truth,sigByteInChunk,residual
5,1628,0,743321,270,4611429944,203,164,39,3,0|1|25,517,1073742341,34.6507,4.8948,-1.3943,34.6784,4.9364,-1.3985,34.6784,4.9364,-1.4027,743353,7
5,1628,0,743321,270,4611429944,336,291,45,4,0|1|21|25,523,1073742347,16.5052,-3.9418,0.2092,16.4775,-3.9418,0.2134,16.4775,-3.9418,0.2092,743369,6
5,1628,0,743321,270,4611429944,562,517,45,4,0|1|21|25,526,1073742350,18.7578,9.6048,-2.4605,18.7855,9.6048,-2.4563,18.7855,9.6048,-2.4605,743393,2
5,1628,0,743321,270,4611429944,720,675,45,4,0|1|25|32,527,1073742351,13.4510,-19.6698,-3.0986,13.4510,-19.6976,-3.0944,13.4510,-19.6976,-3.0986,743417,6
5,1628,0,743321,270,4611429944,862,817,45,4,0|1|5|25,528,1073742352,6.6377,-6.5539,-0.6723,6.5963,-6.5956,-0.6429,6.5963,-6.5956,-0.6471,743433,5
5,1630,0,743633,262,4611446597,135,96,39,3,0|1|25,516,1073742340,-3.5752,16.2461,-0.2189,-3.5475,16.2878,-0.2567,-3.5475,16.2878,-0.2609,743657,8
5,1630,0,743633,262,4611446597,262,223,39,3,0|1|25,517,1073742341,34.6784,4.9364,-1.4027,34.7060,4.9781,-1.4153,34.7060,4.9781,-1.4195,743673,8
5,1630,0,743633,262,4611446597,383,350,33,2,0|25,523,1073742347,16.4775,-3.9418,0.2092,16.4637,-3.9279,0.2134,16.4637,-3.9279,0.2092,743681,1
5,1630,0,743633,262,4611446597,485,440,45,4,0|1|21|25,526,1073742350,18.7855,9.6048,-2.4605,18.8269,9.6048,-2.4563,18.8269,9.6048,-2.4605,743697,4
5,1630,0,743633,262,4611446597,637,598,39,3,0|25|32,527,1073742351,13.4510,-19.6976,-3.0986,13.4510,-19.7393,-3.0944,13.4510,-19.7393,-3.0986,743713,1
5,1630,0,743633,262,4611446597,748,703,45,4,0|1|5|25,528,1073742352,6.5963,-6.5956,-0.6471,6.5686,-6.6234,-0.6261,6.5686,-6.6234,-0.6219,743729,3
5,1632,0,743937,283,4611463788,76,37,39,3,0|1|25,516,1073742340,-3.5475,16.2878,-0.2609,-3.5199,16.3295,-0.2903,-3.5199,16.3295,-0.2945,743953,7
5,1632,0,743937,283,4611463788,203,164,39,3,0|1|25,517,1073742341,34.7060,4.9781,-1.4195,34.7336,5.0059,-1.4321,34.7336,5.0059,-1.4363,743969,7
5,1632,0,743937,283,4611463788,324,291,33,2,0|25,523,1073742347,16.4637,-3.9279,0.2092,16.4499,-3.9279,0.2134,16.4499,-3.9279,0.2092,743985,8
5,1632,0,743937,283,4611463788,426,381,45,4,0|1|21|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,743993,3
5,1632,0,743937,283,4611463788,426,381,45,4,0|1|21|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,743993,3
5,1632,0,743937,283,4611463788,584,539,45,4,0|1|21|25,526,1073742350,18.8269,9.6048,-2.4605,18.8546,9.6048,-2.4563,18.8546,9.6048,-2.4605,744017,7
5,1632,0,743937,283,4611463788,742,697,45,4,0|1|25|32,527,1073742351,13.4510,-19.7393,-3.0986,13.4510,-19.7671,-3.0944,13.4510,-19.7671,-3.0986,744033,4
5,1632,0,743937,283,4611463788,890,839,51,5,0|1|5|21|25,528,1073742352,6.5686,-6.6234,-0.6219,6.5272,-6.6511,-0.5925,6.5272,-6.6511,-0.5967,744049,1
5,1634,0,744262,279,4611480021,76,37,39,3,0|1|25,516,1073742340,-3.5199,16.3295,-0.2945,-3.4923,16.3851,-0.3407,-3.4923,16.3851,-0.3365,744278,7
5,1634,0,744262,279,4611480021,203,164,39,3,0|1|25,517,1073742341,34.7336,5.0059,-1.4363,34.7613,5.0476,-1.4489,34.7613,5.0476,-1.4531,744294,7
5,1634,0,744262,279,4611480021,324,291,33,2,0|25,523,1073742347,16.4499,-3.9279,0.2092,16.4361,-3.9279,0.2134,16.4361,-3.9279,0.2092,744310,8
5,1634,0,744262,279,4611480021,420,381,39,3,0|1|25,525,1073742349,4.4266,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,744318,4
5,1634,0,744262,279,4611480021,420,381,39,3,0|1|25,525,1073742349,4.4127,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,744318,4
5,1634,0,744262,279,4611480021,553,508,45,4,0|1|21|25,526,1073742350,18.8546,9.6048,-2.4605,18.8960,9.6048,-2.4563,18.8960,9.6048,-2.4605,744334,3
5,1634,0,744262,279,4611480021,711,666,45,4,0|1|25|32,527,1073742351,13.4510,-19.7671,-3.0986,13.4648,-19.8087,-3.0944,13.4648,-19.8088,-3.0986,744358,8
5,1634,0,744262,279,4611480021,859,808,51,5,0|1|5|21|25,528,1073742352,6.5272,-6.6511,-0.5967,6.4857,-6.6789,-0.5758,6.4857,-6.6789,-0.5716,744374,5
5,1636,0,744583,291,4611496841,82,37,45,4,0|1|21|25,516,1073742340,-3.4923,16.3851,-0.3365,-3.4646,16.4268,-0.3743,-3.4646,16.4268,-0.3785,744599,6
5,1636,0,744583,291,4611496841,234,195,39,3,0|1|25,517,1073742341,34.7613,5.0476,-1.4531,34.7889,5.0893,-1.4657,34.7889,5.0893,-1.4699,744615,3
5,1636,0,744583,291,4611496841,361,322,39,3,0|1|25,523,1073742347,16.4361,-3.9279,0.2092,16.4084,-3.9140,0.2134,16.4084,-3.9140,0.2092,744631,3
5,1636,0,744583,291,4611496841,494,449,45,4,0|1|21|25,525,1073742349,4.4127,19.9281,-2.0408,4.3989,19.9281,-2.0366,4.3989,19.9281,-2.0408,744647,3
5,1636,0,744583,291,4611496841,494,449,45,4,0|1|21|25,525,1073742349,4.3989,19.9281,-2.0408,4.3989,19.9281,-2.0366,4.3989,19.9281,-2.0408,744647,3
5,1636,0,744583,291,4611496841,652,607,45,4,0|1|21|25,526,1073742350,18.8960,9.6048,-2.4605,18.9237,9.6048,-2.4563,18.9237,9.6048,-2.4605,744671,7
5,1636,0,744583,291,4611496841,810,765,45,4,0|1|25|32,527,1073742351,13.4648,-19.8088,-3.0986,13.4786,-19.8365,-3.0944,13.4786,-19.8365,-3.0986,744687,3
5,1636,0,744583,291,4611496841,958,907,51,5,0|1|5|21|25,528,1073742352,6.4857,-6.6789,-0.5716,6.4581,-6.7206,-0.5422,6.4581,-6.7206,-0.5464,744703,1
5,1638,0,744916,264,4611513730,76,37,39,3,0|1|25,516,1073742340,-3.4646,16.4268,-0.3785,-3.4370,16.4685,-0.4246,-3.4370,16.4684,-0.4204,744932,7
5,1638,0,744916,264,4611513730,203,164,39,3,0|1|25,517,1073742341,34.7889,5.0893,-1.4699,34.8166,5.1310,-1.4825,34.8166,5.1310,-1.4783,744948,7
5,1638,0,744916,264,4611513730,324,291,33,2,0|25,523,1073742347,16.4084,-3.9140,0.2092,16.3946,-3.9140,0.2134,16.3946,-3.9140,0.2092,744964,8
5,1638,0,744916,264,4611513730,420,381,39,3,0|21|25,525,1073742349,4.3989,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,744972,4
5,1638,0,744916,264,4611513730,420,381,39,3,0|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,744972,4
5,1638,0,744916,264,4611513730,547,502,45,4,0|1|21|25,526,1073742350,18.9237,9.6048,-2.4605,18.9513,9.6048,-2.4563,18.9513,9.6048,-2.4605,744988,4
5,1638,0,744916,264,4611513730,705,660,45,4,0|1|25|32,527,1073742351,13.4786,-19.8365,-3.0986,13.4924,-19.8782,-3.0944,13.4924,-19.8782,-3.0986,745012,8
5,1638,0,744916,264,4611513730,853,802,51,5,0|1|5|21|25,528,1073742352,6.4581,-6.7206,-0.5464,6.4166,-6.7484,-0.5254,6.4166,-6.7484,-0.5212,745028,6
5,1640,0,745222,272,4611529915,106,67,39,3,0|1|25,516,1073742340,-3.4370,16.4684,-0.4204,-3.4232,16.5240,-0.4750,-3.4232,16.5240,-0.4708,745238,3
5,1640,0,745222,272,4611529915,233,194,39,3,0|1|25,517,1073742341,34.8166,5.1310,-1.4783,34.8442,5.1726,-1.4825,34.8442,5.1726,-1.4783,745254,3
5,1640,0,745222,272,4611529915,354,321,33,2,0|25,523,1073742347,16.3946,-3.9140,0.2092,16.3808,-3.9001,0.2134,16.3808,-3.9001,0.2092,745270,4
5,1640,0,745222,272,4611529915,456,411,45,4,0|1|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,745286,7
5,1640,0,745222,272,4611529915,456,411,45,4,0|1|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,745286,7
5,1640,0,745222,272,4611529915,614,569,45,4,0|1|21|25,526,1073742350,18.9513,9.6048,-2.4605,18.9928,9.6048,-2.4563,18.9928,9.6048,-2.4605,745302,4
5,1640,0,745222,272,4611529915,772,727,45,4,0|1|25|32,527,1073742351,13.4924,-19.8782,-3.0986,13.5062,-19.9060,-3.0944,13.5062,-19.9060,-3.0986,745326,8
5,1640,0,745222,272,4611529915,920,869,51,5,0|1|5|21|25,528,1073742352,6.4166,-6.7484,-0.5212,6.3752,-6.7762,-0.5086,6.3752,-6.7762,-0.5044,745342,5
5,1642,0,745536,272,4611546671,82,37,45,4,0|1|21|25,516,1073742340,-3.4232,16.5240,-0.4708,-3.3955,16.5657,-0.5086,-3.3955,16.5657,-0.5128,745552,6
5,1642,0,745536,272,4611546671,234,195,39,3,0|1|25,517,1073742341,34.8442,5.1726,-1.4783,34.8718,5.2143,-1.4825,34.8718,5.2143,-1.4867,745568,3
5,1642,0,745536,272,4611546671,355,322,33,2,0|25,523,1073742347,16.3808,-3.9001,0.2092,16.3670,-3.9001,0.2134,16.3670,-3.9001,0.2092,745584,4
5,1642,0,745536,272,4611546671,457,412,45,4,0|1|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,745600,7
5,1642,0,745536,272,4611546671,457,412,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,745600,7
5,1642,0,745536,272,4611546671,615,570,45,4,0|1|21|25,526,1073742350,18.9928,9.6048,-2.4605,19.0204,9.6048,-2.4563,19.0204,9.6048,-2.4605,745616,4
5,1642,0,745536,272,4611546671,773,728,45,4,0|1|25|32,527,1073742351,13.5062,-19.9060,-3.0986,13.5201,-19.9338,-3.0944,13.5201,-19.9338,-3.0986,745640,8
5,1642,0,745536,272,4611546671,921,870,51,5,0|1|5|21|25,528,1073742352,6.3752,-6.7762,-0.5044,6.3475,-6.8040,-0.4918,6.3475,-6.8040,-0.4876,745656,5
5,1644,0,745850,268,4611563743,82,37,45,4,0|1|21|25,516,1073742340,-3.3955,16.5657,-0.5128,-3.3679,16.6074,-0.5590,-3.3679,16.6074,-0.5632,745866,6
5,1644,0,745850,268,4611563743,228,195,33,2,0|25,517,1073742341,34.8718,5.2143,-1.4867,34.8995,5.2560,-1.4993,34.8995,5.2560,-1.4951,745882,4
5,1644,0,745850,268,4611563743,318,285,33,2,0|25,523,1073742347,16.3670,-3.9001,0.2092,16.3393,-3.8862,0.2134,16.3393,-3.8862,0.2092,745890,1
5,1644,0,745850,268,4611563743,420,375,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,745906,4
5,1644,0,745850,268,4611563743,420,375,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,745906,4
5,1644,0,745850,268,4611563743,578,533,45,4,0|1|21|25,526,1073742350,19.0204,9.6048,-2.4605,19.0619,9.6187,-2.4563,19.0619,9.6187,-2.4605,745930,8
5,1644,0,745850,268,4611563743,736,691,45,4,0|1|25|32,527,1073742351,13.5201,-19.9338,-3.0986,13.5477,-19.9616,-3.0944,13.5477,-19.9616,-3.0986,745946,4
5,1644,0,745850,268,4611563743,884,833,51,5,0|1|5|21|25,528,1073742352,6.3475,-6.8040,-0.4876,6.3061,-6.8318,-0.4750,6.3061,-6.8318,-0.4708,745962,2
5,1646,0,746160,276,4611579981,82,37,45,4,0|1|21|25,516,1073742340,-3.3679,16.6074,-0.5632,-3.3402,16.6630,-0.6093,-3.3402,16.6630,-0.6135,746176,6
5,1646,0,746160,276,4611579981,228,195,33,2,0|25,517,1073742341,34.8995,5.2560,-1.4951,34.9271,5.2977,-1.4993,34.9271,5.2977,-1.5035,746192,4
5,1646,0,746160,276,4611579981,324,285,39,3,0|21|25,523,1073742347,16.3393,-3.8862,0.2092,16.3255,-3.8862,0.2134,16.3255,-3.8862,0.2092,746208,8
5,1646,0,746160,276,4611579981,451,406,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,746224,8
5,1646,0,746160,276,4611579981,451,406,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,746224,8
5,1646,0,746160,276,4611579981,580,535,45,4,0|1|21|25,526,1073742350,19.0619,9.6187,-2.4605,19.0895,9.6187,-2.4563,19.0895,9.6187,-2.4605,746240,8
5,1646,0,746160,276,4611579981,738,693,45,4,0|1|25|32,527,1073742351,13.5477,-19.9616,-3.0986,13.5615,-19.9894,-3.0944,13.5615,-19.9894,-3.0986,746256,4
5,1646,0,746160,276,4611579981,886,835,51,5,0|1|5|21|25,528,1073742352,6.3061,-6.8318,-0.4708,6.2646,-6.8596,-0.4582,6.2646,-6.8596,-0.4540,746272,2
5,1648,0,746478,278,4611596865,82,37,45,4,0|1|21|25,516,1073742340,-3.3402,16.6630,-0.6135,-3.3126,16.7046,-0.6597,-3.3126,16.7046,-0.6639,746494,6
5,1648,0,746478,278,4611596865,246,195,51,5,0|1|25|57|59,517,1073742341,34.9271,5.2977,-1.5035,34.9548,5.3255,-1.4489,34.9548,5.3255,-1.4531,746510,2
5,1648,0,746478,278,4611596865,380,341,39,3,0|21|25,523,1073742347,16.3255,-3.8862,0.2092,16.3117,-3.8862,0.2134,16.3117,-3.8862,0.2092,746526,1
5,1648,0,746478,278,4611596865,507,462,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,746542,1
5,1648,0,746478,278,4611596865,507,462,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3713,19.9281,-2.0366,4.3713,19.9281,-2.0408,746542,1
5,1648,0,746478,278,4611596865,665,620,45,4,0|1|21|25,526,1073742350,19.0895,9.6187,-2.4605,19.1171,9.6187,-2.4563,19.1171,9.6187,-2.4605,746566,5
5,1648,0,746478,278,4611596865,823,778,45,4,0|1|25|32,527,1073742351,13.5615,-19.9894,-3.0986,13.5753,-20.0033,-3.0944,13.5753,-20.0033,-3.0986,746582,2
5,1648,0,746478,278,4611596865,971,920,51,5,0|1|5|21|25,528,1073742352,6.2646,-6.8596,-0.4540,6.2231,-6.8873,-0.4414,6.2231,-6.8873,-0.4372,746606,7
5,1650,0,746798,282,4611613826,82,37,45,4,0|1|21|25,516,1073742340,-3.3126,16.7046,-0.6639,-3.2850,16.7463,-0.7101,-3.2850,16.7463,-0.7143,746814,6
5,1650,0,746798,282,4611613826,240,195,45,4,0|1|25|28,517,1073742341,34.9548,5.3255,-1.4531,34.9824,5.3672,-1.3817,34.9824,5.3672,-1.3775,746830,2
5,1650,0,746798,282,4611613826,383,338,45,4,0|1|21|25,523,1073742347,16.3117,-3.8862,0.2092,16.2979,-3.8723,0.2134,16.2979,-3.8723,0.2092,746846,1
5,1650,0,746798,282,4611613826,541,496,45,4,0|1|21|25,525,1073742349,4.3713,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,746870,5
5,1650,0,746798,282,4611613826,541,496,45,4,0|1|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,746870,5
5,1650,0,746798,282,4611613826,699,654,45,4,0|1|21|25,526,1073742350,19.1171,9.6187,-2.4605,19.1586,9.6187,-2.4563,19.1586,9.6187,-2.4605,746886,1
5,1650,0,746798,282,4611613826,857,812,45,4,0|1|25|32,527,1073742351,13.5753,-20.0033,-3.0986,13.6030,-20.0311,-3.0944,13.6030,-20.0311,-3.0986,746910,5
5,1650,0,746798,282,4611613826,1005,954,51,5,0|1|5|21|25,528,1073742352,6.2231,-6.8873,-0.4372,6.1817,-6.9151,-0.4246,6.1817,-6.9151,-0.4204,746926,3
5,1652,0,747122,280,4611629999,82,37,45,4,0|1|21|25,516,1073742340,-3.2850,16.7463,-0.7143,-3.2711,16.8019,-0.7605,-3.2711,16.8019,-0.7647,747138,6
5,1652,0,747122,280,4611629999,234,195,39,3,0|1|25,517,1073742341,34.9824,5.3672,-1.3775,35.0100,5.4088,-1.3146,35.0100,5.4088,-1.3188,747154,3
5,1652,0,747122,280,4611629999,361,322,39,3,0|21|25,523,1073742347,16.2979,-3.8723,0.2092,16.2702,-3.8723,0.2134,16.2702,-3.8723,0.2092,747170,3
5,1652,0,747122,280,4611629999,482,443,39,3,0|1|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,747186,4
5,1652,0,747122,280,4611629999,482,443,39,3,0|1|25,525,1073742349,4.3851,19.9281,-2.0408,4.3851,19.9281,-2.0366,4.3851,19.9281,-2.0408,747186,4
5,1652,0,747122,280,4611629999,615,570,45,4,0|1|21|25,526,1073742350,19.1586,9.6187,-2.4605,19.1862,9.6187,-2.4563,19.1862,9.6187,-2.4605,747202,4
5,1652,0,747122,280,4611629999,773,728,45,4,0|1|25|32,527,1073742351,13.6030,-20.0311,-3.0986,13.6306,-20.0449,-3.0944,13.6306,-20.0449,-3.0986,747226,8
5,1652,0,747122,280,4611629999,921,870,51,5,0|1|5|21|25,528,1073742352,6.1817,-6.9151,-0.4204,6.1402,-6.9429,-0.4078,6.1402,-6.9429,-0.4120,747242,5
5,1652,0,747122,280,4611629999,1102,1063,39,3,0|21|25,529,1073742353,20.6373,8.1876,-2.4689,20.6373,8.1876,-2.4731,20.6373,8.1876,-2.4689,747266,7
5,1654,0,747444,285,4611647071,82,37,45,4,0|1|21|25,516,1073742340,-3.2711,16.8019,-0.7647,-3.2435,16.8436,-0.8276,-3.2435,16.8436,-0.8234,747460,6
5,1654,0,747444,285,4611647071,234,195,39,3,0|1|25,517,1073742341,35.0100,5.4088,-1.3188,35.0377,5.4366,-1.2642,35.0377,5.4366,-1.2600,747476,3
5,1654,0,747444,285,4611647071,367,322,45,4,0|1|21|25,523,1073742347,16.2702,-3.8723,0.2092,16.2564,-3.8585,0.2134,16.2564,-3.8585,0.2092,747492,3
5,1654,0,747444,285,4611647071,525,480,45,4,0|1|21|25,525,1073742349,4.3851,19.9281,-2.0408,4.3989,19.9281,-2.0366,4.3989,19.9281,-2.0408,747516,7
5,1654,0,747444,285,4611647071,525,480,45,4,0|1|21|25,525,1073742349,4.3989,19.9281,-2.0408,4.3989,19.9281,-2.0366,4.3989,19.9281,-2.0408,747516,7
5,1654,0,747444,285,4611647071,683,638,45,4,0|1|21|25,526,1073742350,19.1862,9.6187,-2.4605,19.2277,9.6187,-2.4563,19.2277,9.6187,-2.4605,747532,3
5,1654,0,747444,285,4611647071,847,796,51,5,0|1|21|25|32,527,1073742351,13.6306,-20.0449,-3.0986,13.6444,-20.0588,-3.0944,13.6444,-20.0588,-3.0986,747556,7
5,1654,0,747444,285,4611647071,1020,969,51,5,0|1|5|21|25,528,1073742352,6.1402,-6.9429,-0.4120,6.0988,-6.9707,-0.4078,6.0988,-6.9707,-0.4036,747572,1
5,1656,0,747771,299,4611664302,94,37,57,6,0|1|21|25|57|59,516,1073742340,-3.2435,16.8436,-0.8234,-3.2159,16.8853,-0.8780,-3.2159,16.8853,-0.8738,747787,5
5,1656,0,747771,299,4611664302,407,368,39,3,0|1|25,517,1073742341,35.0377,5.4366,-1.2600,35.0653,5.4783,-1.2138,35.0653,5.4783,-1.2096,747827,6
5,1656,0,747771,299,4611664302,534,495,39,3,0|21|25,523,1073742347,16.2564,-3.8585,0.2092,16.2426,-3.8585,0.2134,16.2426,-3.8585,0.2092,747843,6
5,1656,0,747771,299,4611664302,649,616,33,2,0|25,525,1073742349,4.3989,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,747859,7
5,1656,0,747771,299,4611664302,649,616,33,2,0|25,525,1073742349,4.4127,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,747859,7
5,1656,0,747771,299,4611664302,751,706,45,4,0|1|21|25,526,1073742350,19.2277,9.6187,-2.4605,19.2553,9.6048,-2.4563,19.2553,9.6048,-2.4605,747867,3
5,1656,0,747771,299,4611664302,915,864,51,5,0|1|21|25|32,527,1073742351,13.6444,-20.0588,-3.0986,13.6721,-20.0727,-3.0944,13.6721,-20.0727,-3.0986,747891,6
5,1656,0,747771,299,4611664302,1088,1037,51,5,0|1|5|21|25,528,1073742352,6.0988,-6.9707,-0.4036,6.0573,-6.9985,-0.3911,6.0573,-6.9985,-0.3953,747907,0
5,1656,0,747771,299,4611664302,1275,1230,45,4,0|1|21|25,529,1073742353,20.6373,8.1876,-2.4689,20.6235,8.1737,-2.4731,20.6235,8.1737,-2.4689,747931,1
5,1658,0,748112,288,4611680241,82,37,45,4,0|1|21|25,516,1073742340,-3.2159,16.8853,-0.8738,-3.1882,16.9408,-0.9284,-3.1882,16.9408,-0.9326,748128,6
5,1658,0,748112,288,4611680241,234,195,39,3,0|1|25,517,1073742341,35.0653,5.4783,-1.2096,35.0930,5.5200,-1.1634,35.0930,5.5200,-1.1592,748144,3
5,1658,0,748112,288,4611680241,367,322,45,4,0|1|21|25,523,1073742347,16.2426,-3.8585,0.2092,16.2288,-3.8446,0.2134,16.2288,-3.8446,0.2092,748160,3
5,1658,0,748112,288,4611680241,513,480,33,2,0|25,525,1073742349,4.4127,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,748184,8
5,1658,0,748112,288,4611680241,513,480,33,2,0|25,525,1073742349,4.4127,19.9281,-2.0408,4.4127,19.9281,-2.0366,4.4127,19.9281,-2.0408,748184,8
5,1658,0,748112,288,4611680241,615,570,45,4,0|1|21|25,526,1073742350,19.2553,9.6048,-2.4605,19.2968,9.6048,-2.4563,19.2968,9.6048,-2.4605,748192,4
5,1658,0,748112,288,4611680241,779,728,51,5,0|1|21|25|32,527,1073742351,13.6721,-20.0727,-3.0986,13.6997,-20.0727,-3.0944,13.6997,-20.0727,-3.0986,748216,7
5,1658,0,748112,288,4611680241,952,901,51,5,0|1|5|21|25,528,1073742352,6.0573,-6.9985,-0.3953,6.0158,-7.0124,-0.3911,6.0158,-7.0124,-0.3869,748232,1
5,1658,0,748112,288,4611680241,1139,1094,45,4,0|1|21|25,529,1073742353,20.6235,8.1737,-2.4689,20.6235,8.1598,-2.4731,20.6235,8.1598,-2.4689,748256,2
5,1660,0,748442,350,4611697448,605,560,45,4,0|1|21|25,516,1073742340,-3.1882,16.9408,-0.9326,-3.1606,16.9825,-0.9955,-3.1606,16.9825,-0.9913,748522,5
5,1660,0,748442,350,4611697448,757,718,39,3,0|1|25,517,1073742341,35.0930,5.5200,-1.1592,35.1206,5.5478,-1.1131,35.1206,5.5478,-1.1089,748538,2
5,1660,0,748442,350,4611697448,878,845,33,2,0|25,523,1073742347,16.2288,-3.8446,0.2092,16.2150,-3.8446,0.2134,16.2149,-3.8446,0.2092,748554,3
5,1660,0,748442,350,4611697448,974,935,39,3,0|1|25,525,1073742349,4.4127,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,748570,7
5,1660,0,748442,350,4611697448,974,935,39,3,0|1|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,748570,7
5,1660,0,748442,350,4611697448,1107,1062,45,4,0|1|21|25,526,1073742350,19.2968,9.6048,-2.4605,19.3244,9.6048,-2.4563,19.3244,9.6048,-2.4605,748586,6
5,1660,0,748442,350,4611697448,1271,1220,51,5,0|1|21|25|32,527,1073742351,13.6997,-20.0727,-3.0986,13.7274,-20.0866,-3.0944,13.7274,-20.0866,-3.0986,748602,2
5,1660,0,748442,350,4611697448,1444,1393,51,5,0|1|5|21|25,528,1073742352,6.0158,-7.0124,-0.3869,5.9744,-7.0402,-0.3911,5.9744,-7.0402,-0.3869,748626,4
5,1660,0,748442,350,4611697448,1631,1586,45,4,0|1|21|25,529,1073742353,20.6235,8.1598,-2.4689,20.6097,8.1460,-2.4731,20.6097,8.1459,-2.4689,748650,5
5,1662,0,748834,279,4611714171,82,37,45,4,0|1|21|25,516,1073742340,-3.1606,16.9825,-0.9913,-3.1329,17.0242,-1.0459,-3.1329,17.0242,-1.0501,748850,6
5,1662,0,748834,279,4611714171,234,195,39,3,0|1|25,517,1073742341,35.1206,5.5478,-1.1089,35.1621,5.5895,-1.0627,35.1621,5.5895,-1.0669,748866,3
5,1662,0,748834,279,4611714171,355,322,33,2,0|25,523,1073742347,16.2149,-3.8446,0.2092,16.1873,-3.8307,0.2134,16.1873,-3.8307,0.2092,748882,4
5,1662,0,748834,279,4611714171,451,412,39,3,0|1|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,748898,8
5,1662,0,748834,279,4611714171,451,412,39,3,0|1|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,748898,8
5,1662,0,748834,279,4611714171,584,539,45,4,0|1|21|25,526,1073742350,19.3244,9.6048,-2.4605,19.3659,9.5909,-2.4563,19.3659,9.5909,-2.4605,748914,7
5,1662,0,748834,279,4611714171,748,697,51,5,0|1|21|25|32,527,1073742351,13.7274,-20.0866,-3.0986,13.7550,-20.0866,-3.0944,13.7550,-20.0866,-3.0986,748930,3
5,1662,0,748834,279,4611714171,921,870,51,5,0|1|5|21|25,528,1073742352,5.9744,-7.0402,-0.3869,5.9329,-7.0680,-0.3743,5.9329,-7.0680,-0.3785,748954,5
5,1662,0,748834,279,4611714171,1108,1063,45,4,0|1|21|25,529,1073742353,20.6097,8.1459,-2.4689,20.5959,8.1321,-2.4731,20.5959,8.1321,-2.4689,748978,6
5,1664,0,749155,284,4611730611,82,37,45,4,0|1|21|25,516,1073742340,-3.1329,17.0242,-1.0501,-3.1053,17.0659,-1.1131,-3.1053,17.0659,-1.1173,749171,6
5,1664,0,749155,284,4611730611,234,195,39,3,0|1|25,517,1073742341,35.1621,5.5895,-1.0669,35.1897,5.6311,-1.0291,35.1897,5.6311,-1.0249,749187,3
5,1664,0,749155,284,4611730611,355,322,33,2,0|25,523,1073742347,16.1873,-3.8307,0.2092,16.1735,-3.8307,0.2134,16.1735,-3.8307,0.2092,749203,4
5,1664,0,749155,284,4611730611,451,412,39,3,0|1|25,525,1073742349,4.4266,19.9281,-2.0408,4.4266,19.9281,-2.0366,4.4266,19.9281,-2.0408,749219,8
