# filmdec_pos_rosetta records=54799
eid,slot,bitCursor,x,y,z,sighex
1073742340,516,367,21.2178,-1.9828,-2.5277,3d66614007894757fd9f0ae288152000
1073742341,517,525,20.9966,5.8118,0.1840,48a298ffae784b8a20748002ab2074ac
1073742343,519,683,10.5488,11.3416,-1.0249,c6e6c8098a086fde51cdae288212000a
1073742344,520,841,9.4985,15.3291,-2.9307,9f71c7dcb80cb8a507449468003fffff
1073742336,512,82,24.5484,8.4238,-1.5538,106becfdc22bd45c5100a3001640fd79
1073742336,512,82,24.5484,8.4238,-1.5538,10751cfcc1dbd25c9100a5001559ec0f
1073742337,513,246,14.9435,9.9383,-1.5118,d495bcd2213baf916b7ebfa5c990b9e7
1073742340,516,471,21.2592,-2.0106,-2.5277,40071b0757fcdf0ae488152000aac823
1073742341,517,629,20.9552,5.8118,0.1840,1118b9d5c24a5b98ffc5786b92207480
1073742343,519,787,10.4935,11.3555,-1.0165,099a126ede9dc8ae488212000aac81ca
1073742344,520,945,9.5261,15.3013,-2.9139,1434979c3227f9c5daf80eb925074494
1073742336,512,82,24.5069,8.3960,-1.5538,10751cfcc1dbd25c9100a5001559ec0f
1073742336,512,76,24.5069,8.3960,-1.5538,0c0d3eee688052000aac81fa12b89a58
1073742337,513,209,14.9021,9.9661,-1.4783,2775ca296fd7f2b9a20448002ab208d2
1073742340,516,367,21.2869,-2.0383,-2.5277,bd5a614006d18757fc1f0ae688152000
1073742341,517,525,20.9275,5.7979,0.1840,538b991fdd788b9a20748002ab20747c
1073742343,519,683,10.4520,11.3694,-1.0165,c726c9099ea06edeedc32e688212000a
1073742344,520,841,9.5399,15.2597,-2.9055,b071b9d9280eb9a507449468443fffff
1073742336,512,76,24.4654,8.3544,-1.5538,0c0d3eee688052000aac81fa12b89a58
1073742336,512,82,24.4654,8.3544,-1.5538,112844ffc1abd15d1100a400155903f3
1073742337,513,240,14.8468,9.9800,-1.4363,657534d04eeb544edfafe17444089000
1073742340,516,398,21.3283,-2.0522,-2.5277,0ac40eaff73e15d1102a40015590460a
1073742341,517,556,20.8861,5.7979,0.1840,3173ab84aa89323fecf1174440e90005
1073742343,519,714,10.4106,11.3694,-1.0081,465cddbe5b7f5d1104240015590394a8
1073742344,520,872,9.5537,15.2180,-2.8887,5d2f5062bb037bae9021744a0e8928d0
1073742336,512,82,24.4102,8.3266,-1.5538,112844ffc1abd15d1100a400155903f3
1073742336,512,82,24.4102,8.3266,-1.5538,11563503c1a3d05d5100a400155903f2
1073742337,513,240,14.8053,10.0077,-1.4027,657734f04eeb1446dfcfdd7544089000
1073742340,516,398,21.3698,-2.0939,-2.5277,0bea0eaff63e15d5102a400155904602
1073742341,517,556,20.8446,5.7979,0.1840,3173ab84a4cb32201ef1575440e90005
1073742343,519,714,10.3691,11.3833,-1.0081,4f78ddbecb795d5104240015590394a8
1073742344,520,872,9.5676,15.1763,-2.8803,592f5861ddb343aa9025754a0e8928d1
1073742336,512,82,24.3549,8.2988,-1.5538,11563503c1a3d05d5100a400155903f2
1073742336,512,82,24.3549,8.2988,-1.5538,116d2500c19bd05d9100a400155903f1
1073742337,513,240,14.7500,10.0216,-1.3691,a57b35104eeac43edfcfd57644088c00
1073742340,516,392,21.4112,-2.1217,-2.5277,4403aeec88152000aac822fb18c9d5c2
1073742341,517,525,20.8170,5.7979,0.1840,5b0298f02978abb220746002c81d0d31
1073742343,519,677,10.3277,11.3971,-1.0081,f9b2026b129bb764410900055640e52a
1073742344,520,810,9.5676,15.1485,-2.8719,14cbd8185734cde99c095d9283a24a34
1073742336,512,82,24.3134,8.2849,-1.5538,116d2500c19bd05d9100a400155903f1
1073742336,512,146,24.3134,8.2849,-1.5538,116d34f5c19bcf5dd100a400155903f0
1073742337,513,304,14.7086,10.0494,-1.3355,a57d35304eea5432dfefcd7744089000
1073742340,516,462,21.4527,-2.1495,-2.5277,0b570ebff5be15dd102a4001559045ea
1073742341,517,620,20.7755,5.8118,0.1840,3193ab84be0f31e088f1977440e8c005
1073742343,519,772,10.2862,11.4110,-1.0165,6c376ee88212000aac81ca542697b430
1073742344,520,905,9.5676,15.1068,-2.8635,2d9997d11814bba507449468ccbfffff
1073742336,512,146,24.2581,8.2571,-1.5538,116d34f5c19bcf5dd100a400155903f0
1073742336,512,249,24.2581,8.2571,-1.5538,4ed23b9a1c231159dd83279ebc22014e
1073742337,513,425,14.6533,10.0633,-1.3020,c09aa427750a176ff7e2bc0008811200
1073742340,516,593,21.4803,-2.1773,-2.5277,0161b1d9feb7c2bc220548002ab208bc
1073742341,517,751,20.7341,5.8118,0.1840,463675709879a63c181e32f0881d1800
1073742343,519,903,10.2447,11.4110,-1.0165,5666ede1104240015590394a8492f685
1073742344,520,1036,9.5676,15.0652,-2.8551,f59831b9db02d784a0e8928d1dd7ffff
1073742336,512,249,24.2167,8.2432,-1.5622,4ed23b9a1c231159dd83279ebc22014e
1073742336,512,82,24.2167,8.2432,-1.5622,11a87cecc18bce5e5100a400155903ee
1073742337,513,240,14.5980,10.0911,-1.2768,e58335604ee9c426e00fbd7944089000
1073742340,516,398,21.5218,-2.2051,-2.5277,0bea0ecff53e15e5102a4001559045d6
1073742341,517,556,20.7064,5.8257,0.1840,31b3ab84ccfd31a0f8f1979440e8c005
1073742343,519,708,10.2033,11.4249,-1.0249,fa376f288212000aac81ca542197b42f
1073742344,520,841,9.5676,15.0374,-2.8551,3e518fcc8818bca507449469113fffff
1073742336,512,82,24.1752,8.2293,-1.5706,11a87cecc18bce5e5100a400155903ee
1073742336,512,117,24.1752,8.2293,-1.5706,df2399a1423a369df82f79cbd2201480
1073742337,513,275,14.5566,10.1050,-1.2516,09dd2e845c01f62f488112000aac8237
1073742340,516,433,21.5633,-2.2329,-2.5277,2f479850018fa1d7fea7c2bd22054800
1073742341,517,591,20.6650,5.8257,0.1840,990ca634265e32f4881d1800b2073dcc
1073742343,519,743,10.1618,11.4388,-1.0249,8a6c609be826ede91042400155903946
1073742344,520,876,9.5676,14.9957,-2.8551,83f2f685d9fc31f9450357a4a0e8928d
1073742336,512,117,24.1199,8.2154,-1.5790,df2399a1423a369df82f79cbd2201480
1073742336,512,82,24.1199,8.2154,-1.5790,11ed10f2c16bcd5ed100a400155903ed
1073742337,513,240,14.5013,10.1328,-1.2264,258935904ee9441ae00fa17b44089000
1073742340,516,398,21.6047,-2.2606,-2.5277,0a7a8ecff53e15ed102a4001559045c2
1073742341,517,556,20.6373,5.8396,0.1840,31d3ab84c61931616ef197b440e8c005
1073742343,519,708,10.1342,11.4527,-1.0333,88376f688212000aac81ca341c97b42e
1073742344,520,841,9.5537,14.9679,-2.8551,58418fc7f81abda507449469553fffff
1073742336,512,82,24.0785,8.2015,-1.5958,11ed10f2c16bcd5ed100a400155903ed
1073742336,512,82,24.0785,8.2015,-1.5958,11ff28f0c14bcd5f1100a400155903ec
1073742337,513,240,14.4598,10.1467,-1.2012,258d35a84ed69416e02f917c44089000
1073742340,516,398,21.6324,-2.2884,-2.5277,0ac40ecff53e15f1102a300164116e8c
1073742341,517,550,20.5959,5.8396,0.1840,7ceae1313ccc5be220746002c81ceb32
1073742343,519,677,10.0927,11.4666,-1.0417,49b0c271e79bb7c4410900055640e50a
1073742344,520,810,9.5537,14.9262,-2.8551,0ccbda1702e4d0e3ec0d5f1283a24a34
1073742336,512,82,24.0370,8.1876,-1.6126,11ff28f0c14bcd5f1100a400155903ec
1073742336,512,82,24.0370,8.1876,-1.6126,12116cf6c11bcc5f5100a400155903eb
1073742337,513,240,14.4045,10.1745,-1.1760,658f35c04ed65412e02f7d7d44089000
1073742340,516,398,21.6738,-2.3162,-2.5277,0a7a8ebff53e15f5102a4001559045ae
1073742341,517,556,20.5682,5.8534,0.1840,31f3ab84b2933161eaf157d440e8c005
1073742343,519,708,10.0513,11.4805,-1.0585,1437efa88212000aac81c9f41797b82d
1073742344,520,841,9.5399,14.8845,-2.8551,c561b3c7c81abea50744946999bfffff
1073742336,512,82,23.9817,8.1737,-1.6378,12116cf6c11bcc5f5100a400155903eb
1073742336,512,82,23.9817,8.1737,-1.6378,123604fbc0e3cc5f9100a400155903ea
1073742337,513,240,14.3631,10.1884,-1.1508,659335d04ed6140ae06f617e44088c00
1073742340,516,392,21.7153,-2.3440,-2.5277,1f43aefc88152000aac822d318f9d5c2
1073742341,517,525,20.5268,5.8534,0.1840,541e98b116786bf220746002c81cdf32
1073742343,519,677,10.0098,11.4944,-1.0669,69b002742d1c17e44108c00590393682
1073742344,520,804,9.5261,14.8567,-2.8467,92f7059f89372fc941d1251a6eefffff
1073742336,512,82,23.9403,8.1737,-1.6630,123604fbc0e3cc5f9100a400155903ea
1073742336,512,130,23.9403,8.1737,-1.6630,58fbc0abcb5fd100a400155903e96595
1073742337,513,288,14.3078,10.2162,-1.1341,35e04ec37406e0af457f44088c005904
1073742340,516,440,21.7567,-2.3718,-2.5277,71de7b30a002fa83aefe88152000aac8
1073742341,517,573,20.4991,5.8534,0.1840,22cd18f9d5c250ac98b12a782bfa2074
1073742343,519,725,9.9683,11.5083,-1.0837,c275501c37f44108c0059039328232f7
1073742344,520,852,9.4985,14.8151,-2.8467,8599c838afe941d1251a776fffffffff
1073742336,512,130,23.8988,8.1737,-1.6965,58fbc0abcb5fd100a400155903e96595
1073742336,512,166,23.8988,8.1737,-1.6965,acce6127140fcc07bcb601100a400155
1073742337,513,324,14.2525,10.2300,-1.1173,32402e0ef2d8044089000556411c979d
1073742340,516,482,21.7982,-2.3996,-2.5277,cc28031d00bdff53e1601102a4001559
1073742341,517,640,20.4577,5.8534,0.1840,0459231f3ab8498292be258f0180440e
1073742343,519,792,9.9269,11.5222,-1.0921,e84ece638b0088211800b20725503a5f
1073742344,520,919,9.4846,14.7734,-2.8383,00b314473601283a24a34ffdffffffff
1073742336,512,166,23.8435,8.1598,-1.7301,acce6127140fcc07bcb601100a400155
1073742336,512,82,23.8435,8.1598,-1.7301,12913501c04bcb605100a400155903e7
1073742337,513,240,14.2111,10.2439,-1.1005,a59b36004ec2e3fee0ef298144088c00
1073742340,516,392,21.8258,-2.4274,-2.5277,bc431b0288151800b208b1463a757091
1073742341,517,519,20.4300,5.8534,0.1840,df252605103a3001640e679954d7413b
1073742343,519,646,9.8992,11.5500,-1.1089,cb0e3c0a20846002c81c9340b97c82d6
1073742344,520,773,9.4570,14.7317,-2.8299,a79d5814a0e8928d4447ffffffffe5c2
1073742336,512,82,23.8021,8.1598,-1.7637,12913501c04bcb605100a400155903e7
1073742336,512,82,23.8021,8.1598,-1.7637,12b5c107c01bcb609100a400155903e6
1073742337,513,240,14.1558,10.2717,-1.0837,e59d36104ec2a3fae10f258244088c00
1073742340,516,392,21.8673,-2.4135,-2.5277,0483370488151800b208b0463a757090
1073742341,517,519,20.4024,5.8396,0.1840,b924c609103a40015590399265735c04
1073742343,519,652,9.8578,11.5639,-1.1341,f172392fb4de58244108c00590391e81
1073742344,520,804,9.4432,14.6900,-2.8131,12f985b1e73b304941d1251a910fffff
1073742336,512,82,23.7606,8.1598,-1.8057,12b5c107c01bcb609100a400155903e6
1073742336,512,82,23.7606,8.1598,-1.8057,1ac4110dbffbca60d100a400155903e5
1073742337,513,240,14.1143,10.2856,-1.0669,e5a136204ec263f6e10f258344088c00
1073742340,516,392,21.9088,-2.4135,-2.5277,4cc34f0688151800b208afc63a75708d
1073742341,517,519,20.3747,5.8396,0.1840,90a4660d103a40015590398665935b04
1073742343,519,652,9.8163,11.5778,-1.1508,f3b8396fbcde58344108c00590391a80
1073742344,520,804,9.4155,14.6483,-2.8047,b2fa05b1e73af06941d1251a998fffff
1073742336,512,82,23.7192,8.1737,-1.8477,1ac4110dbffbca60d100a400155903e5
1073742336,512,82,23.7192,8.1737,-1.8477,1afb4d13bfe3ca611100a400155903e4
1073742337,513,240,14.0590,10.3134,-1.0501,e5a336284ec213f6e10f218444088c00
1073742340,516,392,21.9502,-2.4135,-2.5277,b9c35f0888151800b208af463675708a
1073742341,517,519,20.3609,5.8396,0.1840,fb240611103a40015590397e65b35984
1073742343,519,652,9.7749,11.5917,-1.1676,f5fe39afc8de5844410880640e45a00c
1073742344,520,798,9.4017,14.6067,-2.7964,bea611283a24a35441fffffffff97540
1073742336,512,82,23.6777,8.1737,-1.8980,1afb4d13bfe3ca611100a400155903e4
1073742336,512,82,23.6777,8.1737,-1.8980,1b24b919bfd3ca615100a400155903e4
1073742337,513,240,14.0038,10.3273,-1.0417,25a736304ec1e3f2e10f218544088c00
1073742340,516,392,21.9779,-2.4135,-2.5277,26c35f0a88151800b208aec632757081
1073742341,517,519,20.3471,5.8257,0.1840,5ce3c615103a40015590397265f35804
1073742343,519,652,9.7472,11.6056,-1.1928,f8443a3006de58544108c00590390e7f
1073742344,520,804,9.3879,14.5511,-2.7880,d2fb05b1e73ab0a941d1251aaaafffff
1073742336,512,82,23.6363,8.1876,-1.9484,1b24b919bfd3ca615100a400155903e4
1073742336,512,82,23.6363,8.1876,-1.9484,1b49891fbfc3ca619100a400155903e3
1073742337,513,240,13.9623,10.3551,-1.0333,25a936384ec1a3eee10f218644088c00
1073742340,516,392,22.0193,-2.4274,-2.5109,16b3530c88151800b208ae462e7570b0
1073742341,517,519,20.3333,5.8118,0.1840,0c838e19103a40015590396666135684
1073742343,519,652,9.7058,11.6333,-1.2180,fa8a3ab04ade9864410880640e429fdc
1073742344,520,798,9.3603,14.5094,-2.7796,bf0619283a24a35665fffffffff97880
1073742336,512,82,23.5948,8.1876,-2.0072,1b49891fbfc3ca619100a400155903e3
1073742336,512,220,23.5948,8.1876,-2.0072,2586da7149afeef29874402900055640
1073742337,513,378,13.9070,10.3690,-1.0249,f8996acd9013b058fbb843c761d10223
1073742340,516,530,22.0608,-2.4274,-2.5109,02333cd9c3a20546002c822b918a9d5c
1073742341,517,657,20.3195,5.7979,0.1840,2d7bd0db87440e900055640e57998cd5
1073742343,519,790,9.6643,11.6472,-1.2432,413f33cecc2437b61d10422019039067
1073742344,520,936,9.3464,14.4677,-2.7628,f12fc9874a0e8928d5dd7ffffffffe5e
1073742336,512,220,23.5533,8.2015,-2.0659,2586da7149afeef29874402900055640
1073742336,512,82,23.5533,8.2015,-2.0659,1b80c92dbfabca621100a400155903e1
1073742337,513,240,13.8656,10.3829,-1.0165,65af36484ec123eae10f1d8844088c00
1073742340,516,392,22.1022,-2.4413,-2.5025,03136f1088151800b208adc62a757084
1073742341,517,519,20.3195,5.7840,0.1840,17227621103a40015590395266735384
1073742343,519,652,9.6367,11.6611,-1.2684,ff143bb0daded8844108c0059039027e
1073742344,520,804,9.3326,14.4260,-2.7544,b2fd05b6733ab10941d1251ac42fffff
1073742336,512,82,23.5119,8.2154,-2.1247,1b80c92dbfabca621100a400155903e1
1073742336,512,82,23.5119,8.2154,-2.1247,1b69d132bfa3ca625100a400155903e0
1073742337,513,240,13.8103,10.4107,-1.0081,a5b136504ec0e3eae10f198944088c00
1073742340,516,392,22.1437,-2.4413,-2.4857,4b73771288151800b208adc62a75701f
1073742341,517,519,20.3056,5.7840,0.1840,82814625103a40015590394a66935185
1073742343,519,652,9.5952,11.6889,-1.2936,01593c3128df18944108c0059038fa7e
1073742344,520,804,9.3188,14.3843,-2.7460,32fd05b2fc3b312941d1251acccfffff
1073742336,512,82,23.4566,8.2293,-2.1919,1b69d132bfa3ca625100a400155903e0
1073742336,512,82,23.4566,8.2293,-2.1919,1b8ea138bf93ca629100a400155903df
1073742337,513,240,13.7688,10.4246,-0.9997,a5b536504ec0a3eae10f198a44088c00
1073742340,516,392,22.1852,-2.4552,-2.4773,cad38b1488151800b208ae462a75701f
1073742341,517,519,20.3056,5.7840,0.1840,8281c629103a40015590393e66b35005
1073742343,519,652,9.5676,11.7028,-1.3271,039e3cb17adf58a44108c0059038f67d
1073742344,520,804,9.2912,14.3288,-2.7460,d2fd85b6613b314941d1251ad54fffff
1073742336,512,82,23.4151,8.2571,-2.2590,1b8ea138bf93ca629100a400155903df
1073742336,512,82,23.4151,8.2571,-2.2590,1baa3d3ebf8bca62d100a400155903de
1073742337,513,240,13.7135,10.4524,-0.9997,a5b736504ec063eae10f158b44088c00
1073742340,516,392,22.2266,-2.4691,-2.4689,00d3871688151800b208aec62e75701f
1073742341,517,519,20.3195,5.7840,0.1840,82823e2d103a40015590393266f34e05
1073742343,519,652,9.5261,11.7167,-1.3523,05e33d31d0df98b44108c0059038ee7d
1073742344,520,804,9.2773,14.2871,-2.7376,72fd05a3f33b316941d1251addcfffff
1073742336,512,82,23.3737,8.2710,-2.3262,1baa3d3ebf8bca62d100a400155903de
1073742336,512,76,23.3737,8.2710,-2.3262,ecdb5031888052000aac81eef2dd9b28
1073742337,513,209,13.6583,10.4662,-0.9997,276011f370778ac6220446002c823d8f
1073742340,516,361,22.2681,-2.4968,-2.4605,35987802a499c98c440a940059862045
1073742341,517,500,20.3333,5.7979,0.1840,763173ab80fc1415f1800c01440e9000
1073742343,519,654,9.4846,11.7445,-1.3859,4209cf6c8ab8163110424001559038ea
1073742344,520,812,9.2497,14.2454,-2.7460,7d12fd058ada3978fd0358c4a0e8928d
1073742336,512,76,23.3184,8.2988,-2.4018,ecdb5031888052000aac81eef2dd9b28
1073742336,512,94,23.3184,8.2988,-2.4018,c3813e71ceebf6bca6340220148002ab
1073742337,513,259,13.6168,10.4940,-0.9997,fc7cdc1de231a88111800b208f7bcce6
1073742340,516,411,22.3095,-2.5107,-2.4437,1f00947c73e35102a40015590457a317
1073742341,517,544,20.3333,5.7979,0.1840,3ab80fc14192256f018d440e90005564
1073742343,519,702,9.4570,11.7584,-1.4195,0e4899d4d281abc08f8ca1b846351042
1073742344,520,860,9.2359,14.2037,-2.7460,fd85876638f9010358d4a0e8928d7777
1073742336,512,94,23.2769,8.3127,-2.4605,c3813e71ceebf6bca6340220148002ab
1073742336,512,88,23.2769,8.3127,-2.4605,e05041d3b2fd6f298e281100a4001559
1073742337,513,256,13.5615,10.5079,-0.9997,03dc25c136504ebfa3eae0ef118e4408
1073742340,516,414,22.3510,-2.5385,-2.4353,c4200f678e9ff53e1639102a40015590
1073742341,517,572,20.3471,5.7979,0.1840,457e3193ab80faee1c2254efd8e440e9
1073742343,519,730,9.4294,11.7862,-1.4531,201ad790facba3876391042400155903
1073742344,520,888,9.2083,14.1620,-2.7376,8da7c52fe0598973ab9070358e4a0e89
1073742336,512,88,23.2355,8.3405,-2.4605,e05041d3b2fd6f298e281100a4001559
1073742336,512,94,23.2355,8.3405,-2.4605,c38143534efbf2bca63d4220148002ab
1073742337,513,259,13.5201,10.5357,-0.9997,ec7d5c1de1b1e88112000aac823e8f30
1073742340,516,417,22.3786,-2.5524,-2.4186,9888017ec9d3fea7c2c7a20548002ab2
1073742341,517,575,20.3609,5.8118,0.1840,08b0463275701f5dc3e44a1deb1e881d
1073742343,519,733,9.3879,11.8001,-1.4867,a2c35ef61f99a6716c7a20848002ab20
1073742344,520,891,9.1806,14.1204,-2.7292,71acf7e5fd0b5a8875f26606b1e941d1
1073742336,512,94,23.1940,8.3683,-2.4605,c38143534efbf2bca63d4220148002ab
1073742336,512,88,23.1940,8.3683,-2.4605,e0517a33c2fb4f299025000c00088052
1073742337,513,281,13.4648,10.5496,-0.9997,24275f91f5707786c8220448002ab208
1073742340,516,439,22.4201,-2.5802,-2.4102,fbbcba6240041da757fa9f0b20881520
1073742341,517,597,20.3747,5.8118,0.1840,c07c5110f123772c8220748002ab2072
1073742343,519,755,9.3603,11.8279,-1.5286,04cfa6860d899c7f676dc7b208821200
1073742344,520,913,9.1668,14.0787,-2.7208,2d72e9dbcb081ac8250744946c223fff
1073742336,512,88,23.1525,8.3960,-2.4605,e0517a33c2fb4f299025000c00088052
1073742336,512,82,23.1525,8.3960,-2.4605,148c7cf3be5bca645100a400155903d9
1073742337,513,240,13.4095,10.5635,-1.0081,65c936484ebee3eae0ef099144089000
1073742340,516,398,22.4616,-2.6080,-2.3934,0884ceaff53e2645102a40015590458e
1073742341,517,556,20.4024,5.8257,0.1840,31d3ab80f656246236ecd91440e90005
1073742343,519,714,9.3188,11.8417,-1.5706,2ec100d08b9364510424001559038ca7
1073742344,520,872,9.1392,14.0370,-2.7208,b32ff8572c838b993031914a0e8928d8
1073742336,512,82,23.1111,8.4238,-2.4605,148c7cf3be5bca645100a400155903d9
1073742336,512,82,23.1111,8.4238,-2.4605,14ba6cf4bde3ca649100a400155903d8
1073742337,513,240,13.3680,10.5913,-1.0081,65cb36404ebea3eee0ef059244089000
1073742340,516,398,22.4892,-2.6358,-2.3850,08ce4eaff53e2649102a400155904596
1073742341,517,556,20.4162,5.8396,0.1840,31d3ab80eada26a226eb592440e90005
1073742343,519,714,9.2912,11.8695,-1.6042,45b502d24b9864910424001559038c27
1073742344,520,872,9.1253,13.9953,-2.7040,af3000590a938f9c7031924a0e8928d8
1073742336,512,82,23.0696,8.4516,-2.4605,14ba6cf4bde3ca649100a400155903d8
1073742336,512,82,23.0696,8.4516,-2.4605,14ecf4f6bd6bca64d100a400155903d7
1073742337,513,240,13.3128,10.6052,-1.0165,a5cf36384eac03eee12f019344089000
1073742340,516,398,22.5307,-2.6636,-2.3682,09614eaff53e264d102a40015590459e
1073742341,517,556,20.4438,5.8396,0.1840,31f3ab80e9b4296216e9993440e90005
1073742343,519,714,9.2635,11.8834,-1.6462,613904d41b9d64d10424001559038be7
1073742344,520,872,9.0977,13.9675,-2.6956,a930105a9e738b9ff02d934a0e8928d9
1073742336,512,82,23.0282,8.4933,-2.4605,14ecf4f6bd6bca64d100a400155903d7
1073742336,512,82,23.0282,8.4933,-2.4605,1511b4f6bcebca651100a400155903d6
1073742337,513,240,13.2713,10.6330,-1.0249,a5d136304e74a3f2e2aee59444089000
1073742340,516,398,22.5721,-2.6914,-2.3598,09614eaff53e2651102a4001559045a6
1073742341,517,556,20.4715,5.8534,0.1840,3213ab80dac62ba20ae8594440e90005
1073742343,519,714,9.2221,11.9112,-1.6965,783106d5fba265110424001559038ba7
1073742344,520,872,9.0839,13.9258,-2.6788,a330185c445393a3702d944a0e8928d9
1073742336,512,82,22.9867,8.5211,-2.4605,1511b4f6bcebca651100a400155903d6
1073742336,512,82,22.9867,8.5211,-2.4605,153fa4f4bc63cb655100a400155903d5
1073742337,513,240,13.2160,10.6469,-1.0333,a5d336204e4fa3f6e42ecd9544089000
1073742340,516,398,22.5998,-2.7191,-2.3430,09aa8eaff53e2655102a4001559045ae
1073742341,517,556,20.4991,5.8673,0.1840,3213ab80d0702e2208e7d95440e90005
1073742343,519,714,9.1944,11.9251,-1.7385,8a8d08d7eba765510424001559038b67
1073742344,520,872,9.0701,13.8842,-2.6704,9d30205c55d38ba7302d954a0e8928d9
1073742336,512,82,22.9452,8.5628,-2.4605,153fa4f4bc63cb655100a400155903d5
1073742336,512,82,22.9452,8.5628,-2.4605,05a11cf2bb93cb659100a400155903d4
1073742337,513,240,13.1607,10.6608,-1.0501,e5d736184e1843f6e5cead9644089000
1073742340,516,398,22.6412,-2.7469,-2.3346,09f40eaff53e2659102a4001559045b6
1073742341,517,556,20.5268,5.8673,0.1840,3233ab80c2a830a208e7996440e90005
1073742343,519,714,9.1668,11.9529,-1.7805,9ce90ad9ebad65910424001559038b27
1073742344,520,872,9.0562,13.8425,-2.6620,9530205ce8038bab302d964a0e8928d9
1073742336,512,82,22.9176,8.6045,-2.4605,05a11cf2bb93cb659100a400155903d4
1073742336,512,82,22.9176,8.6045,-2.4605,05d83cf4babbcc65d100a6001559e7b0
1073742337,513,252,13.1193,10.6885,-1.0585,3d3e5d936084df343fee70e959770a3d
1073742340,516,522,22.6827,-2.7747,-2.3262,a9f132e88151800b208b846467570179
1073742341,517,643,20.5544,5.8812,0.1840,d465e5d103a4001559038c269333086e
1073742343,519,776,9.1392,11.9807,-1.8309,cf74336feec9974410900055640e2c9e
1073742344,520,934,9.0424,13.7869,-2.6620,3cc08174794deebcc0b65d283a24a368
1073742336,512,82,22.8900,8.6461,-2.4605,05d83cf4babbcc65d100a6001559e7b0
1073742336,512,82,22.8900,8.6461,-2.4605,06062cf6b9d3cc661100a400155903d2
1073742337,513,240,13.0640,10.7024,-1.0753,e5db35f84de0a3fee72e919844089000
1073742340,516,398,22.7103,-2.8025,-2.3094,09aa8eaff5be2661102a30016411738c
1073742341,517,550,20.5959,5.8812,0.1840,8ceae02e148d3cc220748002ab207174
1073742343,519,683,9.0977,11.9946,-1.8812,d2e65b0de31c876f09dbb3088211800b
1073742344,520,835,9.0424,13.7452,-2.6620,7057661283a24a36999fffffffff995c
1073742336,512,82,22.8485,8.6878,-2.4605,06062cf6b9d3cc661100a400155903d2
1073742336,512,82,22.8485,8.6878,-2.4605,06341cf7b8dbcd665100a400155903d2
1073742337,513,240,13.0087,10.7163,-1.0921,25dd35e84dce0402e72e8d9944089000
1073742340,516,398,22.7518,-2.8303,-2.3010,09f40eaff5be3665102a30016411768c
1073742341,517,550,20.6373,5.8812,0.1840,8ceae02ea78dacca20748002ab207164
1073742343,519,683,9.0701,12.0224,-1.9316,d366570a8aa279f019deb3288212800b
1073742344,520,847,9.0286,13.7313,-2.6452,b0b0659e640250744946d553ffffffff
1073742336,512,82,22.8209,8.7295,-2.4605,06341cf7b8dbcd665100a400155903d2
1073742336,512,166,22.8209,8.7295,-2.4605,0cc38066b3cf6b7dbce669100a400155
1073742337,513,324,12.9673,10.7302,-1.1089,dc406e72e8d9a440890005564121178d
1073742340,516,482,22.7932,-2.8581,-2.2842,4c6400a3d8eaff5be3669102a3001641
1073742341,517,634,20.6788,5.8812,0.1840,1798c94eae02ef10dacd220748002ab2
1073742343,519,767,9.0424,12.0502,-1.9652,07154d3e6550a8cee74712de13348821
1073742344,520,925,9.0148,13.7035,-2.6284,8282ce3014d9a281283a24a36bb9ffff
1073742336,512,166,22.7932,8.7712,-2.4605,0cc38066b3cf6b7dbce669100a400155
1073742336,512,82,22.7932,8.7712,-2.4605,068234f9b6cbce66d100a400155903d0
1073742337,513,240,12.9120,10.7441,-1.1257,25e135c04dcd840ae70e899b44088c05
1073742340,516,392,22.8209,-2.8859,-2.2758,b7c6cda20546002c822f91929d5c059d
1073742341,517,513,20.7202,5.8951,0.1840,d1b39b440e900055640e289a8cca6152
1073742343,519,646,9.0148,12.0779,-1.9820,c38dde47bc766d10423001640e289e0c
1073742344,520,798,9.0010,13.6896,-2.6117,c161630b8b0cda50744946d993ffffff
1073742336,512,82,22.7656,8.8129,-2.4605,068234f9b6cbce66d100a400155903d0
1073742336,512,82,22.7656,8.8129,-2.4605,06b024f9b5abce671100a400155903cf
1073742337,513,240,12.8567,10.7580,-1.1508,25e535b04dcd440ee70e859c44088c05
1073742340,516,392,22.8623,-2.9137,-2.2590,b7c6ce22054602ac822ff1929d5c8823
1073742341,517,513,20.7617,5.8951,0.1840,9e671103a40015590389a6a7329015da
1073742343,519,640,8.9871,12.1057,-1.9988,0389a6a7329015dae3539a6f359c4410
1073742344,520,792,8.9871,13.6619,-2.6033,60589d428f38941d1251b6eeffffffff
1073742336,512,82,22.7518,8.8684,-2.4605,06b024f9b5abce671100a400155903cf
1073742336,512,82,22.7518,8.8684,-2.4605,06d97cf8b483cf675100a5001559ec0f
1073742337,513,246,12.8014,10.7858,-1.1676,39979cd661377d905b9bba167590b9e7
1073742340,516,465,22.9038,-2.9415,-2.2506,ff5be3675102a30156411828c94eae44
1073742341,517,586,20.8032,5.8951,0.1840,15cf33a881d2000aac81c4935599400a
1073742343,519,713,8.9595,12.1335,-2.0072,e4419dd187a4cea20846002c81c4d3be
1073742344,520,865,8.9733,13.6480,-2.5949,98481913c1fd9d4a0e8928dbbb7fffff
1073742336,512,82,22.7241,8.9101,-2.4605,06d97cf8b483cf675100a5001559ec0f
