# filmdec_pos_rosetta records=54799
eid,slot,bitCursor,x,y,z,sighex
1073742341,517,351,-3.5614,16.1211,-1.2180,6b03f688191800b2054c50ea6b000db5
1073742342,518,447,-3.6581,15.3569,-1.2180,054c50ea6b000db586b7ed283a24a37d
1073742336,512,134,43.0256,8.6322,0.5031,10223001640a8fa4e4d6003186817fda
1073742336,512,70,43.0256,8.6322,0.5031,10223001640a90a4e4d6003186823fe2
1073742340,516,166,-3.7410,16.7046,-1.2180,e4d6003186823fe220544032054ed1ca
1073742341,517,287,-3.5475,16.1211,-1.2180,6b03f888191800b2054dd0e66b000dda
1073742342,518,383,-3.6166,15.3430,-1.2180,054dd0e66b000dda46fff1283a24a37e
1073742336,512,70,42.9841,8.6461,0.5031,10223001640a90a4e4d6003186823fe2
1073742336,512,76,42.9841,8.6461,0.5031,cab136bfa88111800b2054852726b001
1073742340,516,203,-3.7272,16.7046,-1.2180,8c3422ff5102a201902a7a8e53581fd4
1073742341,517,324,-3.5475,16.1211,-1.2180,40c8c005902a7a87135800711e3b3fa9
1073742342,518,420,-3.5752,15.3291,-1.2180,135800711e3b3fa941d1251bffefffff
1073742336,512,76,42.9427,8.6600,0.5031,cab136bfa88111800b2054852726b001
1073742336,512,76,42.9427,8.6600,0.5031,c2a736ffc88111800b20548d2726b001
1073742340,516,203,-3.7272,16.7046,-1.2180,8c342d7f9102a201902a7a8e53581fe4
1073742341,517,324,-3.5337,16.1211,-1.2180,40c8c005902a8a86f35800711e3a7fc9
1073742342,518,420,-3.5337,15.3153,-1.2180,f35800711e3a7fc941d1251c088fffff
1073742336,512,76,42.9012,8.6600,0.5031,c2a736ffc88111800b20548d2726b001
1073742336,512,76,42.9012,8.6600,0.5031,b05936ffe88050eab002dde00fc2fe20
1073742340,516,285,-3.7134,16.7046,-1.2180,ac00630d0cfff440a880640a9ea394d6
1073742341,517,406,-3.5337,16.1211,-1.2180,07fd10323001640aa5a1b4d6001c478e
1073742342,518,502,-3.4784,15.3013,-1.2180,a5a1b4d6001c478eaffa507449470443
1073742336,512,76,42.8598,8.6600,0.5031,b05936ffe88050eab002dde00fc2fe20
1073742336,512,76,42.8598,8.6600,0.5031,a4d937a00880512acc50200200881118
1073742340,516,271,-3.6996,16.7185,-1.2180,1753c39c01102a201902a7e8e5358100
1073742341,517,392,-3.5337,16.1211,-1.2180,440c880640aa8a1acd60401283a24a38
1073742342,518,482,-3.4370,15.2875,-1.2180,cd60401283a24a38331fffffffff2204
1073742336,512,76,42.8045,8.6600,0.5115,a4d937a00880512acc50200200881118
1073742336,512,76,42.8045,8.6600,0.5115,a16737a02880512acc4fe00202881120
