col,lig,centre_x,centre_y,kills_depuis,morts_dedans,portee_mediane_m,denivele_median_m,matchs_kills,matchs_presence,matchs_distincts,occupation_gagnants_ms,occupation_perdants_ms,dir_sortante_cos,dir_sortante_sin,dir_sortante_n,dir_entrante_cos,dir_entrante_sin,dir_entrante_n,kills_ponderes,morts_ponderees,kills_rang_connu,morts_rang_connu,kills_tueur_fort,morts_tueur_fort
-455,-218,-227.250,-108.750,0,0,0.000,0.000,0,1,1,100.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-47,-4,-23.250,-1.750,1,0,1.307,-0.725,1,0,1,0.000,0.000,0.230,-0.973,1,0.000,0.000,0,1.412,0.000,1,0,1,0
-47,-1,-23.250,-0.250,0,0,0.000,0.000,0,1,1,0.000,300.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-47,0,-23.250,0.250,0,0,0.000,0.000,0,3,3,0.000,2200.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-47,3,-23.250,1.750,0,1,0.000,0.000,1,0,1,0.000,0.000,0.000,0.000,0,0.805,-0.593,1,0.000,1.000,0,0,0,0
-46,-6,-22.750,-2.750,0,1,0.000,0.000,1,0,1,0.000,0.000,0.000,0.000,0,-0.539,0.842,1,0.000,1.412,0,1,0,1
-46,-4,-22.750,-1.750,0,1,0.000,0.000,1,0,1,0.000,0.000,0.000,0.000,0,0.981,-0.196,1,0.000,1.447,0,1,0,1
-46,-3,-22.750,-1.250,1,0,11.561,-0.771,1,0,1,0.000,0.000,0.979,0.202,1,0.000,0.000,0,1.500,0.000,1,0,1,0
-46,-2,-22.750,-0.750,0,0,0.000,0.000,0,3,3,22400.000,45100.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-46,-1,-22.750,-0.250,0,0,0.000,0.000,0,2,2,0.000,900.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
