chunk	packet	t_us	slot	mask	state	round	rt_a	rt_b	rt_qa	rt_qb	rt_tail	sd_a	sd_b	sd_c	grace_a	grace_b	grace_c	cond
23	584	7276818729	7168	i7											17974	4105	17	
23	588	7276851903	7168	i6								50741	36849	18				
23	1912	7287895261	7168	i5|i55|i57|i60			2309.671	34445.109	4205	62704	8							
24	162	7293302366	364	i5			2799.127	18002.473	5096	32772	7							
24	636	7297254772	7168	i7											1739	61297	11	
24	678	7297606334	7168	i6								50965	44909	13				
24	1036	7300591160	7168	i7											50801	20385	4	
24	1050	7300708998	7168	i4|i32														
24	1052	7300725365	7168	i5			27910.795	2204.199	50809	4013	5							
24	1052	7300725365	7168	i4|i32														
24	1078	7300941989	7168	i2	4													
24	1428	7303862722	7168	i3|i8|i29														555
25	118	7312938242	7168	i5			18848.445	19242.316	34312	35029	4							
25	120	7312956171	7168	i5			9962.432	2030.610	18136	3697	0							
25	1146	7321512837	7168	i8														125
25	1148	7321529257	7168	i8														125
25	1230	7322214040	7168	i2|i20|i58	7													
25	1232	7322231070	7168	i2|i20	5													
25	1234	7322247987	7168	i2	3													
25	1238	7322280392	7168	i2|i52|i55|i56	4													
25	1240	7322296826	7168	i2|i52|i55|i56	4													
25	1242	7322313601	7168	i2|i52|i55|i56	4													
25	1298	7322780914	7168	i2	0													
25	1362	7323314372	7168	i2	7													
25	1420	7323798241	7168	i2|i10|i24|i62	0													
25	1422	7323816002	7168	i2|i13|i24	7													
25	1424	7323833022	7168	i2|i14	3													
25	1426	7323849121	7168	i2	1													
25	1922	7327985805	182	i8														951
26	132	7333057636	7168	i8														794
26	154	7333241086	7168	i6								1642	20265	24				
26	160	7333291226	7168	i5			10063.509	19264.291	18320	35069	3							
26	208	7333692354	7168	i8|i61														272
26	344	7334825966	7168	i5|i56			8633.045	19203.863	15716	34959	26							
26	1682	7345987312	7168	i7											34708	44517	24	
26	1698	7346121987	7168	i5			19073.672	15383.800	34722	28005	25							
27	410	7355380497	182	i8														883
27	682	7357649839	7168	i6								50936	35093	4				
27	718	7357949509	7168	i2	2													
27	876	7359267546	7168	i5			1004.456	15333.262	1829	27913	27							
27	2160	7369979525	7168	i6								42924	2207	26				
27	2284	7371012885	7168	i6								50804	37041	19				
27	2292	7371080058	7168	i5			27906.949	11349.497	50802	20661	20							
27	2386	7371864704	7168	i6								34720	35081	5				
28	1962	7388331023	7168	i7											50852	36961	21	
29	1390	7403563523	7168	i5|i52			31446.852	4821.772	57246	8778	8							
29	1554	7404931924	182	i8														859
29	1564	7405014435	182	i8														867
29	1624	7405514943	7168	i8|i61														971
29	1636	7405614664	7168	i6								51054	35101	3				
29	1638	7405631421	7168	i6								34672	35101	3				
29	1654	7405765822	7168	i4														
29	2048	7409053285	7168	i2	4													
29	2218	7410470215	182	i8														123
29	2220	7410486567	182	i8														123
30	662	7417493859	7168	i7											34558	35117	2	
30	812	7418746606	7168	i7											10675	61080	3	
31	484	7436015211	182	i8														895
32	414	7455436340	182	i6								9428	32770	21				
32	932	7459756299	7168	i2	2													
32	1518	7464645106	7168	i8														540
32	1788	7466897305	7168	i8														123
32	1790	7466913726	7168	i8														123
32	2022	7468849385	7168	i8														122
32	2024	7468865440	7168	i8														122
32	2026	7468882251	7168	i8														122
32	2028	7468898976	7168	i8														122
32	2030	7468915740	7168	i8														122
32	2032	7468932454	7168	i8														122
32	2034	7468949072	7168	i8														122
32	2036	7468965893	7168	i8														122
32	2038	7468982390	7168	i8														122
32	2040	7468999174	7168	i8														123
32	2042	7469015689	7168	i8														123
32	2044	7469032186	7168	i8														123
32	2046	7469048857	7168	i8														123
32	2048	7469065772	7168	i8														123
33	358	7474971449	7168	i8														282
33	360	7474988311	7168	i8														26
33	362	7475005057	7168	i7											50873	3133	30	
33	370	7475071728	182	i4|i5|i12		16	20250.344	9287.850	36864	16908	8							
33	426	7475539206	7168	i7											50732	51326	13	
33	444	7475689867	7168	i5			18878.109	19281.869	34366	35101	3							
33	1534	7484782842	182	i8														510
33	1976	7488468222	182	i8														875
33	2178	7490153440	182	i8|i37														82
33	2210	7490421670	182	i8|i37														82
34	718	7497977818	7168	i7											48865	12160	26	
34	1238	7502316132	182	i8														91
34	1340	7503166516	7168	i7											50972	35141	4	
34	1362	7503350897	7168	i5			1011.597	19303.842	1842	35141	2							
34	1498	7504484942	7168	i6								1707	44777	27				
34	1536	7504801653	7168	i8														287
34	1550	7504918802	7168	i2	0													
34	1552	7504935658	7168	i6								18416	35141	4				
34	1632	7505602523	7168	i2|i9|i17|i18	0													
34	1770	7506753586	182	i8														791
34	2082	7509356317	7168	i5			27853.664	20222.328	50705	36813	0							
34	2086	7509389250	7168	i5			9847.071	19303.842	17926	35141	5							
34	2118	7509656863	7168	i6								18374	45337	2				
34	2120	7509673831	7168	i6								1988	28949	2				
34	2122	7509689787	7168	i5			28092.623	33907.312	51140	61725	2							
34	2124	7509706292	7168	i5			19091.801	33907.312	34755	61725	2							
34	2126	7509723126	7168	i5			10091.524	6908.688	18371	12577	2							
34	2128	7509740346	7168	i5			1090.701	24909.238	1986	45345	3							
34	2260	7510840802	7168	i6								17930	28929	11				
34	2306	7511224476	364	i7											29420	1814	18	
34	2340	7511507885	7168	i6								17942	53429	16				
35	70	7512576016	182	i8														639
35	210	7513745939	7168	i2	1													
35	294	7514445985	7168	i8														68
35	1454	7524121925	182	i2	4													
35	1582	7525190314	7168	i7|i9|i26|i28											38592	2074	12	
35	2152	7529944045	7168	i7|i9|i26|i28											38592	2074	20	
35	2382	7531863057	7168	i6								18060	35157	5				
36	16	7532129013	7168	i2	2													
36	18	7532145924	7168	i2	0													
36	42	7532346119	7168	i4														
36	44	7532362875	7168	i4														
36	264	7534198799	182	i8|i47														256
36	1558	7544992593	7168	i7|i58											14018	49173	20	
36	2016	7548813052	7168	i7|i9|i26|i28											38592	2074	28	
36	2216	7550480800	7168	i8														29
36	2218	7550497772	7168	i7											51186	3693	20	
36	2300	7551181150	7168	i8														542
36	2346	7551565157	7168	i6								34791	61201	28				
36	2354	7551632373	7168	i5			19114.322	6669.179	34796	12141	28							
37	706	7557892047	7168	i7|i9|i26|i28											38592	2075	28	
37	1098	7561158341	7168	i6								51006	21881	4				
37	1592	7565278696	7168	i8														543
37	1594	7565295286	7168	i8														287
37	1596	7565312715	7168	i8														31
37	1598	7565329781	7168	i7											51197	61613	3	
37	1756	7566646701	7168	i8														25
37	1838	7567332766	182	i8														559
37	2264	7570885240	7168	i8|i63														306
38	60	7572503739	7168	i2	6													
38	2368	7591757532	7168	i4														
39	128	7593074262	7168	i5			19091.250	11334.116	34754	20633	19							
39	130	7593090833	7168	i5			10091.524	11325.327	18371	20617	19							
39	134	7593122958	7168	i4														
39	136	7593140274	7168	i4														
39	138	7593156699	7168	i4		17												
39	140	7593173233	7168	i4		1												
39	926	7599730168	7168	i6								9216	7732	8				
39	986	7600230136	7168	i2	6													
39	1104	7601213610	182	i5			20990.295	23062.930	38211	41984	2							
