chunk	packet	t_us	slot	mask	state	round	rt_a	rt_b	rt_qa	rt_qb	rt_tail	sd_a	sd_b	sd_c	grace_a	grace_b	grace_c	cond
1	8	4212731567	1536	i0|i2|i19|i35|i48	5													
3	120	4253665382	1536	i0|i1|i2|i3	4													
3	122	4253682039	1536	i0|i1|i2|i3|i19	5													
3	124	4253698834	1536	i0|i1|i2|i3	6													
3	126	4253715495	1536	i0|i1|i2|i3	7													
3	128	4253735751	1536	i0|i1|i2|i3	4													
3	130	4253749030	1536	i0|i1|i2|i3	4													
3	132	4253765525	1536	i0|i1|i2|i3	4													
3	134	4253782108	1536	i0|i1|i2|i3	4													
3	136	4253798666	1536	i0|i1|i2|i3	4													
3	138	4253815468	1536	i0|i1|i2|i3	6													
3	140	4253832078	1536	i0|i1|i2|i3	1													
3	142	4253848685	1536	i0|i1|i2|i3	3													
3	144	4253865398	1536	i0|i1|i2	0													
3	146	4253882076	1536	i0|i1|i2	0													
3	148	4253898789	1536	i0|i1|i2	0													
3	150	4253915571	1536	i0|i1|i2	0													
3	152	4253932127	1536	i0|i1|i2	0													
3	154	4253948968	1536	i0|i1|i2	0													
3	156	4253965598	1536	i0|i1|i2	0													
3	158	4253982302	1536	i0|i1|i2	0													
3	160	4253998945	1536	i0|i1|i2	0													
3	162	4254015617	1536	i0|i1|i2	0													
3	164	4254032235	1536	i0|i1|i2|i3	6													
3	166	4254048895	1536	i0|i1|i2|i3	4													
3	168	4254065645	1536	i0|i1|i2|i3	4													
3	170	4254082343	1536	i0|i1|i2|i3	4													
3	172	4254098969	1536	i0|i1|i2|i3	4													
3	174	4254115638	1536	i0|i1|i2|i3	7													
3	176	4254132548	1536	i0|i1|i2|i3	3													
3	178	4254149062	1536	i0|i1|i2|i3	5													
3	180	4254166766	1536	i0|i1|i2|i3	6													
3	182	4254183508	1536	i0|i1|i2|i3	7													
3	184	4254199841	1536	i0|i1|i2|i3	7													
3	186	4254216063	1536	i0|i1|i2|i3	0													
3	188	4254232666	1536	i0|i1|i2|i3	0													
3	190	4254249329	1536	i0|i1|i2|i3	0													
3	192	4254266080	1536	i0|i1|i2|i3	3													
3	194	4254282813	1536	i0|i1|i2|i3	5													
3	196	4254299472	1536	i0|i1|i2|i3	1													
3	198	4254316140	1536	i0|i1|i2|i3	1													
3	200	4254332683	1536	i0|i1|i2|i3	1													
3	204	4254366031	1536	i0|i1|i2|i3	1													
3	206	4254382741	1536	i0|i1|i2|i3	1													
3	208	4254399403	1536	i0|i1|i2|i3	6													
3	210	4254416006	1536	i0|i1|i2|i3	2													
3	212	4254433003	1536	i0|i1|i2|i3	7													
3	214	4254449322	1536	i0|i1|i2|i3	3													
3	216	4254466103	1536	i0|i1|i2|i3	7													
3	218	4254482689	1536	i0|i1|i2|i3	0													
3	222	4254516318	1536	i1|i2|i3	0													
3	2246	4271399772	364	i2|i20	4													
4	526	4277055451	1536	i2|i5	0		4332.866	18210.670	7888	33151	2							
4	1284	4283378590	182	i8														876
4	1896	4288483437	364	i2|i52	5													
5	578	4297492676	182	i4|i16		22												
5	1586	4305901673	3608	i8|i15														288
5	2282	4311723938	1536	i6								2200	27523	31				
6	576	4317490242	1536	i4|i55|i57|i60		4												
6	658	4318173933	182	i8|i15														296
6	748	4318924677	364	i5			18158.482	9436.170	33056	17178	17							
6	1572	4325798330	182	i8														750
6	2202	4331053743	182	i8														764
6	2258	4331520583	3608	i8|i18														288
6	2266	4331587490	3608	i8|i18														288
6	2298	4331854515	1536	i8|i32														200
6	2310	4331954677	1536	i7|i36											12823	751	28	
6	2330	4332121408	1536	i4|i6|i36		17						2085	17	10				
6	2332	4332137930	1536	i2|i6|i37	2							8452	40962	5				
6	2392	4332638520	1536	i6|i7								3344	33360	0	8874	51234	8	
7	56	4333155885	1536	i8														96
7	60	4333189327	1536	i4		6												
7	62	4333205953	1536	i2	0													
7	332	4335458546	364	i4|i20		16												
7	1326	4343750181	1536	i4														
7	1356	4344000058	364	i4|i36														
7	1472	4344968398	1536	i5			25176.215	26932.432	45831	49028	3							
7	1868	4348271127	364	i5|i36			22501.512	6000.641	40962	10924	16							
7	2098	4350190082	1536	i4|i6|i42								28141	57156	5				
7	2100	4350206628	1536	i2|i6|i39	4							46999	33040	22				
7	2102	4350223235	1536	i0|i6|i36								34858	44161	29				
7	2230	4351290948	182	i8														875
7	2254	4351490980	364	i2|i14	0													
8	516	4356996229	182	i8														870
8	1738	4367191020	1536	i6								2078	60458	7				
8	2078	4370026420	3608	i8|i17														272
9	2240	4391381086	3608	i8|i30														280
10	1108	4401941412	3608	i4		0												
10	1330	4403793033	182	i8|i23														280
10	2174	4410834097	1536	i8														58
10	2176	4410851361	1536	i8														58
10	2354	4412335396	364	i7|i52											40962	10924	16	
11	508	4416939792	3608	i8|i34														288
11	614	4417824124	182	i8														787
11	1048	4421444632	1536	i7											3657	48972	1	
11	1452	4424814636	182	i8														598
11	1492	4425149482	364	i5|i52			13501.235	28144.262	24578	51234	21							
11	2004	4429420061	364	i8|i52														640
11	2082	4430070496	364	i4|i27|i34		17												
13	308	4455278540	1536	i5			2417.890	9000.549	4402	16385	10							
