at_us	slot	gen	instance	famille	global_id	de	vers
871460063	1600	1	0	grenade_frag	0xbcabbe43	234	32
908479907	1600	1	0	grenade_frag	0xbcabbe43	243	239
911165586	1600	1	0	grenade_frag	0xbcabbe43	251	245
