slot	gen	instance	global_id	famille	t0_us	t1_us	lectures	lectures_i27	min_i27	max_i27	lectures_i26	decroissances_i27
1551	1	0	0x273fe0eb	grapple	408342587	408642182	2	0	0	0	1	0
1557	1	0	0xbcabbe43	grenade_frag	409947468	412845840	1	0	0	0	1	0
1559	1	0	0xbcabbe43	grenade_frag	409947468	412862943	2	1	3	3	1	0
1564	1	0	0xbcabbe43	grenade_frag	412816637	417716174	1	0	0	0	1	0
1567	1	0	0x273fe0eb	grapple	412816637	412862943	2	1	244	244	1	0
1570	1	0	0x273fe0eb	grapple	414416439	415097046	2	0	0	0	2	0
1598	1	0	0xbcabbe43	grenade_frag	429181628	442875335	1	0	0	0	1	0
1600	1	0	0xbcabbe43	grenade_frag	429181628	442942263	23	20	15	251	3	3
1604	1	0	0xbcabbe43	grenade_frag	431100420	434683428	2	0	0	0	2	0
1606	1	0	0xbcabbe43	grenade_frag	431100420	433982869	1	0	0	0	1	0
1615	1	0	0xbcabbe43	grenade_frag	437890784	443108677	1	0	0	0	1	0
1617	1	0	0xbcabbe43	grenade_frag	437890784	442524790	2	1	7	7	1	0
1623	1	0	0xbcabbe43	grenade_frag	438474935	445010392	1	0	0	0	1	0
1624	1	0	0x273fe0eb	grapple	438474935	438521143	1	0	0	0	1	0
1661	1	0	0xbcabbe43	grenade_frag	458144761	460692843	1	0	0	0	1	0
1663	1	0	0xbcabbe43	grenade_frag	458144761	460759924	1	0	0	0	1	0
1669	1	0	0xbcabbe43	grenade_frag	459230288	464146561	1	0	0	0	1	0
1671	1	0	0xbcabbe43	grenade_frag	459230288	463963038	2	0	0	0	2	0
1672	1	0	0x7ca85adc	repulsor	459230288	461076689	0	0	0	0	0	0
1682	1	0	0xbcabbe43	grenade_frag	462397675	465731068	1	0	0	0	1	0
1684	1	0	0xbcabbe43	grenade_frag	462397675	465764656	1	0	0	0	1	0
1689	1	0	0xbcabbe43	grenade_frag	463750257	468200494	1	0	0	0	1	0
1691	1	0	0xbcabbe43	grenade_frag	463750257	468684227	1	0	0	0	1	0
1693	1	0	0xcaaadcb0	grenade_plasma	463750257	467066125	2	0	0	0	2	0
1695	1	0	0xcaaadcb0	grenade_plasma	463750257	467299658	1	0	0	0	1	0
1710	1	0	0xbcabbe43	grenade_frag	471390383	475658562	1	0	0	0	1	0
1712	1	0	0xbcabbe43	grenade_frag	471390383	476726498	1	0	0	0	1	0
1713	1	0	0x273fe0eb	grapple	471390383	474774410	3	1	79	79	2	0
1720	1	0	0xbcabbe43	grenade_frag	473076274	477459906	1	0	0	0	1	0
