slot	gen	instance	global_id	famille	t0_us	t1_us	lectures	lectures_i27	min_i27	max_i27	lectures_i26	decroissances_i27
1509	1	0	0x528fce46	wall	4550602717	4551203771	1	0	0	0	1	0
1514	1	0	0x0f5716ff	grenade_spike	4553208861	4554689890	1	0	0	0	1	0
1516	1	0	0x0f5716ff	grenade_spike	4553208861	4553739134	1	0	0	0	1	0
1517	1	0	0x72199cba	sensor	4553208861	4554906778	0	0	0	0	0	0
1525	1	0	0xaada07f3	grenade_dynamo	4561467320	4564083336	2	0	0	0	2	0
1527	1	0	0xaada07f3	grenade_dynamo	4561467320	4565200905	1	0	0	0	1	0
1528	1	0	0xeef5d48d	thruster	4561467320	4562915111	2	0	0	0	2	0
1532	1	0	0xbcabbe43	grenade_frag	4562350615	4565234276	1	0	0	0	1	0
1534	1	0	0xbcabbe43	grenade_frag	4562350615	4565250763	1	0	0	0	1	0
1535	1	0	0xeef5d48d	thruster	4562350615	4563599050	2	0	0	0	2	0
1539	1	0	0xcaaadcb0	grenade_plasma	4564553528	4567002396	1	0	0	0	1	0
1541	1	0	0xcaaadcb0	grenade_plasma	4564553528	4566635572	1	0	0	0	1	0
1542	1	0	0x8c77ffe7	grapple	4564553528	4566118191	2	0	0	0	2	0
1551	1	0	0xbcabbe43	grenade_frag	4570141777	4573108559	1	0	0	0	1	0
1553	1	0	0xbcabbe43	grenade_frag	4570141777	4573192119	2	0	0	0	2	0
1554	1	0	0xeef5d48d	thruster	4570141777	4571056485	2	0	0	0	2	0
1559	1	0	0xeef5d48d	thruster	4571523914	4572592018	1	0	0	0	1	0
1565	1	0	0x72199cba	sensor	4573192119	4575277306	0	0	0	0	0	0
1571	1	0	0xaada07f3	grenade_dynamo	4576482199	4578430713	1	0	0	0	1	0
1573	1	0	0xaada07f3	grenade_dynamo	4576482199	4578196501	1	0	0	0	1	0
1574	1	0	0x8c77ffe7	grapple	4576482199	4577379549	4	0	0	0	3	0
1581	1	0	0xbcabbe43	grenade_frag	4580837107	4583885326	2	1	233	233	1	0
1583	1	0	0xbcabbe43	grenade_frag	4580837107	4584052244	1	0	0	0	1	0
1584	1	0	0x72199cba	sensor	4580837107	4582851006	1	0	0	0	0	0
1593	1	0	0x0f5716ff	grenade_spike	4586858666	4587639530	2	1	151	151	1	0
1595	1	0	0x0f5716ff	grenade_spike	4586858666	4587605767	1	0	0	0	1	0
