at_us	slot	gen	instance	famille	global_id	de	vers
8075272670	2517	1	0	repair_field	0x32d97758	223	22
8156283075	2090	1	0	grenade_frag	0xbcabbe43	24	5
8196882748	1968	1	0	other	0x4396db42	225	194
8382749323	4254	1	0	grenade_frag	0xbcabbe43	66	0
8585749053	1988	1	0	grenade_frag	0xbcabbe43	244	210
