decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
97	0.003008	0.000000	0.000000	0.001438	0.000000	0.000000	665	4867
98	0.001504	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
99	0.001504	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
100	0.010526	0.000000	0.000000	0.009451	0.000000	0.076923	665	4867
101	0.022556	0.000000	0.000000	0.007397	0.000000	0.000000	665	4867
102	0.004511	0.000000	0.000000	0.000616	0.000000	0.000000	665	4867
103	0.003008	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
104	0.064662	0.000000	0.000000	0.005958	0.000000	0.000000	665	4867
105	0.010526	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
106	0.001504	0.000000	0.000000	0.007602	0.000411	0.000000	665	4867
107	0.004511	0.000000	0.500000	0.000205	0.000000	0.000000	665	4867
108	0.000000	0.000000	0.000000	0.006369	0.000000	0.000000	665	4867
109	0.001504	0.000000	0.000000	0.004726	0.000205	0.000000	665	4867
110	0.006015	0.000000	0.000000	0.003698	0.000000	0.000000	665	4867
111	0.004511	0.000000	0.000000	0.000822	0.000000	0.000000	665	4867
112	0.006015	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
113	0.003008	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
114	0.003008	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
116	0.003008	0.000000	0.000000	0.011712	0.000000	0.000000	665	4867
117	0.013534	0.000000	0.000000	0.022807	0.000000	0.000000	665	4867
118	0.009023	0.000000	0.000000	0.003698	0.000000	0.000000	665	4867
119	0.000000	0.000000	0.000000	0.004931	0.000000	0.000000	665	4867
120	0.001504	0.000000	0.000000	0.001438	0.000000	0.000000	665	4867
121	0.001504	0.000000	0.000000	0.008835	0.001644	0.000000	665	4867
122	0.010526	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
123	0.004511	0.000000	0.000000	0.000000	0.000000	0.045455	665	4867
124	0.030075	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
