decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
75	0.000000	0.000000	0.000000	0.813918	0.749227	0.000000	51	13263
76	0.019608	0.000000	0.000000	0.000000	0.000000	0.000000	51	13263
77	0.000000	0.000000	0.000000	0.000980	0.000000	0.000000	51	13263
78	0.000000	0.000000	0.000000	0.000151	0.000000	0.000000	51	13263
79	0.000000	0.000000	0.000000	0.002941	0.000000	0.000000	51	13263
80	0.000000	0.000000	0.000000	0.000302	0.000000	0.000000	51	13263
81	0.039216	0.000000	0.000000	0.000829	0.000000	0.000000	51	13263
82	0.019608	0.000000	0.000000	0.000226	0.000000	0.000000	51	13263
83	0.000000	0.000000	0.000000	0.000980	0.000000	0.014286	51	13263
84	0.000000	0.000000	0.000000	0.000302	0.000000	0.014286	51	13263
85	0.000000	0.000000	0.000000	0.000377	0.000000	0.000000	51	13263
86	0.000000	0.000000	0.000000	0.078112	0.000000	0.000000	51	13263
87	0.000000	0.000000	0.000000	0.000754	0.000000	0.000000	51	13263
88	0.000000	0.000000	0.000000	0.003167	0.000000	0.000000	51	13263
89	0.000000	0.000000	0.000000	0.000226	0.000000	0.000000	51	13263
90	0.000000	0.000000	0.000000	0.004976	0.000000	0.000000	51	13263
91	0.000000	0.000000	0.000000	0.000302	0.000000	0.014286	51	13262
92	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	51	13261
93	0.000000	0.000000	0.000000	0.026016	0.000000	0.014286	51	13261
94	0.058824	0.000000	0.000000	0.002564	0.000000	0.028571	51	13261
95	0.019608	0.000000	0.000000	0.000452	0.000000	0.014286	51	13261
96	0.000000	0.000000	0.000000	0.001433	0.000000	0.014286	51	13261
97	0.000000	0.000000	0.000000	0.001584	0.000000	0.000000	51	13261
98	0.000000	0.000000	0.007299	0.000528	0.000000	0.014286	51	13261
99	0.019608	0.019608	0.000000	0.000151	0.000000	0.014286	51	13261
100	0.000000	0.000000	0.000000	0.000377	0.000000	0.000000	51	13261
101	0.000000	0.000000	0.000000	0.005128	0.000000	0.000000	51	13261
102	0.019608	0.000000	0.000000	0.011236	0.000000	0.014286	51	13261
103	0.019608	0.019608	0.000000	0.001131	0.000000	0.000000	51	13261
104	0.000000	0.000000	0.000000	0.003469	0.000000	0.000000	51	13261
105	0.058824	0.058824	0.000000	0.012744	0.000000	0.014286	51	13261
106	0.000000	0.000000	0.000000	0.011764	0.000000	0.028571	51	13261
107	0.019608	0.000000	0.000000	0.000075	0.000000	0.000000	51	13261
108	0.000000	0.000000	0.000000	0.001282	0.000000	0.042857	51	13261
109	0.019608	0.000000	0.000000	0.001282	0.000000	0.000000	51	13261
110	0.000000	0.000000	0.000000	0.005807	0.000000	0.014286	51	13261
111	0.000000	0.000000	0.000000	0.000905	0.000075	0.000000	51	13259
112	0.019608	0.000000	0.000000	0.000302	0.000000	0.000000	51	13259
113	0.039216	0.000000	0.000000	0.000528	0.000000	0.014286	51	13258
114	0.019608	0.000000	0.000000	0.002112	0.000000	0.057143	51	13257
115	0.098039	0.000000	0.000000	0.000151	0.000000	0.014286	51	13257
116	0.019608	0.000000	0.000000	0.028287	0.000000	0.000000	51	13257
117	0.039216	0.000000	0.000000	0.000830	0.000000	0.000000	51	13257
118	0.000000	0.000000	0.000000	0.009882	0.000151	0.014286	51	13257
119	0.000000	0.000000	0.000000	0.001131	0.000075	0.000000	51	13257
120	0.019608	0.000000	0.000000	0.001660	0.000000	0.014286	51	13257
121	0.000000	0.000000	0.000000	0.019839	0.000000	0.000000	51	13257
122	0.000000	0.000000	0.000000	0.001961	0.000000	0.014493	51	13257
123	0.000000	0.000000	0.000000	0.004828	0.000000	0.117647	51	13257
124	0.000000	0.000000	0.000000	0.000830	0.000000	0.014706	51	13257
125	0.000000	0.000000	0.000000	0.003847	0.000000	0.000000	51	13257
126	0.000000	0.000000	0.000000	0.689447	0.624425	0.014706	51	13257
127	0.000000	0.000000	0.000000	0.007769	0.000000	0.000000	51	13257
128	0.000000	0.000000	0.000000	0.001207	0.000000	0.000000	51	13257
129	0.000000	0.000000	0.000000	0.000981	0.000075	0.000000	51	13257
130	0.019608	0.000000	0.272059	0.003168	0.000075	0.000000	51	13257
131	0.019608	0.000000	0.000000	0.000528	0.000000	0.058824	51	13257
132	0.019608	0.000000	0.161765	0.001886	0.000000	0.000000	51	13257
133	0.000000	0.000000	0.000000	0.001207	0.000000	0.029412	51	13257
134	0.000000	0.000000	0.000000	0.003017	0.000000	0.014706	51	13257
135	0.000000	0.000000	0.000000	0.001961	0.000000	0.000000	51	13257
136	0.058824	0.039216	0.000000	0.000754	0.000000	0.000000	51	13257
137	0.000000	0.000000	0.000000	0.078826	0.000000	0.000000	51	13257
138	0.000000	0.000000	0.000000	0.001735	0.000000	0.000000	51	13257
139	0.000000	0.000000	0.000000	0.003470	0.000000	0.000000	51	13257
140	0.137255	0.137255	0.000000	0.001131	0.000000	0.014706	51	13257
141	0.000000	0.000000	0.000000	0.005582	0.000000	0.000000	51	13257
142	0.000000	0.000000	0.000000	0.000453	0.000000	0.000000	51	13256
143	0.000000	0.000000	0.000000	0.000151	0.000000	0.014706	51	13255
144	0.019608	0.000000	0.000000	0.026405	0.000000	0.000000	51	13255
145	0.000000	0.000000	0.000000	0.002942	0.000000	0.000000	51	13255
146	0.058824	0.000000	0.000000	0.000679	0.000000	0.000000	51	13255
147	0.000000	0.000000	0.000000	0.001735	0.000000	0.000000	51	13255
148	0.000000	0.000000	0.000000	0.002112	0.000000	0.000000	51	13255
149	0.000000	0.000000	0.000000	0.001132	0.000000	0.000000	51	13255
150	0.176471	0.000000	0.000000	0.002188	0.000000	0.000000	51	13255
151	0.000000	0.000000	0.000000	0.001132	0.000000	0.014925	51	13255
152	0.000000	0.000000	0.000000	0.004527	0.000000	0.000000	51	13255
153	0.000000	0.000000	0.000000	0.011543	0.000000	0.014925	51	13255
154	0.039216	0.000000	0.000000	0.001886	0.000000	0.014925	51	13255
155	0.000000	0.000000	0.000000	0.006186	0.000000	0.014925	51	13255
156	0.039216	0.000000	0.000000	0.012674	0.000000	0.014925	51	13255
157	0.019608	0.019608	0.000000	0.015768	0.000000	0.000000	51	13255
