decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
86	0.011340	0.000000	0.000000	0.003333	0.000000	0.000000	9788	300
87	0.000409	0.000000	0.000000	0.000000	0.000000	0.000000	9786	300
88	0.024939	0.000000	0.000000	0.000000	0.000000	0.000000	9784	300
89	0.001433	0.000000	0.000000	0.000000	0.000000	0.000000	9773	300
90	0.001331	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
91	0.006040	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
92	0.001843	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
93	0.023749	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
94	0.003992	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
95	0.041662	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
96	0.006244	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
97	0.001126	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
98	0.002457	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
99	0.003583	0.000000	0.000000	0.000000	0.000000	0.027027	9769	300
100	0.020678	0.000000	0.000000	0.000000	0.000000	0.027027	9769	300
101	0.003480	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
102	0.003071	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
103	0.002252	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
104	0.010236	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
105	0.001126	0.000000	0.000000	0.006667	0.000000	0.000000	9769	300
106	0.005528	0.000000	0.000000	0.010000	0.000000	0.027027	9769	300
107	0.011260	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
108	0.006551	0.000000	0.000000	0.000000	0.000000	0.000000	9769	300
109	0.001126	0.000000	0.000000	0.000000	0.000000	0.027027	9769	298
110	0.000307	0.000000	0.000000	0.000000	0.000000	0.000000	9769	298
111	0.000921	0.000000	0.000000	0.000000	0.000000	0.000000	9769	292
112	0.002355	0.000000	0.071429	0.003425	0.000000	0.000000	9766	292
113	0.005017	0.000000	0.000000	0.000000	0.000000	0.000000	9766	292
114	0.030427	0.000000	0.000000	0.000000	0.000000	0.000000	9761	292
115	0.002459	0.001127	0.000000	0.000000	0.000000	0.000000	9761	292
116	0.001537	0.000000	0.000000	0.000000	0.000000	0.027027	9761	292
117	0.002972	0.000000	0.000000	0.000000	0.000000	0.000000	9758	292
118	0.030878	0.000000	0.000000	0.000000	0.000000	0.000000	9748	292
119	0.006364	0.000000	0.000000	0.003425	0.000000	0.000000	9743	292
120	0.005954	0.000000	0.000000	0.000000	0.000000	0.000000	9742	292
121	0.002464	0.000000	0.000000	0.027397	0.000000	0.000000	9742	292
122	0.001540	0.000000	0.000000	0.000000	0.000000	0.000000	9742	292
123	0.004311	0.000000	0.000000	0.013699	0.000000	0.000000	9742	292
124	0.005544	0.000000	0.000000	0.000000	0.000000	0.000000	9740	292
125	0.032858	0.000000	0.000000	0.000000	0.000000	0.027778	9739	292
126	0.073622	0.000000	0.000000	0.780822	0.667808	0.000000	9739	292
127	0.016223	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
128	0.005750	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
129	0.002464	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
130	0.010473	0.000000	0.000000	0.000000	0.000000	0.027778	9739	292
131	0.010576	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
132	0.002567	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
133	0.004621	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
134	0.019201	0.000000	0.000000	0.017123	0.000000	0.000000	9739	292
