decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
1	0.995490	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
2	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
3	0.000000	0.000000	-1.000000	0.000000	0.000000	0.100000	2661	335
4	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
5	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
6	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
7	0.000000	0.000000	-1.000000	0.000000	0.000000	0.100000	2661	335
8	0.000000	0.000000	-1.000000	0.002985	0.000000	0.000000	2661	335
9	0.000000	0.000000	-1.000000	0.002985	0.000000	0.000000	2661	335
10	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
11	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
12	0.000000	0.000000	-1.000000	0.002985	0.000000	0.000000	2661	335
13	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
14	0.000000	0.000000	-1.000000	0.002985	0.000000	0.000000	2661	335
15	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
16	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	335
17	0.000000	0.000000	-1.000000	0.002985	0.000000	0.000000	2661	335
18	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
19	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
20	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
21	0.000376	0.000000	-1.000000	0.000000	0.000000	0.200000	2661	334
22	0.001503	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
23	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
24	0.001503	0.000000	-1.000000	0.901198	0.781437	0.000000	2661	334
25	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
26	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
27	0.000000	0.000000	-1.000000	0.005988	0.000000	0.000000	2661	334
28	0.000376	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
29	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
30	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
31	0.000000	0.000000	-1.000000	0.000000	0.000000	0.100000	2661	334
32	0.003006	0.000000	-1.000000	0.011976	0.000000	0.000000	2661	334
33	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
34	0.000376	0.000376	-1.000000	0.000000	0.000000	0.000000	2661	334
35	0.000000	0.000000	-1.000000	0.026946	0.000000	0.000000	2661	334
36	0.011650	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
37	0.001879	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
38	0.000376	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
39	0.000376	0.000000	-1.000000	0.020958	0.000000	0.000000	2661	334
40	0.007140	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
41	0.001127	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
42	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
43	0.000376	0.000000	-1.000000	0.038922	0.000000	0.000000	2661	334
44	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
45	0.843292	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
46	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
47	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
48	0.000752	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
49	0.000000	0.000000	-1.000000	0.000000	0.000000	0.100000	2661	334
50	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
51	0.000376	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
52	0.000376	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
53	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
54	0.000000	0.000000	-1.000000	0.000000	0.000000	0.200000	2661	334
55	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
56	0.033446	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
57	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
58	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
59	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
60	0.001127	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
61	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
62	0.000376	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
63	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
64	0.026306	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
65	0.007516	0.000000	-1.000000	0.002994	0.000000	0.000000	2661	334
66	0.004885	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
67	0.000752	0.000000	-1.000000	0.002994	0.000000	0.000000	2661	334
68	0.000000	0.000000	-1.000000	0.002994	0.000000	0.000000	2661	334
69	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
70	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	2661	334
