x,y,z,motif
-5.25,-35.25,8.90,hauteur_libre
-5.25,-35.25,9.97,sous_dalle
-4.75,-35.25,8.90,hauteur_libre
-4.75,-35.25,9.97,sous_dalle
-4.25,-35.25,8.90,hauteur_libre
-4.25,-35.25,9.97,sous_dalle
-3.75,-35.25,8.90,hauteur_libre
-3.75,-35.25,9.97,sous_dalle
-3.25,-35.25,8.90,hauteur_libre
-3.25,-35.25,9.97,sous_dalle
-2.75,-35.25,8.90,hauteur_libre
-2.75,-35.25,9.97,sous_dalle
-2.25,-35.25,6.90,hauteur_libre
-2.25,-35.25,8.90,hauteur_libre
-2.25,-35.25,9.97,sous_dalle
-2.25,-35.25,10.28,hauteur_libre
-2.25,-35.25,12.04,hauteur_libre
-1.75,-35.25,8.90,hauteur_libre
-1.75,-35.25,9.97,sous_dalle
-1.25,-35.25,8.90,hauteur_libre
-1.25,-35.25,9.97,sous_dalle
-0.75,-35.25,8.90,hauteur_libre
-0.75,-35.25,9.97,sous_dalle
-0.25,-35.25,8.90,hauteur_libre
-0.25,-35.25,9.97,sous_dalle
0.25,-35.25,8.90,hauteur_libre
0.25,-35.25,9.97,sous_dalle
0.75,-35.25,8.90,hauteur_libre
0.75,-35.25,9.97,sous_dalle
1.25,-35.25,8.90,hauteur_libre
1.25,-35.25,9.97,sous_dalle
1.75,-35.25,8.90,hauteur_libre
1.75,-35.25,9.97,sous_dalle
2.25,-35.25,8.90,hauteur_libre
2.25,-35.25,9.97,sous_dalle
2.75,-35.25,8.90,hauteur_libre
2.75,-35.25,9.97,sous_dalle
3.25,-35.25,8.90,hauteur_libre
3.25,-35.25,9.97,sous_dalle
3.75,-35.25,8.90,hauteur_libre
3.75,-35.25,9.97,sous_dalle
4.25,-35.25,8.90,hauteur_libre
4.25,-35.25,9.97,sous_dalle
4.75,-35.25,8.90,hauteur_libre
4.75,-35.25,9.97,sous_dalle
5.25,-35.25,8.90,hauteur_libre
5.25,-35.25,9.97,sous_dalle
5.75,-35.25,8.90,hauteur_libre
5.75,-35.25,9.97,sous_dalle
6.25,-35.25,8.90,hauteur_libre
6.25,-35.25,9.97,sous_dalle
6.75,-35.25,8.90,hauteur_libre
6.75,-35.25,9.97,sous_dalle
7.25,-35.25,8.90,hauteur_libre
7.25,-35.25,9.97,sous_dalle
7.75,-35.25,8.90,hauteur_libre
7.75,-35.25,9.97,sous_dalle
8.25,-35.25,8.90,hauteur_libre
8.25,-35.25,9.97,sous_dalle
8.75,-35.25,8.90,hauteur_libre
8.75,-35.25,9.97,sous_dalle
9.25,-35.25,8.90,hauteur_libre
9.25,-35.25,9.97,sous_dalle
9.75,-35.25,8.90,hauteur_libre
9.75,-35.25,9.97,sous_dalle
10.25,-35.25,8.90,hauteur_libre
10.25,-35.25,9.97,sous_dalle
10.75,-35.25,8.90,hauteur_libre
10.75,-35.25,9.97,sous_dalle
11.25,-35.25,6.90,hauteur_libre
11.25,-35.25,8.90,hauteur_libre
11.25,-35.25,9.97,sous_dalle
11.25,-35.25,10.29,hauteur_libre
11.25,-35.25,12.04,hauteur_libre
11.75,-35.25,8.90,hauteur_libre
11.75,-35.25,9.97,sous_dalle
12.25,-35.25,8.90,hauteur_libre
12.25,-35.25,9.97,sous_dalle
12.75,-35.25,8.90,hauteur_libre
12.75,-35.25,9.97,sous_dalle
13.25,-35.25,8.90,hauteur_libre
13.25,-35.25,9.97,sous_dalle
13.75,-35.25,8.90,hauteur_libre
13.75,-35.25,9.97,sous_dalle
14.25,-35.25,8.90,hauteur_libre
14.25,-35.25,9.97,sous_dalle
14.75,-35.25,6.90,hauteur_libre
14.75,-35.25,8.90,hauteur_libre
14.75,-35.25,9.97,sous_dalle
14.75,-35.25,10.29,hauteur_libre
14.75,-35.25,12.04,hauteur_libre
15.25,-35.25,8.90,hauteur_libre
15.25,-35.25,9.97,sous_dalle
15.75,-35.25,8.90,hauteur_libre
15.75,-35.25,9.97,sous_dalle
16.25,-35.25,8.90,hauteur_libre
16.25,-35.25,9.97,sous_dalle
16.75,-35.25,8.90,hauteur_libre
16.75,-35.25,9.97,sous_dalle
17.25,-35.25,8.90,hauteur_libre
17.25,-35.25,9.97,sous_dalle
17.75,-35.25,8.90,hauteur_libre
17.75,-35.25,9.97,sous_dalle
18.25,-35.25,6.90,hauteur_libre
18.25,-35.25,8.90,hauteur_libre
18.25,-35.25,9.97,sous_dalle
18.25,-35.25,10.28,hauteur_libre
18.25,-35.25,12.04,hauteur_libre
-5.25,-34.75,8.90,hauteur_libre
-5.25,-34.75,9.87,sous_dalle
-5.25,-34.75,12.54,hauteur_libre
-4.75,-34.75,8.90,hauteur_libre
-4.75,-34.75,9.87,sous_dalle
-4.75,-34.75,12.54,sous_dalle
-4.25,-34.75,8.90,hauteur_libre
-4.25,-34.75,9.87,sous_dalle
-4.25,-34.75,12.54,sous_dalle
-3.75,-34.75,8.90,hauteur_libre
-3.75,-34.75,9.87,sous_dalle
-3.75,-34.75,12.54,sous_dalle
-3.25,-34.75,8.90,hauteur_libre
-3.25,-34.75,9.87,sous_dalle
-3.25,-34.75,12.54,sous_dalle
-2.75,-34.75,8.90,hauteur_libre
-2.75,-34.75,9.87,sous_dalle
-2.75,-34.75,12.54,sous_dalle
-2.25,-34.75,6.90,hauteur_libre
-2.25,-34.75,8.90,hauteur_libre
-2.25,-34.75,9.87,sous_dalle
-2.25,-34.75,10.39,hauteur_libre
-2.25,-34.75,12.54,hauteur_libre
-1.75,-34.75,8.90,hauteur_libre
-1.75,-34.75,9.87,sous_dalle
-1.75,-34.75,12.54,hauteur_libre
-1.25,-34.75,8.90,hauteur_libre
-1.25,-34.75,9.87,sous_dalle
-1.25,-34.75,12.54,sous_dalle
-0.75,-34.75,8.90,hauteur_libre
-0.75,-34.75,9.87,sous_dalle
-0.75,-34.75,12.54,sous_dalle
-0.25,-34.75,8.90,hauteur_libre
-0.25,-34.75,9.87,sous_dalle
-0.25,-34.75,12.54,sous_dalle
0.25,-34.75,8.90,hauteur_libre
0.25,-34.75,9.87,sous_dalle
0.25,-34.75,12.54,sous_dalle
0.75,-34.75,8.90,hauteur_libre
0.75,-34.75,9.87,sous_dalle
0.75,-34.75,12.54,hauteur_libre
1.25,-34.75,8.90,hauteur_libre
1.25,-34.75,9.87,sous_dalle
1.25,-34.75,12.54,hauteur_libre
1.75,-34.75,8.90,hauteur_libre
1.75,-34.75,9.87,sous_dalle
1.75,-34.75,12.54,sous_dalle
2.25,-34.75,8.90,hauteur_libre
2.25,-34.75,9.87,sous_dalle
2.25,-34.75,12.54,sous_dalle
2.75,-34.75,8.90,hauteur_libre
2.75,-34.75,9.87,sous_dalle
2.75,-34.75,12.54,sous_dalle
3.25,-34.75,8.90,hauteur_libre
3.25,-34.75,9.87,sous_dalle
3.25,-34.75,12.54,sous_dalle
3.75,-34.75,8.90,hauteur_libre
3.75,-34.75,9.87,sous_dalle
3.75,-34.75,12.54,sous_dalle
4.25,-34.75,8.90,hauteur_libre
4.25,-34.75,9.87,sous_dalle
4.25,-34.75,12.54,hauteur_libre
4.75,-34.75,8.90,hauteur_libre
4.75,-34.75,9.87,sous_dalle
4.75,-34.75,12.54,hauteur_libre
5.25,-34.75,8.90,hauteur_libre
5.25,-34.75,9.87,sous_dalle
5.25,-34.75,12.54,sous_dalle
5.75,-34.75,8.90,hauteur_libre
5.75,-34.75,9.87,sous_dalle
5.75,-34.75,12.54,sous_dalle
6.25,-34.75,8.90,hauteur_libre
6.25,-34.75,9.87,sous_dalle
6.25,-34.75,12.54,sous_dalle
6.75,-34.75,8.90,hauteur_libre
6.75,-34.75,9.87,sous_dalle
6.75,-34.75,12.54,sous_dalle
7.25,-34.75,8.90,hauteur_libre
7.25,-34.75,9.87,sous_dalle
7.25,-34.75,12.54,sous_dalle
7.75,-34.75,8.90,hauteur_libre
7.75,-34.75,9.87,sous_dalle
7.75,-34.75,12.54,hauteur_libre
8.25,-34.75,8.90,hauteur_libre
8.25,-34.75,9.87,sous_dalle
8.25,-34.75,12.54,hauteur_libre
8.75,-34.75,8.90,hauteur_libre
8.75,-34.75,9.87,sous_dalle
8.75,-34.75,12.54,sous_dalle
9.25,-34.75,8.90,hauteur_libre
9.25,-34.75,9.87,sous_dalle
9.25,-34.75,12.54,sous_dalle
9.75,-34.75,8.90,hauteur_libre
9.75,-34.75,9.87,sous_dalle
9.75,-34.75,12.54,sous_dalle
10.25,-34.75,8.90,hauteur_libre
10.25,-34.75,9.87,sous_dalle
10.25,-34.75,12.54,sous_dalle
10.75,-34.75,8.90,hauteur_libre
10.75,-34.75,9.87,sous_dalle
10.75,-34.75,12.54,sous_dalle
11.25,-34.75,6.90,hauteur_libre
11.25,-34.75,8.90,hauteur_libre
11.25,-34.75,9.87,sous_dalle
11.25,-34.75,10.39,hauteur_libre
11.25,-34.75,12.54,hauteur_libre
11.75,-34.75,8.90,hauteur_libre
11.75,-34.75,9.87,sous_dalle
11.75,-34.75,12.54,hauteur_libre
12.25,-34.75,8.90,hauteur_libre
12.25,-34.75,9.87,sous_dalle
12.25,-34.75,12.54,sous_dalle
12.75,-34.75,8.90,hauteur_libre
12.75,-34.75,9.87,sous_dalle
12.75,-34.75,12.54,sous_dalle
13.25,-34.75,8.90,hauteur_libre
13.25,-34.75,9.87,sous_dalle
13.25,-34.75,12.54,sous_dalle
13.75,-34.75,8.90,hauteur_libre
13.75,-34.75,9.87,sous_dalle
13.75,-34.75,12.54,sous_dalle
14.25,-34.75,8.90,hauteur_libre
14.25,-34.75,9.87,sous_dalle
14.25,-34.75,12.54,sous_dalle
14.75,-34.75,6.90,hauteur_libre
14.75,-34.75,8.90,hauteur_libre
14.75,-34.75,9.87,sous_dalle
14.75,-34.75,10.39,hauteur_libre
14.75,-34.75,12.54,hauteur_libre
15.25,-34.75,8.90,hauteur_libre
15.25,-34.75,9.87,sous_dalle
15.25,-34.75,12.54,hauteur_libre
15.75,-34.75,8.90,hauteur_libre
15.75,-34.75,9.87,sous_dalle
15.75,-34.75,12.54,sous_dalle
16.25,-34.75,8.90,hauteur_libre
16.25,-34.75,9.87,sous_dalle
16.25,-34.75,12.54,sous_dalle
16.75,-34.75,8.90,hauteur_libre
16.75,-34.75,9.87,sous_dalle
16.75,-34.75,12.54,sous_dalle
17.25,-34.75,8.90,hauteur_libre
17.25,-34.75,9.87,sous_dalle
17.25,-34.75,12.54,sous_dalle
17.75,-34.75,8.90,hauteur_libre
17.75,-34.75,9.87,sous_dalle
17.75,-34.75,12.54,sous_dalle
18.25,-34.75,6.90,hauteur_libre
18.25,-34.75,8.90,hauteur_libre
18.25,-34.75,9.87,sous_dalle
18.25,-34.75,10.39,hauteur_libre
18.25,-34.75,12.54,hauteur_libre
-5.25,-34.25,8.90,hauteur_libre
-5.25,-34.25,9.85,sous_dalle
-4.75,-34.25,8.90,hauteur_libre
-4.75,-34.25,9.85,sous_dalle
-4.25,-34.25,8.90,hauteur_libre
-4.25,-34.25,9.85,sous_dalle
-3.75,-34.25,8.90,hauteur_libre
-3.75,-34.25,9.85,sous_dalle
-3.25,-34.25,8.90,hauteur_libre
-3.25,-34.25,9.85,sous_dalle
-2.75,-34.25,8.90,hauteur_libre
-2.75,-34.25,9.85,sous_dalle
-2.25,-34.25,6.90,hauteur_libre
-2.25,-34.25,8.92,hauteur_libre
-2.25,-34.25,9.85,sous_dalle
-2.25,-34.25,10.49,hauteur_libre
-1.75,-34.25,8.90,hauteur_libre
-1.75,-34.25,9.85,sous_dalle
-1.25,-34.25,8.90,hauteur_libre
-1.25,-34.25,9.85,sous_dalle
-0.75,-34.25,8.90,hauteur_libre
-0.75,-34.25,9.85,sous_dalle
-0.25,-34.25,8.90,hauteur_libre
-0.25,-34.25,9.85,sous_dalle
0.25,-34.25,8.90,hauteur_libre
0.25,-34.25,9.85,sous_dalle
0.75,-34.25,8.90,hauteur_libre
0.75,-34.25,9.85,sous_dalle
1.25,-34.25,8.92,hauteur_libre
1.25,-34.25,9.85,sous_dalle
1.75,-34.25,8.90,hauteur_libre
1.75,-34.25,9.85,sous_dalle
2.25,-34.25,8.90,hauteur_libre
2.25,-34.25,9.85,sous_dalle
2.75,-34.25,8.90,hauteur_libre
2.75,-34.25,9.85,sous_dalle
3.25,-34.25,8.90,hauteur_libre
3.25,-34.25,9.85,sous_dalle
3.75,-34.25,8.90,hauteur_libre
3.75,-34.25,9.85,sous_dalle
4.25,-34.25,8.90,hauteur_libre
4.25,-34.25,9.85,sous_dalle
4.75,-34.25,8.91,hauteur_libre
4.75,-34.25,9.85,sous_dalle
5.25,-34.25,8.90,hauteur_libre
5.25,-34.25,9.85,sous_dalle
5.75,-34.25,8.90,hauteur_libre
5.75,-34.25,9.85,sous_dalle
6.25,-34.25,8.90,hauteur_libre
6.25,-34.25,9.85,sous_dalle
6.75,-34.25,8.90,hauteur_libre
6.75,-34.25,9.85,sous_dalle
7.25,-34.25,8.90,hauteur_libre
7.25,-34.25,9.85,sous_dalle
7.75,-34.25,8.90,hauteur_libre
7.75,-34.25,9.85,sous_dalle
8.25,-34.25,8.91,hauteur_libre
8.25,-34.25,9.85,sous_dalle
8.75,-34.25,8.90,hauteur_libre
8.75,-34.25,9.85,sous_dalle
9.25,-34.25,8.90,hauteur_libre
9.25,-34.25,9.85,sous_dalle
9.75,-34.25,8.90,hauteur_libre
9.75,-34.25,9.85,sous_dalle
10.25,-34.25,8.90,hauteur_libre
10.25,-34.25,9.85,sous_dalle
10.75,-34.25,8.90,hauteur_libre
10.75,-34.25,9.85,sous_dalle
11.25,-34.25,6.90,hauteur_libre
11.25,-34.25,8.90,hauteur_libre
11.25,-34.25,9.85,sous_dalle
11.25,-34.25,10.49,hauteur_libre
11.75,-34.25,8.90,hauteur_libre
11.75,-34.25,9.85,sous_dalle
12.25,-34.25,8.90,hauteur_libre
12.25,-34.25,9.85,sous_dalle
12.75,-34.25,8.90,hauteur_libre
12.75,-34.25,9.85,sous_dalle
12.75,-34.25,10.43,hauteur_libre
12.75,-34.25,12.75,hauteur_libre
13.25,-34.25,8.90,hauteur_libre
13.25,-34.25,9.85,sous_dalle
13.25,-34.25,14.19,hauteur_libre
13.25,-34.25,15.00,sous_dalle
13.25,-34.25,15.40,sous_dalle
13.25,-34.25,15.80,hors_arene
13.75,-34.25,8.90,hauteur_libre
13.75,-34.25,9.85,sous_dalle
13.75,-34.25,14.19,hauteur_libre
13.75,-34.25,15.00,sous_dalle
13.75,-34.25,15.40,sous_dalle
13.75,-34.25,15.80,hors_arene
14.25,-34.25,8.90,hauteur_libre
14.25,-34.25,9.85,sous_dalle
14.25,-34.25,14.19,hauteur_libre
14.25,-34.25,15.00,sous_dalle
14.25,-34.25,15.40,sous_dalle
14.25,-34.25,15.80,hors_arene
14.75,-34.25,6.90,hauteur_libre
14.75,-34.25,8.90,hauteur_libre
14.75,-34.25,9.85,sous_dalle
14.75,-34.25,10.60,hauteur_libre
14.75,-34.25,12.98,hauteur_libre
14.75,-34.25,14.19,hauteur_libre
14.75,-34.25,14.95,sous_dalle
14.75,-34.25,15.40,sous_dalle
14.75,-34.25,15.80,hors_arene
15.25,-34.25,8.90,hauteur_libre
15.25,-34.25,9.85,sous_dalle
15.25,-34.25,13.01,hauteur_libre
15.25,-34.25,14.19,hauteur_libre
15.25,-34.25,14.95,sous_dalle
15.25,-34.25,15.40,sous_dalle
15.25,-34.25,15.80,hors_arene
15.75,-34.25,8.90,hauteur_libre
15.75,-34.25,9.85,sous_dalle
15.75,-34.25,12.75,hauteur_libre
15.75,-34.25,14.21,hauteur_libre
15.75,-34.25,14.97,sous_dalle
15.75,-34.25,15.40,sous_dalle
15.75,-34.25,15.80,hors_arene
16.25,-34.25,8.90,hauteur_libre
16.25,-34.25,9.85,sous_dalle
16.25,-34.25,12.75,hauteur_libre
16.25,-34.25,14.21,hauteur_libre
16.25,-34.25,14.97,sous_dalle
16.25,-34.25,15.40,sous_dalle
16.25,-34.25,15.80,hors_arene
16.75,-34.25,8.90,hauteur_libre
16.75,-34.25,9.85,sous_dalle
16.75,-34.25,14.32,sous_dalle
16.75,-34.25,14.97,sous_dalle
16.75,-34.25,15.40,sous_dalle
16.75,-34.25,15.80,hors_arene
17.25,-34.25,8.90,hauteur_libre
17.25,-34.25,9.85,sous_dalle
17.25,-34.25,14.46,sous_dalle
17.25,-34.25,14.97,sous_dalle
17.25,-34.25,15.40,sous_dalle
17.25,-34.25,15.80,hors_arene
17.75,-34.25,8.90,hauteur_libre
17.75,-34.25,9.85,sous_dalle
17.75,-34.25,14.55,sous_dalle
17.75,-34.25,14.97,sous_dalle
17.75,-34.25,15.40,sous_dalle
17.75,-34.25,15.80,hors_arene
18.25,-34.25,6.90,hauteur_libre
18.25,-34.25,8.92,hauteur_libre
18.25,-34.25,9.85,sous_dalle
18.25,-34.25,10.60,hauteur_libre
18.25,-34.25,14.65,sous_dalle
18.25,-34.25,14.97,sous_dalle
18.25,-34.25,15.40,sous_dalle
18.25,-34.25,15.80,hors_arene
18.75,-34.25,14.66,sous_dalle
18.75,-34.25,14.95,sous_dalle
18.75,-34.25,15.40,sous_dalle
18.75,-34.25,15.80,hors_arene
19.25,-34.25,14.66,sous_dalle
19.25,-34.25,14.95,sous_dalle
19.25,-34.25,15.40,sous_dalle
19.25,-34.25,15.80,hors_arene
19.75,-34.25,14.66,sous_dalle
19.75,-34.25,14.95,sous_dalle
19.75,-34.25,15.40,sous_dalle
19.75,-34.25,15.80,hors_arene
20.25,-34.25,14.66,sous_dalle
20.25,-34.25,14.95,sous_dalle
20.25,-34.25,15.40,sous_dalle
20.25,-34.25,15.80,hors_arene
20.75,-34.25,14.66,sous_dalle
20.75,-34.25,14.95,sous_dalle
20.75,-34.25,15.40,sous_dalle
20.75,-34.25,15.80,hors_arene
21.25,-34.25,14.66,sous_dalle
21.25,-34.25,15.00,sous_dalle
21.25,-34.25,15.40,sous_dalle
21.25,-34.25,15.80,hors_arene
21.75,-34.25,14.66,sous_dalle
21.75,-34.25,15.00,sous_dalle
21.75,-34.25,15.40,sous_dalle
21.75,-34.25,15.80,hors_arene
22.25,-34.25,14.66,sous_dalle
22.25,-34.25,15.00,sous_dalle
22.25,-34.25,15.40,sous_dalle
22.25,-34.25,15.80,hors_arene
22.75,-34.25,10.60,hors_arene
22.75,-34.25,14.66,sous_dalle
22.75,-34.25,14.99,sous_dalle
22.75,-34.25,15.40,sous_dalle
22.75,-34.25,15.80,hors_arene
23.25,-34.25,10.60,hors_arene
23.25,-34.25,14.65,sous_dalle
23.25,-34.25,14.99,sous_dalle
23.25,-34.25,15.40,sous_dalle
23.25,-34.25,15.80,hors_arene
-5.25,-33.75,8.90,hauteur_libre
-5.25,-33.75,9.96,sous_dalle
-4.75,-33.75,8.90,hauteur_libre
-4.75,-33.75,9.96,sous_dalle
-4.25,-33.75,8.90,hauteur_libre
-4.25,-33.75,9.96,sous_dalle
-3.75,-33.75,8.90,hauteur_libre
-3.75,-33.75,9.96,sous_dalle
-3.25,-33.75,8.90,hauteur_libre
-3.25,-33.75,9.96,sous_dalle
-2.75,-33.75,8.90,hauteur_libre
-2.75,-33.75,9.96,sous_dalle
-2.25,-33.75,6.90,hauteur_libre
-2.25,-33.75,8.90,hauteur_libre
-2.25,-33.75,9.96,sous_dalle
-2.25,-33.75,10.59,hauteur_libre
-1.75,-33.75,8.90,hauteur_libre
-1.75,-33.75,9.96,sous_dalle
-1.25,-33.75,8.90,hauteur_libre
-1.25,-33.75,9.96,sous_dalle
-0.75,-33.75,8.90,hauteur_libre
-0.75,-33.75,9.96,sous_dalle
-0.25,-33.75,8.90,hauteur_libre
-0.25,-33.75,9.96,sous_dalle
0.25,-33.75,8.90,hauteur_libre
0.25,-33.75,9.96,sous_dalle
0.75,-33.75,8.90,hauteur_libre
0.75,-33.75,9.96,sous_dalle
1.25,-33.75,8.90,hauteur_libre
1.25,-33.75,9.96,sous_dalle
1.75,-33.75,8.90,hauteur_libre
1.75,-33.75,9.96,sous_dalle
2.25,-33.75,8.90,hauteur_libre
2.25,-33.75,9.96,sous_dalle
2.75,-33.75,8.90,hauteur_libre
2.75,-33.75,9.96,sous_dalle
3.25,-33.75,8.90,hauteur_libre
3.25,-33.75,9.96,sous_dalle
3.75,-33.75,8.90,hauteur_libre
3.75,-33.75,9.96,sous_dalle
4.25,-33.75,8.90,hauteur_libre
4.25,-33.75,9.96,sous_dalle
4.75,-33.75,8.90,hauteur_libre
4.75,-33.75,9.96,sous_dalle
5.25,-33.75,8.90,hauteur_libre
5.25,-33.75,9.96,sous_dalle
5.75,-33.75,8.90,hauteur_libre
5.75,-33.75,9.96,sous_dalle
6.25,-33.75,8.90,hauteur_libre
6.25,-33.75,9.96,sous_dalle
6.75,-33.75,8.90,hauteur_libre
6.75,-33.75,9.96,sous_dalle
7.25,-33.75,8.90,hauteur_libre
7.25,-33.75,9.96,sous_dalle
7.75,-33.75,8.90,hauteur_libre
7.75,-33.75,9.96,sous_dalle
8.25,-33.75,8.90,hauteur_libre
8.25,-33.75,9.96,sous_dalle
8.75,-33.75,8.90,hauteur_libre
8.75,-33.75,9.96,sous_dalle
9.25,-33.75,8.90,hauteur_libre
9.25,-33.75,9.96,sous_dalle
9.75,-33.75,8.90,hauteur_libre
9.75,-33.75,9.96,sous_dalle
10.25,-33.75,8.90,hauteur_libre
10.25,-33.75,9.96,sous_dalle
10.75,-33.75,8.90,hauteur_libre
10.75,-33.75,9.96,sous_dalle
11.25,-33.75,6.90,hauteur_libre
11.25,-33.75,8.90,hauteur_libre
11.25,-33.75,9.96,sous_dalle
11.25,-33.75,10.59,hauteur_libre
11.75,-33.75,8.90,hauteur_libre
11.75,-33.75,9.96,sous_dalle
12.25,-33.75,8.90,hauteur_libre
12.25,-33.75,9.96,sous_dalle
12.75,-33.75,8.90,hauteur_libre
12.75,-33.75,9.96,sous_dalle
12.75,-33.75,10.53,hauteur_libre
12.75,-33.75,12.25,hauteur_libre
13.25,-33.75,8.90,hauteur_libre
13.25,-33.75,9.96,sous_dalle
13.25,-33.75,14.20,hauteur_libre
13.25,-33.75,15.00,sous_dalle
13.25,-33.75,15.40,sous_dalle
13.25,-33.75,15.80,hors_arene
13.75,-33.75,8.90,hauteur_libre
13.75,-33.75,9.96,sous_dalle
13.75,-33.75,14.20,hauteur_libre
13.75,-33.75,15.00,sous_dalle
13.75,-33.75,15.40,sous_dalle
13.75,-33.75,15.80,hors_arene
14.25,-33.75,8.90,hauteur_libre
14.25,-33.75,9.96,sous_dalle
14.25,-33.75,14.19,hauteur_libre
14.25,-33.75,15.00,sous_dalle
14.25,-33.75,15.40,sous_dalle
14.25,-33.75,15.80,hors_arene
14.75,-33.75,6.90,hauteur_libre
14.75,-33.75,8.90,hauteur_libre
14.75,-33.75,9.96,sous_dalle
14.75,-33.75,10.60,hauteur_libre
14.75,-33.75,14.19,hauteur_libre
14.75,-33.75,15.00,sous_dalle
14.75,-33.75,15.40,sous_dalle
14.75,-33.75,15.80,hors_arene
15.25,-33.75,8.90,hauteur_libre
15.25,-33.75,9.96,sous_dalle
15.25,-33.75,14.19,hauteur_libre
15.25,-33.75,15.00,sous_dalle
15.25,-33.75,15.40,sous_dalle
15.25,-33.75,15.80,hors_arene
15.75,-33.75,8.90,hauteur_libre
15.75,-33.75,9.96,sous_dalle
15.75,-33.75,14.21,hauteur_libre
15.75,-33.75,15.00,sous_dalle
15.75,-33.75,15.40,sous_dalle
15.75,-33.75,15.80,hors_arene
16.25,-33.75,8.90,hauteur_libre
16.25,-33.75,9.96,sous_dalle
16.25,-33.75,14.21,hauteur_libre
16.25,-33.75,15.00,sous_dalle
16.25,-33.75,15.40,sous_dalle
16.25,-33.75,15.80,hors_arene
16.75,-33.75,8.90,hauteur_libre
16.75,-33.75,9.96,sous_dalle
16.75,-33.75,14.32,sous_dalle
16.75,-33.75,15.00,sous_dalle
16.75,-33.75,15.40,sous_dalle
16.75,-33.75,15.80,hors_arene
17.25,-33.75,8.90,hauteur_libre
17.25,-33.75,9.96,sous_dalle
17.25,-33.75,14.45,sous_dalle
17.25,-33.75,15.00,sous_dalle
17.25,-33.75,15.40,sous_dalle
17.25,-33.75,15.80,hors_arene
17.75,-33.75,8.90,hauteur_libre
17.75,-33.75,9.96,sous_dalle
17.75,-33.75,14.55,sous_dalle
17.75,-33.75,15.00,sous_dalle
17.75,-33.75,15.40,sous_dalle
17.75,-33.75,15.80,hors_arene
18.25,-33.75,6.90,hauteur_libre
18.25,-33.75,8.90,hauteur_libre
18.25,-33.75,9.96,sous_dalle
18.25,-33.75,10.60,hauteur_libre
18.25,-33.75,14.65,sous_dalle
18.25,-33.75,15.00,sous_dalle
18.25,-33.75,15.40,sous_dalle
18.25,-33.75,15.80,hors_arene
18.75,-33.75,14.66,sous_dalle
18.75,-33.75,15.00,sous_dalle
18.75,-33.75,15.40,sous_dalle
18.75,-33.75,15.80,hors_arene
19.25,-33.75,14.66,sous_dalle
19.25,-33.75,15.00,sous_dalle
19.25,-33.75,15.40,sous_dalle
19.25,-33.75,15.80,hors_arene
19.75,-33.75,14.66,sous_dalle
19.75,-33.75,15.00,sous_dalle
19.75,-33.75,15.40,sous_dalle
19.75,-33.75,15.80,hors_arene
20.25,-33.75,14.66,sous_dalle
20.25,-33.75,15.00,sous_dalle
20.25,-33.75,15.40,sous_dalle
20.25,-33.75,15.80,hors_arene
20.75,-33.75,14.66,sous_dalle
20.75,-33.75,15.00,sous_dalle
20.75,-33.75,15.40,sous_dalle
20.75,-33.75,15.80,hors_arene
21.25,-33.75,14.66,sous_dalle
21.25,-33.75,15.00,sous_dalle
21.25,-33.75,15.40,sous_dalle
21.25,-33.75,15.80,hors_arene
21.75,-33.75,14.66,sous_dalle
21.75,-33.75,15.00,sous_dalle
21.75,-33.75,15.40,sous_dalle
21.75,-33.75,15.80,hors_arene
22.25,-33.75,14.66,sous_dalle
22.25,-33.75,15.00,sous_dalle
22.25,-33.75,15.40,sous_dalle
22.25,-33.75,15.80,hors_arene
22.75,-33.75,10.60,hors_arene
22.75,-33.75,14.66,sous_dalle
22.75,-33.75,15.00,sous_dalle
22.75,-33.75,15.40,sous_dalle
22.75,-33.75,15.80,hors_arene
23.25,-33.75,10.60,hors_arene
23.25,-33.75,14.66,sous_dalle
23.25,-33.75,15.00,sous_dalle
23.25,-33.75,15.40,sous_dalle
23.25,-33.75,15.80,hors_arene
-5.25,-33.25,8.90,hauteur_libre
-5.25,-33.25,10.07,sous_dalle
-5.25,-33.25,10.69,hauteur_libre
-4.75,-33.25,8.90,hauteur_libre
-4.75,-33.25,10.07,sous_dalle
-4.75,-33.25,10.63,hauteur_libre
-4.25,-33.25,8.90,hauteur_libre
-4.25,-33.25,10.07,sous_dalle
-4.25,-33.25,10.63,hauteur_libre
-3.75,-33.25,8.90,hauteur_libre
-3.75,-33.25,10.07,sous_dalle
-3.75,-33.25,10.63,hauteur_libre
-3.25,-33.25,8.90,hauteur_libre
-3.25,-33.25,10.07,sous_dalle
-3.25,-33.25,10.63,hauteur_libre
-2.75,-33.25,8.90,hauteur_libre
-2.75,-33.25,10.07,sous_dalle
-2.75,-33.25,10.63,hauteur_libre
-2.25,-33.25,6.90,hauteur_libre
-2.25,-33.25,8.90,hauteur_libre
-2.25,-33.25,10.07,sous_dalle
-2.25,-33.25,10.69,hauteur_libre
-1.75,-33.25,8.90,hauteur_libre
-1.75,-33.25,10.07,sous_dalle
-1.75,-33.25,10.69,hauteur_libre
-1.25,-33.25,8.90,hauteur_libre
-1.25,-33.25,10.07,sous_dalle
-1.25,-33.25,10.63,hauteur_libre
-0.75,-33.25,8.90,hauteur_libre
-0.75,-33.25,10.07,sous_dalle
-0.75,-33.25,10.63,hauteur_libre
-0.25,-33.25,8.90,hauteur_libre
