valeur	compte	part
495066	40	0.003098
504234	40	0.003098
508818	40	0.003098
517985	40	0.003098
522569	40	0.003098
531737	40	0.003098
540905	40	0.003098
545489	40	0.003098
550073	40	0.003098
554657	40	0.003098
559241	40	0.003098
563825	40	0.003098
568409	40	0.003098
582161	40	0.003098
600496	40	0.003098
605080	40	0.003098
614248	40	0.003098
618832	40	0.003098
623416	40	0.003098
628000	40	0.003098
632584	40	0.003098
646336	40	0.003098
650920	40	0.003098
655503	40	0.003098
660087	40	0.003098
664671	40	0.003098
669255	40	0.003098
673839	40	0.003098
678423	40	0.003098
683007	40	0.003098
692175	40	0.003098
696759	40	0.003098
705927	40	0.003098
710511	40	0.003098
715095	40	0.003098
719679	40	0.003098
724262	40	0.003098
728846	40	0.003098
733430	40	0.003098
738014	40	0.003098
742598	40	0.003098
747182	40	0.003098
751766	40	0.003098
756350	40	0.003098
760934	40	0.003098
765518	40	0.003098
770102	40	0.003098
774686	40	0.003098
779270	40	0.003098
793021	40	0.003098
829693	40	0.003098
843445	40	0.003098
848029	40	0.003098
852613	40	0.003098
884700	40	0.003098
889284	40	0.003098
893868	40	0.003098
898452	40	0.003098
903036	40	0.003098
912204	40	0.003098
921372	40	0.003098
925956	40	0.003098
935123	40	0.003098
944291	40	0.003098
948875	40	0.003098
953459	40	0.003098
962627	40	0.003098
967211	40	0.003098
976379	40	0.003098
980963	40	0.003098
985547	40	0.003098
994715	40	0.003098
999299	40	0.003098
1049722	39	0.003020
1081809	39	0.003020
1113897	39	0.003020
1118481	39	0.003020
1127649	39	0.003020
1136817	39	0.003020
1178072	39	0.003020
1210160	39	0.003020
1223911	39	0.003020
1228495	39	0.003020
1237663	39	0.003020
1265167	39	0.003020
1274334	39	0.003020
1278918	39	0.003020
1320174	39	0.003020
1343094	39	0.003020
1361429	39	0.003020
1393517	39	0.003020
1398101	39	0.003020
1407269	39	0.003020
1416437	39	0.003020
1439357	39	0.003020
1448525	39	0.003020
1453109	39	0.003020
1457693	39	0.003020
1471445	39	0.003020
284205	39	0.003020
302540	39	0.003020
316292	39	0.003020
325460	39	0.003020
375883	39	0.003020
389635	39	0.003020
394219	39	0.003020
435475	39	0.003020
467562	39	0.003020
481314	39	0.003020
485898	39	0.003020
499650	39	0.003020
513402	39	0.003020
536321	39	0.003020
572993	39	0.003020
586744	39	0.003020
591328	39	0.003020
595912	39	0.003020
609664	39	0.003020
641752	39	0.003020
687591	39	0.003020
701343	39	0.003020
783854	39	0.003020
788438	39	0.003020
797605	39	0.003020
802189	39	0.003020
806773	39	0.003020
811357	39	0.003020
834277	39	0.003020
838861	39	0.003020
857197	39	0.003020
861781	39	0.003020
866364	39	0.003020
870948	39	0.003020
875532	39	0.003020
880116	39	0.003020
930540	39	0.003020
939707	39	0.003020
971795	39	0.003020
990131	39	0.003020
1219327	38	0.002943
1402685	38	0.002943
1411853	38	0.002943
1421021	38	0.002943
577577	38	0.002943
825109	37	0.002866
1141400	35	0.002711
1283502	35	0.002711
1288086	35	0.002711
1058890	32	0.002478
1145984	32	0.002478
1521869	32	0.002478
1531037	32	0.002478
1540205	32	0.002478
1544789	32	0.002478
1549373	32	0.002478
1558541	32	0.002478
1572293	32	0.002478
1586045	32	0.002478
1590629	32	0.002478
1595213	32	0.002478
1599797	32	0.002478
1604381	32	0.002478
1608965	32	0.002478
1613549	32	0.002478
1618133	32	0.002478
1622717	32	0.002478
1627301	32	0.002478
1631885	32	0.002478
1636469	32	0.002478
1645637	32	0.002478
1650221	32	0.002478
1654805	32	0.002478
1659389	32	0.002478
1663973	32	0.002478
1673141	32	0.002478
1677725	32	0.002478
1682309	32	0.002478
1686893	32	0.002478
1696061	32	0.002478
1700645	32	0.002478
1718981	32	0.002478
1737317	32	0.002478
1741901	32	0.002478
1746485	32	0.002478
1751069	32	0.002478
1755653	32	0.002478
1769405	32	0.002478
1773989	32	0.002478
1778573	32	0.002478
1783157	32	0.002478
1787741	32	0.002478
1517285	31	0.002401
1526453	31	0.002401
1535621	31	0.002401
1553957	31	0.002401
1563125	31	0.002401
1567709	31	0.002401
1576877	31	0.002401
1668557	31	0.002401
1691477	31	0.002401
1705229	31	0.002401
1714397	31	0.002401
1723565	31	0.002401
1732733	31	0.002401
1760237	31	0.002401
1764821	31	0.002401
1498949	30	0.002323
1503533	30	0.002323
1709813	30	0.002323
430891	30	0.002323
527153	30	0.002323
907620	30	0.002323
916788	30	0.002323
815941	28	0.002169
820525	28	0.002169
1434773	25	0.001936
1728149	24	0.001859
1581461	19	0.001471
1054306	15	0.001162
362132	15	0.001162
371300	15	0.001162
958043	15	0.001162
275037	14	0.001084
1641053	12	0.000929
1375182	8	0.000620
1379766	8	0.000620
1388934	8	0.000620
1393518	8	0.000620
1398102	8	0.000620
1402686	8	0.000620
1407270	8	0.000620
1416438	8	0.000620
1421022	8	0.000620
1425606	8	0.000620
1439358	8	0.000620
1443942	8	0.000620
1448526	8	0.000620
1453110	8	0.000620
1457694	8	0.000620
1462278	8	0.000620
1471446	8	0.000620
1476030	8	0.000620
1480614	8	0.000620
1485198	8	0.000620
1489782	8	0.000620
1494366	8	0.000620
1498950	8	0.000620
1508118	8	0.000620
1512702	8	0.000620
1654802	8	0.000620
1663970	8	0.000620
1668554	8	0.000620
1673138	8	0.000620
1682306	8	0.000620
1686890	8	0.000620
1691474	8	0.000620
1700642	8	0.000620
1705226	8	0.000620
1709810	8	0.000620
1714394	8	0.000620
1718978	8	0.000620
1723562	8	0.000620
1728146	8	0.000620
1732730	8	0.000620
1741898	8	0.000620
1746482	8	0.000620
1751066	8	0.000620
1755650	8	0.000620
1760234	8	0.000620
1764818	8	0.000620
1769402	8	0.000620
1773986	8	0.000620
1778570	8	0.000620
1783154	8	0.000620
1787738	8	0.000620
1411854	7	0.000542
1466862	7	0.000542
1650218	7	0.000542
1659386	7	0.000542
1696058	7	0.000542
1430190	6	0.000465
1503534	6	0.000465
1677722	6	0.000465
1064441	5	0.000387
637168	5	0.000387
1384350	3	0.000232
1434774	3	0.000232
1737314	3	0.000232
6292168	3	0.000232
4325708	2	0.000155
8389291	2	0.000155
10486314	1	0.000077
1060345	1	0.000077
11257347	1	0.000077
11266443	1	0.000077
11319144	1	0.000077
13480	1	0.000077
15211392	1	0.000077
15569492	1	0.000077
15988292	1	0.000077
16294596	1	0.000077
16409569	1	0.000077
2464446	1	0.000077
2684609	1	0.000077
4244860	1	0.000077
4325492	1	0.000077
4325852	1	0.000077
4325948	1	0.000077
4326124	1	0.000077
4326220	1	0.000077
4326340	1	0.000077
4326676	1	0.000077
4326860	1	0.000077
4327332	1	0.000077
4515514	1	0.000077
4670584	1	0.000077
4790972	1	0.000077
4867772	1	0.000077
4958909	1	0.000077
6294216	1	0.000077
6302408	1	0.000077
655039	1	0.000077
682369	1	0.000077
807168	1	0.000077
9416724	1	0.000077
