valeur	compte	part
293373	48	0.003717
311708	48	0.003717
330044	48	0.003717
348380	48	0.003717
366716	48	0.003717
385051	48	0.003717
403387	48	0.003717
412555	48	0.003717
1003882	40	0.003098
1008466	40	0.003098
1013050	40	0.003098
1017634	40	0.003098
1022218	40	0.003098
1026802	40	0.003098
1031386	40	0.003098
1035970	40	0.003098
1040554	40	0.003098
1045138	40	0.003098
1063474	40	0.003098
1068058	40	0.003098
1072641	40	0.003098
1077225	40	0.003098
1086393	40	0.003098
1090977	40	0.003098
1095561	40	0.003098
1100145	40	0.003098
1104729	40	0.003098
1109313	40	0.003098
1123065	40	0.003098
1132233	40	0.003098
1150568	40	0.003098
1155152	40	0.003098
1159736	40	0.003098
1164320	40	0.003098
1168904	40	0.003098
1173488	40	0.003098
1182656	40	0.003098
1187240	40	0.003098
1191824	40	0.003098
1196408	40	0.003098
1200992	40	0.003098
1205576	40	0.003098
1214743	40	0.003098
1233079	40	0.003098
1242247	40	0.003098
1246831	40	0.003098
1251415	40	0.003098
1255999	40	0.003098
1260583	40	0.003098
1269751	40	0.003098
1292670	40	0.003098
1297254	40	0.003098
1301838	40	0.003098
1306422	40	0.003098
1311006	40	0.003098
1315590	40	0.003098
1324758	40	0.003098
1329342	40	0.003098
1333926	40	0.003098
1338510	40	0.003098
1347677	40	0.003098
1352261	40	0.003098
1356845	40	0.003098
1366013	40	0.003098
1370597	40	0.003098
1375181	40	0.003098
1379765	40	0.003098
1384349	40	0.003098
1388933	40	0.003098
1425605	40	0.003098
1430189	40	0.003098
1443941	40	0.003098
1462277	40	0.003098
1466861	40	0.003098
1476029	40	0.003098
1480613	40	0.003098
1485197	40	0.003098
1489781	40	0.003098
1494365	40	0.003098
1508117	40	0.003098
1512701	40	0.003098
279621	40	0.003098
288789	40	0.003098
297956	40	0.003098
307124	40	0.003098
320876	40	0.003098
334628	40	0.003098
339212	40	0.003098
343796	40	0.003098
352964	40	0.003098
357548	40	0.003098
380467	40	0.003098
398803	40	0.003098
407971	40	0.003098
417139	40	0.003098
421723	40	0.003098
426307	40	0.003098
440059	40	0.003098
444643	40	0.003098
449226	40	0.003098
453810	40	0.003098
458394	40	0.003098
462978	40	0.003098
472146	40	0.003098
476730	40	0.003098
490482	40	0.003098
