valeur	compte	part
1375182	8	0.094118
0	4	0.047059
14561029	4	0.047059
8347	4	0.047059
16261275	3	0.035294
1	2	0.023529
1016066	2	0.023529
52	2	0.023529
5254788	2	0.023529
5441164	2	0.023529
10535867	1	0.011765
11069803	1	0.011765
12664892	1	0.011765
13308206	1	0.011765
13643396	1	0.011765
13650647	1	0.011765
13829772	1	0.011765
14	1	0.011765
14327749	1	0.011765
1441937	1	0.011765
1458575	1	0.011765
15286272	1	0.011765
15462274	1	0.011765
15712258	1	0.011765
16407303	1	0.011765
16613408	1	0.011765
2097322	1	0.011765
26	1	0.011765
2656269	1	0.011765
3148878	1	0.011765
3273169	1	0.011765
3384744	1	0.011765
4023264	1	0.011765
4718634	1	0.011765
5110416	1	0.011765
52416	1	0.011765
526003	1	0.011765
526005	1	0.011765
5772544	1	0.011765
590186	1	0.011765
6243	1	0.011765
6819330	1	0.011765
6819714	1	0.011765
6823042	1	0.011765
7073666	1	0.011765
7321602	1	0.011765
7325570	1	0.011765
7327106	1	0.011765
7858113	1	0.011765
7884370	1	0.011765
7967840	1	0.011765
8	1	0.011765
8005472	1	0.011765
84	1	0.011765
8404290	1	0.011765
8414233	1	0.011765
8480530	1	0.011765
869072	1	0.011765
8914611	1	0.011765
9100963	1	0.011765
9164852	1	0.011765
9193719	1	0.011765
