valeur	compte	part
1375182	8	0.093023
0	5	0.058140
14561029	5	0.058140
9416348	5	0.058140
9699397	4	0.046512
12584336	3	0.034884
7077634	3	0.034884
7327618	3	0.034884
9164852	3	0.034884
1	2	0.023256
5201548	2	0.023256
526014	2	0.023256
526076	2	0.023256
7069698	2	0.023256
7073666	2	0.023256
7331586	2	0.023256
8414232	2	0.023256
105	1	0.011628
12703059	1	0.011628
13590156	1	0.011628
14	1	0.011628
14139396	1	0.011628
15654530	1	0.011628
15705218	1	0.011628
15713410	1	0.011628
15715458	1	0.011628
2056060	1	0.011628
2112003	1	0.011628
2112251	1	0.011628
2113	1	0.011628
2120691	1	0.011628
2128886	1	0.011628
4372	1	0.011628
4374050	1	0.011628
4461554	1	0.011628
52	1	0.011628
5920938	1	0.011628
7323650	1	0.011628
7327632	1	0.011628
8289280	1	0.011628
8886969	1	0.011628
8914622	1	0.011628
8914684	1	0.011628
8927528	1	0.011628
9100963	1	0.011628
9212288	1	0.011628
9732098	1	0.011628
9752960	1	0.011628
