# lot C-ter volet 1 — CT.1.1 — film 8076f97f (KOTH / shogun) — 8957 lectures ti=13
# t_ms = ms depuis le premier paquet du film ; t_frame = frame du rejeu (origine 15045 ms, pas 100 ms), -1 hors axe ; film_index = -1 en mode A ; chaine = le record porteur chaine (1) ; bande = stricte (1) ou comblee (0)
slot	mode	tag	film_index	t_ms	t_frame	valeur_brute	valeur_lue	chaine	bande
1481	B	4	16	1	-1	-	-	0	0
1481	B	14	18	1	-1	3	2	0	0
1536	B	12	0	1	-1	14	13	0	0
1536	B	0	17	1	-1	-	-	0	0
1536	B	11	5	15045	0	3	2	0	0
1507	A	0	-1	37530	224	-	-	0	0
1507	B	0	1	37547	225	-	-	0	0
1515	B	0	3	37564	225	-	-	0	0
1531	B	0	9	37598	225	-	-	0	0
1531	B	0	11	37614	225	-	-	0	0
1539	B	0	15	37630	225	-	-	0	1
1517	B	13	15	38782	237	1	0	0	0
1462	B	1	6	39149	241	-	-	0	1
1462	A	4	-1	39366	243	52458945	0x032075C1	0	1
1462	B	1	2	39366	243	-	-	0	1
1469	A	6	-1	39482	244	44859862	0x02AC81D6	0	1
1469	B	15	2	39482	244	12	11	0	1
1503	B	10	27	39682	246	0	0	0	0
1542	B	14	20	39733	246	7	6	0	1
1517	B	5	15	39953	249	-	-	0	0
1462	B	7	8	39953	249	8388607	-0.00001	1	1
1463	B	8	8	39953	249	0	0x00000000	1	1
1464	B	7	8	39953	249	8388607	-0.00001	1	1
1465	B	8	8	39953	249	1	0x00000001	1	1
1515	B	2	25	40000	249	-	-	0	0
1517	B	10	25	40017	249	0	0	0	0
1468	B	0	11	40233	251	-	-	0	1
1507	B	10	25	40250	252	0	0	0	0
1540	B	0	11	40300	252	-	-	0	1
1532	A	8	-1	40534	254	-	-	0	0
1532	B	0	2	40534	254	-	-	0	0
1536	B	4	17	40600	255	-	-	0	0
1460	B	9	12	40767	257	5284928	0x0050A440	0	1
1498	B	11	30	40867	258	15	14	0	0
1481	B	1	16	41368	263	-	-	0	0
1513	B	1	16	41384	263	-	-	0	0
1537	B	3	19	41618	265	-	-	0	0
1513	B	8	6	41701	266	85459122	0x051800B2	0	0
1513	B	1	6	41735	266	-	-	0	0
1513	B	4	30	41735	266	-	-	0	0
1460	B	0	6	41851	268	-	-	0	1
1460	B	11	15	41851	268	8	7	0	1
1543	B	6	1	42001	269	-	-	0	1
1498	B	9	30	42068	270	3713734644	0xDD5B17F4	0	0
1460	B	13	27	42319	272	6	5	0	1
1498	B	11	14	42469	274	9	8	0	0
1497	B	8	6	42769	277	85983402	0x052000AA	0	0
1497	B	1	6	42802	277	-	-	0	0
1497	B	4	30	42802	277	-	-	0	0
1461	A	6	-1	43069	280	3548446154	0xD380FDCA	0	1
1510	B	3	10	43587	285	-	-	0	0
1537	B	15	25	43737	286	5	4	0	0
1502	A	8	-1	44304	292	-	-	0	0
1502	B	0	18	44304	292	-	-	0	0
1537	B	10	31	44437	293	1	1	0	0
1515	B	6	18	44521	294	-	-	0	0
1517	B	6	18	44554	295	-	-	0	0
1518	B	6	18	44571	295	-	-	0	0
1519	B	6	18	44587	295	-	-	0	0
1463	B	2	29	44638	295	-	-	0	1
1540	B	11	31	44671	296	3	2	0	1
1462	B	7	9	44722	296	8388607	-0.00001	1	1
1463	B	8	9	44722	296	0	0x00000000	1	1
1464	B	7	9	44722	296	8388607	-0.00001	1	1
1465	B	8	9	44722	296	1	0x00000001	1	1
1530	B	6	18	44771	297	-	-	0	0
