# lot C-ter volet 1 — CT.1.1 — film 0a247154 — resume par (slot, mode, tag), calcule sur les lectures CHAINEES ; non_chainees = lectures ecartees ; bande = 1 stricte
slot	bande	mode	tag	emissions	avec_valeur	non_chainees	distinctes	changements	joueurs	t_ms_premiere	t_ms_derniere	frame_premiere	frame_derniere	valeurs_top4
1562	1	B	9	0	0	2	0	0	0	0	0	-1	-1	
1562	1	B	10	0	0	8	0	0	0	0	0	-1	-1	
1562	1	B	11	0	0	1	0	0	0	0	0	-1	-1	
1562	1	B	12	0	0	4	0	0	0	0	0	-1	-1	
1562	1	B	13	0	0	1	0	0	0	0	0	-1	-1	
1562	1	B	15	0	0	1	0	0	0	0	0	-1	-1	
1563	1	A	2	0	0	1	0	0	0	0	0	-1	-1	
1563	1	A	12	0	0	1	0	0	0	0	0	-1	-1	
1563	1	B	0	1	0	15	0	0	1	346941	346941	3377	3377	
1563	1	B	1	0	0	3	0	0	0	0	0	-1	-1	
1563	1	B	2	0	0	2	0	0	0	0	0	-1	-1	
1563	1	B	3	0	0	1	0	0	0	0	0	-1	-1	
1563	1	B	4	0	0	7	0	0	0	0	0	-1	-1	
1563	1	B	5	0	0	4	0	0	0	0	0	-1	-1	
1563	1	B	6	0	0	7	0	0	0	0	0	-1	-1	
1563	1	B	7	0	0	3	0	0	0	0	0	-1	-1	
1563	1	B	9	0	0	2	0	0	0	0	0	-1	-1	
1563	1	B	10	0	0	2	0	0	0	0	0	-1	-1	
1563	1	B	11	2	2	8	2	0	2	346941	618315	3377	6091	0x00000007 x1 0x0000000D x1
1563	1	B	12	1	1	4	1	0	1	618315	618315	6091	6091	0x00000008 x1
1563	1	B	14	0	0	4	0	0	0	0	0	-1	-1	
1563	1	B	15	0	0	2	0	0	0	0	0	-1	-1	
1564	1	A	12	0	0	1	0	0	0	0	0	-1	-1	
1564	1	B	0	1	0	22	0	0	1	363875	363875	3546	3546	
1564	1	B	1	0	0	4	0	0	0	0	0	-1	-1	
1564	1	B	2	0	0	21	0	0	0	0	0	-1	-1	
1564	1	B	3	0	0	7	0	0	0	0	0	-1	-1	
1564	1	B	4	0	0	17	0	0	0	0	0	-1	-1	
1564	1	B	5	0	0	16	0	0	0	0	0	-1	-1	
1564	1	B	6	0	0	26	0	0	0	0	0	-1	-1	
1564	1	B	7	1	1	3	1	0	1	363074	363074	3538	3538	0x00228F00 x1
1564	1	B	8	0	0	17	0	0	0	0	0	-1	-1	
1564	1	B	9	1	1	5	1	0	1	120763	120763	1115	1115	0x9C344208 x1
1564	1	B	10	0	0	42	0	0	0	0	0	-1	-1	
1564	1	B	11	0	0	1	0	0	0	0	0	-1	-1	
1564	1	B	12	0	0	4	0	0	0	0	0	-1	-1	
1564	1	B	13	0	0	6	0	0	0	0	0	-1	-1	
1564	1	B	14	0	0	6	0	0	0	0	0	-1	-1	
1564	1	B	15	0	0	4	0	0	0	0	0	-1	-1	
1565	1	A	1	1	1	0	1	0	1	581361	581361	5721	5721	0x00000001 x1
1565	1	A	4	0	0	2	0	0	0	0	0	-1	-1	
1565	1	A	5	1	1	0	1	0	1	785524	785524	7763	7763	0x6050ABD7 x1
1565	1	B	0	0	0	12	0	0	0	0	0	-1	-1	
1565	1	B	1	0	0	5	0	0	0	0	0	-1	-1	
1565	1	B	2	0	0	2	0	0	0	0	0	-1	-1	
1565	1	B	3	1	0	7	0	0	1	581361	581361	5721	5721	
1565	1	B	4	0	0	14	0	0	0	0	0	-1	-1	
1565	1	B	5	1	0	3	0	0	1	581361	581361	5721	5721	
1565	1	B	6	0	0	7	0	0	0	0	0	-1	-1	
1565	1	B	7	0	0	2	0	0	0	0	0	-1	-1	
1565	1	B	8	0	0	5	0	0	0	0	0	-1	-1	
1565	1	B	9	0	0	2	0	0	0	0	0	-1	-1	
1565	1	B	10	0	0	5	0	0	0	0	0	-1	-1	
1565	1	B	11	0	0	4	0	0	0	0	0	-1	-1	
1565	1	B	12	0	0	4	0	0	0	0	0	-1	-1	
