# lot C-ter volet 1 — CT.1.1 — film 606d9844 — resume par (slot, mode, tag), calcule sur les lectures CHAINEES ; non_chainees = lectures ecartees ; bande = 1 stricte
slot	bande	mode	tag	emissions	avec_valeur	non_chainees	distinctes	changements	joueurs	t_ms_premiere	t_ms_derniere	frame_premiere	frame_derniere	valeurs_top4
1467	0	B	1	0	0	1	0	0	0	0	0	-1	-1	
1467	0	B	3	0	0	3	0	0	0	0	0	-1	-1	
1467	0	B	4	0	0	2	0	0	0	0	0	-1	-1	
1467	0	B	5	0	0	2	0	0	0	0	0	-1	-1	
1467	0	B	6	0	0	4	0	0	0	0	0	-1	-1	
1467	0	B	7	0	0	3	0	0	0	0	0	-1	-1	
1467	0	B	8	0	0	2	0	0	0	0	0	-1	-1	
1467	0	B	9	0	0	1	0	0	0	0	0	-1	-1	
1467	0	B	10	0	0	3	0	0	0	0	0	-1	-1	
1467	0	B	11	0	0	1	0	0	0	0	0	-1	-1	
1467	0	B	12	0	0	2	0	0	0	0	0	-1	-1	
1467	0	B	13	0	0	1	0	0	0	0	0	-1	-1	
1468	0	A	10	0	0	2	0	0	0	0	0	-1	-1	
1468	0	B	0	0	0	10	0	0	0	0	0	-1	-1	
1468	0	B	1	0	0	7	0	0	0	0	0	-1	-1	
1468	0	B	2	0	0	3	0	0	0	0	0	-1	-1	
1468	0	B	3	0	0	7	0	0	0	0	0	-1	-1	
1468	0	B	4	0	0	7	0	0	0	0	0	-1	-1	
1468	0	B	5	1	0	13	0	0	1	52883	52883	459	459	
1468	0	B	6	0	0	8	0	0	0	0	0	-1	-1	
1468	0	B	7	1	1	5	1	0	1	45959	45959	390	390	0x0099B5BE x1
1468	0	B	8	0	0	12	0	0	0	0	0	-1	-1	
1468	0	B	10	0	0	5	0	0	0	0	0	-1	-1	
1468	0	B	11	0	0	1	0	0	0	0	0	-1	-1	
1468	0	B	12	0	0	1	0	0	0	0	0	-1	-1	
1468	0	B	13	0	0	1	0	0	0	0	0	-1	-1	
1468	0	B	14	0	0	2	0	0	0	0	0	-1	-1	
1468	0	B	15	0	0	4	0	0	0	0	0	-1	-1	
1470	0	A	6	0	0	1	0	0	0	0	0	-1	-1	
1470	0	A	10	0	0	1	0	0	0	0	0	-1	-1	
1470	0	A	13	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	0	0	0	3	0	0	0	0	0	-1	-1	
1470	0	B	2	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	3	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	6	0	0	2	0	0	0	0	0	-1	-1	
1470	0	B	7	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	8	0	0	2	0	0	0	0	0	-1	-1	
1470	0	B	9	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	10	0	0	3	0	0	0	0	0	-1	-1	
1470	0	B	13	0	0	2	0	0	0	0	0	-1	-1	
1470	0	B	14	0	0	1	0	0	0	0	0	-1	-1	
1470	0	B	15	0	0	3	0	0	0	0	0	-1	-1	
1471	0	A	8	0	0	1	0	0	0	0	0	-1	-1	
