# lot C-ter volet 1 — CT.1.1 — film 01e1f945 (KOTH / catalyst) — 10239 lectures ti=13
# t_ms = ms depuis le premier paquet du film ; t_frame = frame du rejeu (origine 12588 ms, pas 100 ms), -1 hors axe ; film_index = -1 en mode A ; chaine = le record porteur chaine (1) ; bande = stricte (1) ou comblee (0)
slot	mode	tag	film_index	t_ms	t_frame	valeur_brute	valeur_lue	chaine	bande
1393	B	13	13	476082	4634	2	1	0	1
1390	B	7	4	476266	4636	8412575	0.28572	1	1
1390	B	7	5	476266	4636	8412575	0.28572	1	1
1390	B	7	6	476266	4636	8412575	0.28572	1	1
1390	B	7	8	476266	4636	8412575	0.28572	1	1
1392	B	7	0	476266	4636	8412575	0.28572	1	1
1392	B	7	2	476266	4636	8412575	0.28572	1	1
1392	B	7	3	476266	4636	8412575	0.28572	1	1
1392	B	7	7	476266	4636	8412575	0.28572	1	1
1383	B	8	22	476750	4641	2930700	0x002CB80C	0	1
1384	B	10	21	476766	4641	0	0	0	1
1384	B	6	22	476766	4641	-	-	0	1
1385	B	10	21	476783	4641	0	0	0	1
1386	B	10	21	476800	4642	0	0	0	1
1387	B	10	21	476817	4642	0	0	0	1
1388	B	8	21	476833	4642	2273805	0x0022B20D	0	1
1389	B	8	21	476849	4642	2273805	0x0022B20D	0	1
1390	B	8	21	476866	4642	2273805	0x0022B20D	0	1
1390	B	8	22	476866	4642	2798092	0x002AB20C	0	1
1391	B	8	21	476883	4642	2273805	0x0022B20D	0	1
1392	B	6	21	476900	4643	-	-	0	1
1394	B	8	21	476933	4643	2273805	0x0022B20D	0	1
1395	B	8	21	476950	4643	2273805	0x0022B20D	0	1
1461	B	2	14	477050	4644	-	-	0	0
1461	B	1	18	477050	4644	-	-	0	0
1389	B	12	9	477133	4645	5	4	0	1
1389	B	0	21	477133	4645	-	-	0	1
1397	B	12	9	477150	4645	5	4	0	1
1397	B	0	21	477150	4645	-	-	0	1
1397	B	12	9	477167	4645	5	4	0	1
1397	B	0	21	477167	4645	-	-	0	1
1413	B	12	11	477200	4646	5	4	0	0
1413	B	0	21	477200	4646	-	-	0	0
1413	B	12	11	477217	4646	5	4	0	0
1413	B	0	21	477217	4646	-	-	0	0
1413	B	12	11	477233	4646	5	4	0	0
1413	B	0	21	477233	4646	-	-	0	0
1413	B	12	11	477250	4646	5	4	0	0
1413	B	1	21	477250	4646	-	-	0	0
1413	B	12	11	477267	4646	5	4	0	0
1413	B	1	21	477267	4646	-	-	0	0
1390	B	7	4	477267	4646	8414972	0.31429	1	1
1390	B	7	5	477267	4646	8414972	0.31429	1	1
1390	B	7	6	477267	4646	8414972	0.31429	1	1
1390	B	7	8	477267	4646	8414972	0.31429	1	1
1392	B	7	0	477267	4646	8414972	0.31429	1	1
1392	B	7	2	477267	4646	8414972	0.31429	1	1
1392	B	7	3	477267	4646	8414972	0.31429	1	1
1392	B	7	7	477267	4646	8414972	0.31429	1	1
1413	B	12	11	477300	4647	5	4	0	0
1413	B	3	21	477300	4647	-	-	0	0
1429	B	12	11	477417	4648	5	4	0	0
1429	B	0	21	477417	4648	-	-	0	0
1429	B	12	11	477434	4648	5	4	0	0
1429	B	0	21	477434	4648	-	-	0	0
1437	B	12	11	477450	4648	5	4	0	0
1437	B	0	21	477450	4648	-	-	0	0
1445	B	12	11	477467	4648	5	4	0	0
1445	B	3	21	477467	4648	-	-	0	0
1461	B	12	9	477500	4649	5	4	0	0
1461	B	3	21	477500	4649	-	-	0	0
1428	B	10	21	477500	4649	0	0	0	0
1428	B	8	22	477500	4649	2930700	0x002CB80C	0	0
1467	B	10	21	478151	4655	0	0	0	0
1390	B	7	4	478268	4656	8417369	0.34287	1	1
1390	B	7	5	478268	4656	8417369	0.34287	1	1
1390	B	7	6	478268	4656	8417369	0.34287	1	1
1390	B	7	8	478268	4656	8417369	0.34287	1	1
1392	B	7	0	478268	4656	8417369	0.34287	1	1
1392	B	7	2	478268	4656	8417369	0.34287	1	1
1392	B	7	3	478268	4656	8417369	0.34287	1	1
1392	B	7	7	478268	4656	8417369	0.34287	1	1
1474	A	3	-1	478385	4657	8471096	0.98334	1	1
1474	A	3	-1	478402	4658	8469698	0.96667	1	1
1474	A	3	-1	478418	4658	8468299	0.95000	1	1
1474	A	3	-1	478434	4658	8466901	0.93333	1	1
1474	A	3	-1	478451	4658	8465503	0.91667	1	1
1474	A	3	-1	478468	4658	8464105	0.90001	1	1
1474	A	3	-1	478485	4658	8462707	0.88334	1	1
1474	A	3	-1	478501	4659	8461309	0.86668	1	1
1474	A	3	-1	478518	4659	8459911	0.85001	1	1
1474	A	3	-1	478535	4659	8458513	0.83334	1	1
1474	A	3	-1	478551	4659	8457115	0.81668	1	1
1474	A	3	-1	478568	4659	8455717	0.80001	1	1
1474	A	3	-1	478585	4659	8454318	0.78333	1	1
1474	A	3	-1	478601	4660	8452921	0.76669	1	1
1474	A	3	-1	478619	4660	8451522	0.74999	1	1
1473	B	9	25	478619	4660	34086653	0x02081EFD	0	1
1445	B	0	24	478635	4660	-	-	0	0
1474	A	3	-1	478635	4660	8450125	0.73335	1	1
1473	B	8	25	478635	4660	532221	0x00081EFD	0	1
1474	A	3	-1	478652	4660	8448726	0.71666	1	1
1474	A	3	-1	478668	4660	8447328	0.70000	1	1
1474	A	3	-1	478685	4660	8445930	0.68333	1	1
1474	A	3	-1	478702	4661	8444532	0.66666	1	1
1474	A	3	-1	478718	4661	8443134	0.65000	1	1
1474	A	3	-1	478735	4661	8441735	0.63333	1	1
1474	A	3	-1	478752	4661	8440338	0.61667	1	1
1474	A	3	-1	478768	4661	8438939	0.60001	1	1
1474	A	3	-1	478785	4661	8437541	0.58334	1	1
1474	A	3	-1	478802	4662	8436143	0.56667	1	1
1474	A	3	-1	478819	4662	8434745	0.55001	1	1
1473	B	15	25	478819	4662	3	2	0	1
1474	A	3	-1	478835	4662	8433347	0.53334	1	1
1474	A	3	-1	478852	4662	8431949	0.51668	1	1
1474	A	3	-1	478868	4662	8430550	0.49998	1	1
1474	A	3	-1	478885	4662	8429152	0.48332	1	1
1474	A	3	-1	478902	4663	8427754	0.46666	1	1
1414	B	13	30	478902	4663	15	14	0	0
1474	A	3	-1	478918	4663	8426356	0.44999	1	1
1474	A	3	-1	478935	4663	8424958	0.43333	1	1
1474	A	3	-1	478952	4663	8423559	0.41666	1	1
1474	A	3	-1	478969	4663	8422162	0.39999	1	1
1474	A	3	-1	478985	4663	8420763	0.38333	1	1
1474	A	3	-1	479002	4664	8419365	0.36666	1	1
1474	A	3	-1	479019	4664	8417967	0.35000	1	1
1474	A	3	-1	479036	4664	8416569	0.33334	1	1
1474	A	3	-1	479052	4664	8415171	0.31667	1	1
1474	A	3	-1	479068	4664	8413773	0.30000	1	1
1474	A	3	-1	479085	4664	8412375	0.28334	1	1
1474	A	3	-1	479102	4665	8410977	0.26667	1	1
1392	B	15	1	479102	4665	8	7	1	1
1392	B	13	2	479102	4665	4	3	1	1
1392	B	13	3	479102	4665	10	9	1	1
1474	A	3	-1	479119	4665	8409579	0.25001	1	1
1474	A	3	-1	479135	4665	8408180	0.23331	1	1
1474	A	3	-1	479152	4665	8406782	0.21665	1	1
1474	A	3	-1	479169	4665	8405384	0.19998	1	1
1474	A	3	-1	479185	4665	8403986	0.18332	1	1
1474	A	3	-1	479202	4666	8402588	0.16666	1	1
1474	A	3	-1	479219	4666	8401190	0.14999	1	1
1474	A	3	-1	479235	4666	8399792	0.13332	1	1
1474	A	3	-1	479252	4666	8398394	0.11666	1	1
1474	A	3	-1	479269	4666	8396996	0.09999	1	1
1474	A	3	-1	479285	4666	8395598	0.08333	1	1
1474	A	3	-1	479302	4667	8394199	0.06667	1	1
1474	A	3	-1	479319	4667	8392801	0.05000	1	1
1474	A	3	-1	479335	4667	8391403	0.03333	1	1
1474	A	3	-1	479352	4667	8390005	0.01666	1	1
1472	A	4	-1	479369	4667	4294967295	0xFFFFFFFF	1	1
1474	A	3	-1	479369	4667	8388607	-0.00001	1	1
1393	B	9	0	479469	4668	737810049	0x2BFA1681	0	1
1473	A	4	-1	479486	4668	0	0x00000000	1	1
1474	A	3	-1	479486	4668	8394200	0.06667	1	1
1474	A	3	-1	479585	4669	8402589	0.16668	1	1
1393	B	15	25	479652	4670	15	14	0	1
1474	A	3	-1	479686	4670	8410977	0.26667	1	1
1474	A	3	-1	479786	4671	8419366	0.36666	1	1
1393	B	13	31	479886	4672	5	4	0	1
1474	A	3	-1	479886	4672	8427755	0.46668	1	1
1474	A	3	-1	479986	4673	8436143	0.56667	1	1
1392	B	9	10	479986	4673	165694336	0x09E04B80	0	1
1474	A	3	-1	480105	4675	8444532	0.66666	1	1
1474	A	3	-1	480186	4675	8452921	0.76669	1	1
1474	A	3	-1	480287	4676	8461309	0.86668	1	1
