# film=C:/Users/GUILLA~1/AppData/Local/Temp/claude/C--Users-Guillaume-Downloads-Scripts-LevelUp-go-migration/6ad639a9-c92a-41b8-a18c-f635b71d30d9/scratchpad/gate_p2_work/data/cache/film_chunks/d9781168 slots_bipede=160
# passe B : records certains=7, signature rep32=410434976 portee par 7
# lectures=167 avec_ref=167 index_hors_roster=0 hors_vie=1 temoin_fantome=0
# vies totales=176 vies nommees directement=159 (90.3 %)
# concordants=131 discordants=13 nouveaux=22
# ref5=0:17 1:23 2:18 3:15 4:25 5:21 6:24 7:24
voie	chunk	pidx	tsUS	frame	slot	gen	ver	rep32	hasRef	ref5	verdict	vie	gtSrc	gtMeth	gtXuid	myXuid
B	23	390	8349371025	4257	609	1	13	410434976	true	7	concordant	609[4257..4964]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	23	390	8349371025	4257	609	1	13	410434976	true	7	concordant	609[4257..4964]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	24	864	8373329110	4496	610	1	13	410434976	true	6	concordant	610[4496..4642]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	24	1074	8375080633	4514	611	1	13	410434976	true	4	concordant	611[4514..4740]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	24	1292	8376899329	4532	612	1	13	410434976	true	5	concordant	612[4532..4791]	deduit	pont_par_morts	2535446563676950	2535446563676950
A	24	1750	8380721131	4570	613	1	13	410434976	true	0	concordant	613[4570..4833]	deduit	pont_par_morts	2535435655459376	2535435655459376
A	25	1414	8397920709	4742	614	1	13	410434976	true	6	concordant	614[4742..4868]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	25	2060	8403309724	4796	615	1	13	410434976	true	1	concordant	615[4796..4947]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	26	194	8407746969	4840	616	1	13	410434976	true	4	concordant	616[4841..5064]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	26	574	8410916833	4872	617	1	13	410434976	true	2	concordant	617[4872..5026]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	26	800	8412802541	4891	618	1	13	410434976	true	5	concordant	618[4891..5164]	deduit	exclusion_temporelle	2535446563676950	2535446563676950
A	26	1312	8417073489	4934	619	1	13	410434976	true	0	concordant	619[4934..6013]	deduit	pont_par_morts	2535435655459376	2535435655459376
A	26	1316	8417106741	4934	620	1	13	410434976	true	3	concordant	620[4934..5080]	deduit	pont_par_morts	2533274977810162	2533274977810162
A	26	1734	8420594240	4969	621	1	13	410434976	true	6	concordant	621[4969..5219]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	27	276	8428435435	5047	622	1	13	410434976	true	1	concordant	622[5047..5171]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	27	484	8430169889	5065	623	1	13	410434976	true	7	concordant	623[5065..5430]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	27	1226	8436359237	5127	624	1	13	410434976	true	2	concordant	624[5127..5542]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	27	1678	8440129551	5164	625	1	13	410434976	true	4	concordant	625[5164..5311]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	27	1874	8441765438	5181	626	1	13	410434976	true	3	concordant	626[5181..5376]	deduit	pont_par_morts	2533274977810162	2533274977810162
A	28	554	8450757250	5271	627	1	13	410434976	true	5	concordant	627[5271..5341]	deduit	pont_par_morts	2535446563676950	2535446563676950
A	28	564	8450841225	5271	628	1	13	410434976	true	1	concordant	628[5272..5337]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	28	1146	8455695259	5320	629	1	13	410434976	true	6	concordant	629[5320..5560]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	28	2246	8464870614	5412	630	1	13	410434976	true	4	concordant	630[5412..5511]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	29	162	8467490850	5438	631	1	13	410434976	true	1	concordant	631[5438..5633]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	29	202	8467824362	5441	632	1	13	410434976	true	5	concordant	632[5441..5749]	deduit	pont_par_morts	2535446563676950	2535446563676950
A	29	620	8471310901	5476	633	1	13	410434976	true	3	concordant	633[5476..5735]	deduit	pont_par_morts	2533274977810162	2533274977810162
A	29	1268	8476716808	5530	634	1	13	410434976	true	7	concordant	634[5530..5671]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	29	2238	8484808187	5611	635	1	13	410434976	true	4	concordant	635[5611..5724]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	30	222	8487995592	5643	636	1	13	410434976	true	2	concordant	636[5643..5967]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	30	430	8489730451	5660	637	1	13	410434976	true	6	concordant	637[5660..5827]	deduit	exclusion_temporelle	2533274974091007	2533274974091007
A	30	1304	8497021203	5733	638	1	13	410434976	true	1	concordant	638[5733..5905]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	30	1764	8500857865	5772	639	1	13	410434976	true	7	concordant	639[5772..6013]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	30	2400	8506163375	5825	640	1	13	410434976	true	4	concordant	640[5825..6018]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	31	134	8507265308	5836	641	1	13	410434976	true	3	nouveau	641[5836..6170]	non_resolu			2533274977810162
A	31	302	8508666655	5850	642	1	13	410434976	true	5	discordant	642[5850..6169]	deduit	pont_par_morts	2533274977810162	2535446563676950
A	31	2166	8524215725	6005	643	1	13	410434976	true	1	concordant	643[6005..6112]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	32	514	8530438184	6067	644	1	13	410434976	true	2	discordant	644[6068..6192]	deduit	pont_par_morts	2533274974091007	2535455182553276
A	32	1064	8535025132	6113	645	1	13	410434976	true	7	discordant	645[6113..6415]	deduit	pont_par_morts	2535446563676950	2535463284150067
A	32	1068	8535059220	6114	646	1	13	410434976	true	0	discordant	646[6114..6320]	deduit	exclusion_temporelle	2533274823110022	2535435655459376
A	32	1128	8535560340	6119	647	1	13	410434976	true	4	concordant	647[6119..6275]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	32	2248	8544902923	6212	648	1	13	410434976	true	1	discordant	648[6212..6319]	deduit	pont_par_morts	2535435655459376	2533274823110022
A	33	536	8550624855	6269	649	1	13	410434976	true	5	discordant	649[6269..6415]	deduit	pont_par_morts	2535463284150067	2535446563676950
A	33	552	8550758487	6271	650	1	13	410434976	true	3	concordant	650[6271..6462]	deduit	pont_par_morts	2533274977810162	2533274977810162
A	33	818	8552980582	6293	651	1	13	410434976	true	6	concordant	651[6293..6341]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	33	822	8553011099	6293	652	1	13	410434976	true	2	concordant	652[6293..6381]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	33	1814	8561285438	6376	653	1	13	410434976	true	4	concordant	653[6376..6432]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	33	2336	8565639894	6419	654	1	13	410434976	true	1	concordant	654[6420..6537]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	33	2352	8565773956	6421	655	1	13	410434976	true	0	concordant	655[6421..6505]	deduit	pont_par_morts	2535435655459376	2535435655459376
A	34	198	8567809786	6441	656	1	13	410434976	true	6	concordant	656[6441..6551]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	34	686	8571879659	6482	657	1	13	410434976	true	2	concordant	657[6482..6678]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	34	1094	8575283103	6516	658	1	13	410434976	true	7	concordant	658[6516..6597]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	34	1098	8575316852	6516	659	1	13	410434976	true	5	concordant	659[6516..6806]	deduit	pont_par_morts	2535446563676950	2535446563676950
A	34	1294	8576951435	6533	660	1	13	410434976	true	4	concordant	660[6533..6646]	deduit	pont_par_morts	2535432478853823	2535432478853823
A	34	1658	8579987858	6563	661	1	13	410434976	true	3	concordant	661[6563..6915]	deduit	pont_par_morts	2533274977810162	2533274977810162
A	34	2164	8584209024	6605	662	1	13	410434976	true	0	concordant	662[6605..6977]	deduit	exclusion_temporelle	2535435655459376	2535435655459376
A	35	154	8587444985	6637	663	1	13	410434976	true	1	concordant	663[6638..6799]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	35	320	8588830561	6651	664	1	13	410434976	true	6	concordant	664[6651..6776]	deduit	pont_par_morts	2533274974091007	2533274974091007
A	35	874	8593451419	6698	665	1	13	410434976	true	7	concordant	665[6698..6751]	deduit	pont_par_morts	2535463284150067	2535463284150067
A	35	1466	8598389303	6747	666	1	13	410434976	true	4	concordant	666[6747..7048]	deduit	exclusion_temporelle	2535432478853823	2535432478853823
A	35	1840	8601510055	6778	667	1	13	410434976	true	2	concordant	667[6778..6877]	deduit	pont_par_morts	2535455182553276	2535455182553276
A	36	322	8608849663	6851	668	1	13	410434976	true	7	discordant	668[6852..6962]	deduit	pont_par_morts	2533274974091007	2535463284150067
A	36	624	8611369556	6877	669	1	13	410434976	true	6	discordant	669[6877..6962]	deduit	pont_par_morts	2535463284150067	2533274974091007
A	36	902	8613688907	6900	670	1	13	410434976	true	1	nouveau	670[6900..6996]	non_resolu			2533274823110022
A	36	976	8614305627	6906	671	1	13	410434976	true	5	nouveau	671[6906..7050]	non_resolu			2535446563676950
