# film=C:/Users/GUILLA~1/AppData/Local/Temp/claude/C--Users-Guillaume-Downloads-Scripts-LevelUp-go-migration/6ad639a9-c92a-41b8-a18c-f635b71d30d9/scratchpad/gate_p2_work/data/cache/film_chunks/64e8adfa slots_bipede=138
# passe B : records certains=8, signature rep32=410434976 portee par 8
# lectures=146 avec_ref=146 index_hors_roster=0 hors_vie=6 temoin_fantome=0
# vies totales=141 vies nommees directement=134 (95.0 %)
# concordants=126 discordants=5 nouveaux=9
# ref5=0:14 1:17 2:22 3:16 4:22 5:12 6:20 7:23
voie	chunk	pidx	tsUS	frame	slot	gen	ver	rep32	hasRef	ref5	verdict	vie	gtSrc	gtMeth	gtXuid	myXuid
A	14	806	4152170535	2561	553	1	13	410434976	true	1	concordant	553[2562..2779]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	14	1894	4161246419	2652	554	1	13	410434976	true	7	concordant	554[2652..2793]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	14	2364	4165166876	2691	555	1	13	410434976	true	4	concordant	555[2693..2835]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	15	428	4169020841	2730	556	1	13	410434976	true	0	concordant	556[2735..3044]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	15	2222	4183985203	2880	557	1	13	410434976	true	1	concordant	557[2880..3153]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	15	2282	4184486667	2885	558	1	13	410434976	true	6	concordant	558[2885..3599]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	15	2388	4185371269	2893	559	1	13	410434976	true	7	concordant	559[2898..3781]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	16	104	4186322289	2903	560	1	13	410434976	true	5	concordant	560[2904..3330]	deduit	pont_par_morts	2535456378021162	2535456378021162
A	16	496	4189591681	2936	561	1	13	410434976	true	4	concordant	561[2936..3341]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	17	600	4210466530	3144	562	1	13	410434976	true	0	concordant	562[3152..3753]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	17	1532	4218240285	3222	563	1	13	410434976	true	3	concordant	563[3222..3577]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	17	1906	4221360286	3253	564	1	13	410434976	true	1	concordant	564[3253..3378]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	18	174	4226916227	3309	565	1	13	410434976	true	2	concordant	565[3309..3894]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	18	1634	4239094712	3431	566	1	13	410434976	true	5	concordant	566[3431..3567]	deduit	pont_par_morts	2535456378021162	2535456378021162
A	18	1766	4240195935	3442	567	1	13	410434976	true	4	nouveau	567[3442..3442]	non_resolu			2535465820713037
A	18	2202	4243839693	3478	568	1	13	410434976	true	1	concordant	568[3483..3792]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	19	2070	4262767138	3667	569	1	13	410434976	true	5	concordant	569[3670..4524]	deduit	pont_par_morts	2535456378021162	2535456378021162
A	19	2194	4263802748	3678	570	1	13	410434976	true	3	concordant	570[3678..4038]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	20	64	4266022615	3700	571	1	13	410434976	true	6	concordant	571[3700..3846]	deduit	exclusion_temporelle	2533274823110022	2533274823110022
A	20	1852	4280953553	3849	572	1	13	410434976	true	4	concordant	572[3849..3970]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	20	1900	4281352051	3853	573	1	13	410434976	true	0	concordant	573[3853..4231]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	20	2236	4284156574	3881	574	1	13	410434976	true	7	concordant	574[3887..3989]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	20	2374	4285308392	3893	575	1	13	410434976	true	1	concordant	575[3893..4076]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	21	666	4291048503	3950	576	1	13	410434976	true	6	concordant	576[3950..4217]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	21	1194	4295455190	3994	577	1	13	410434976	true	2	concordant	577[3994..4156]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	21	2110	4303111936	4071	578	1	13	410434976	true	4	concordant	578[4071..4358]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	21	2332	4304963197	4089	579	1	13	410434976	true	7	concordant	579[4089..4765]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	22	522	4309853010	4138	580	1	13	410434976	true	3	concordant	580[4145..4447]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	22	974	4313630382	4176	581	1	13	410434976	true	1	concordant	581[4176..4455]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	22	1936	4321660465	4256	582	1	13	410434976	true	2	concordant	582[4257..4398]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	23	278	4327819202	4318	583	1	13	410434976	true	6	concordant	583[4324..4844]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	23	440	4329170943	4331	584	1	13	410434976	true	0	concordant	584[4337..4498]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	23	1956	4341835203	4458	585	1	13	410434976	true	4	concordant	585[4464..4687]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	24	44	4345874660	4498	586	1	13	410434976	true	2	concordant	586[4499..4821]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	24	628	4350747259	4547	587	1	13	410434976	true	3	concordant	587[4547..5138]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	24	722	4351531220	4555	588	1	13	410434976	true	1	discordant	588[4561..5030]	deduit	pont_par_morts	2533274823110022	2533274808613055
A	24	1244	4355887293	4599	589	1	13	410434976	true	0	concordant	589[4599..5258]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	24	1554	4358474737	4624	590	1	13	410434976	true	5	concordant	590[4630..5207]	deduit	pont_par_morts	2535456378021162	2535456378021162
A	25	1110	4374774753	4787	591	1	13	410434976	true	4	concordant	591[4788..4864]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	25	2040	4382535283	4865	592	1	13	410434976	true	7	concordant	592[4865..4963]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	26	314	4388146798	4921	593	1	13	410434976	true	2	concordant	593[4921..4993]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	26	598	4390515267	4945	594	1	13	410434976	true	6	discordant	594[4945..5030]	deduit	pont_par_morts	2533274808613055	2533274823110022
A	26	834	4392483632	4965	595	1	13	410434976	true	4	concordant	595[4965..5149]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	26	2014	4402331387	5063	596	1	13	410434976	true	7	concordant	596[5063..5250]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	26	2378	4405368542	5093	597	1	13	410434976	true	2	concordant	597[5094..5439]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	27	430	4409121672	5131	598	1	13	410434976	true	1	concordant	598[5137..5433]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	27	434	4409156498	5131	599	1	13	410434976	true	6	concordant	599[5131..5855]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	27	1716	4419862273	5238	600	1	13	410434976	true	3	concordant	600[5240..5476]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	27	1846	4420948434	5249	601	1	13	410434976	true	4	concordant	601[5249..5797]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	28	150	4426789642	5308	602	1	13	410434976	true	5	concordant	602[5308..7488]	deduit	fermeture	2535456378021162	2535456378021162
A	28	658	4431029056	5350	603	1	13	410434976	true	7	concordant	603[5355..5476]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	28	764	4431915041	5359	604	1	13	410434976	true	0	concordant	604[5364..5441]	deduit	pont_par_morts	2533274792763167	2533274792763167
A	29	462	4449405086	5534	605	1	13	410434976	true	1	concordant	605[5539..6212]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	29	530	4449974711	5539	606	1	13	410434976	true	2	concordant	606[5541..5736]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	29	550	4450141320	5541	607	1	13	410434976	true	0	concordant	607[5541..7496]	deduit	exclusion_temporelle	2533274792763167	2533274792763167
A	29	972	4453663323	5576	608	1	13	410434976	true	3	concordant	608[5582..6259]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	29	976	4453696872	5577	609	1	13	410434976	true	7	concordant	609[5577..5764]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	30	1688	4479657634	5836	610	1	13	410434976	true	2	concordant	610[5837..5945]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	30	2020	4482427452	5864	611	1	13	410434976	true	7	concordant	611[5865..6006]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	31	22	4485749260	5897	612	1	13	410434976	true	4	concordant	612[5897..6165]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	31	726	4491623859	5956	613	1	13	410434976	true	6	concordant	613[5956..6494]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	31	1804	4500622204	6046	614	1	13	410434976	true	2	concordant	614[6046..6539]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	32	130	4506652605	6106	615	1	13	410434976	true	7	concordant	615[6106..6550]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	32	2034	4522543095	6265	616	1	13	410434976	true	4	concordant	616[6265..6421]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	33	204	4527286634	6313	617	1	13	410434976	true	1	concordant	617[6319..6712]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	33	760	4531926298	6359	618	1	13	410434976	true	3	concordant	618[6363..7314]	deduit	pont_par_morts	2535449963449748	2535449963449748
A	34	306	4548150023	6521	619	1	13	410434976	true	4	concordant	619[6528..6724]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	34	1184	4555480309	6595	620	1	13	410434976	true	6	concordant	620[6601..6729]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	34	1722	4559968631	6639	621	1	13	410434976	true	2	concordant	621[6640..6861]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	34	1854	4561069919	6650	622	1	13	410434976	true	7	concordant	622[6651..6905]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	35	1396	4577256990	6812	623	1	13	410434976	true	1	concordant	623[6819..7451]	deduit	exclusion_temporelle	2533274808613055	2533274808613055
A	35	1540	4578458429	6824	624	1	13	410434976	true	4	concordant	624[6824..7106]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	35	1608	4579029300	6830	625	1	13	410434976	true	6	concordant	625[6830..7014]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	36	788	4592197487	6962	626	1	13	410434976	true	2	concordant	626[6962..7496]	deduit	exclusion_temporelle	2535449464686885	2535449464686885
A	36	1308	4596537811	7005	627	1	13	410434976	true	7	concordant	627[7006..7490]	deduit	fermeture	2535413221816250	2535413221816250
A	37	214	4607422512	7114	628	1	13	410434976	true	6	nouveau	628[7114..7443]	non_resolu			2533274823110022
A	37	1318	4616639389	7206	629	1	13	410434976	true	4	nouveau	629[7302..7496]	non_resolu			2535465820713037
A	38	1420	4637497519	7415	630	1	13	410434976	true	3	concordant	630[7415..7495]	deduit	fermeture	2535449963449748	2535449963449748
A	39	44	4646016528	7500	631	1	13	410434976	true	0	discordant	631[7530..7648]	deduit	pont_par_morts	2533274823110022	2533274792763167
A	39	46	4646033852	7500	632	1	13	410434976	true	1	concordant	632[7512..7956]	deduit	pont_par_morts	2533274808613055	2533274808613055
A	39	70	4646234504	7502	633	1	13	410434976	true	5	nouveau	633[7514..8336]	non_resolu			2535456378021162
B	39	72	4646249420	7502	634	1	13	410434976	true	4	concordant	634[7521..8101]	deduit	pont_par_morts	2535465820713037	2535465820713037
A	39	72	4646249420	7502	634	1	13	410434976	true	4	concordant	634[7521..8101]	deduit	pont_par_morts	2535465820713037	2535465820713037
B	39	84	4646350182	7503	635	1	13	410434976	true	2	concordant	635[7519..7659]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	39	84	4646350182	7503	635	1	13	410434976	true	2	concordant	635[7519..7659]	deduit	pont_par_morts	2535449464686885	2535449464686885
B	39	86	4646367544	7503	636	1	13	410434976	true	3	nouveau	636[7539..8289]	non_resolu			2535449963449748
A	39	86	4646367544	7503	636	1	13	410434976	true	3	nouveau	636[7539..8289]	non_resolu			2535449963449748
B	39	88	4646383357	7504	637	1	13	410434976	true	6	discordant	637[7519..7648]	deduit	pont_par_morts	2533274792763167	2533274823110022
A	39	88	4646383357	7504	637	1	13	410434976	true	6	discordant	637[7519..7648]	deduit	pont_par_morts	2533274792763167	2533274823110022
A	39	136	4646784678	7508	638	1	13	410434976	true	7	concordant	638[7537..7800]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	40	620	4670832288	7748	639	1	13	410434976	true	0	nouveau	639[7748..8284]	non_resolu			2533274792763167
A	40	624	4670865876	7748	640	1	13	410434976	true	6	concordant	640[7753..7848]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	40	756	4671968241	7759	641	1	13	410434976	true	2	concordant	641[7761..7807]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	41	44	4686045136	7900	642	1	13	410434976	true	7	concordant	642[7900..8013]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	41	132	4686778430	7908	643	1	13	410434976	true	2	concordant	643[7909..8030]	deduit	pont_par_morts	2535449464686885	2535449464686885
A	41	618	4690836090	7948	644	1	13	410434976	true	6	concordant	644[7948..8062]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	41	1918	4701695715	8057	645	1	13	410434976	true	1	concordant	645[8062..8286]	deduit	fermeture	2533274808613055	2533274808613055
A	42	202	4707371678	8113	646	1	13	410434976	true	7	concordant	646[8114..8194]	deduit	pont_par_morts	2535413221816250	2535413221816250
A	42	406	4709083197	8131	647	1	13	410434976	true	2	nouveau	647[8131..8293]	non_resolu			2535449464686885
A	42	782	4712226755	8162	648	1	13	410434976	true	6	nouveau	648[8162..8324]	non_resolu			2533274823110022
A	42	1256	4716185670	8202	649	1	13	410434976	true	4	concordant	649[8202..8308]	deduit	fermeture	2535465820713037	2535465820713037
