# film=C:/Users/GUILLA~1/AppData/Local/Temp/claude/C--Users-Guillaume-Downloads-Scripts-LevelUp-go-migration/6ad639a9-c92a-41b8-a18c-f635b71d30d9/scratchpad/gate_p2_work/data/cache/film_chunks/bf15f7ab slots_bipede=83
# passe B : records certains=2, signature rep32=410434976 portee par 2
# lectures=85 avec_ref=85 index_hors_roster=0 hors_vie=5 temoin_fantome=0
# vies totales=91 vies nommees directement=79 (86.8 %)
# concordants=72 discordants=0 nouveaux=8
# ref5=0:10 1:9 2:11 3:6 4:12 5:15 6:5 7:17
voie	chunk	pidx	tsUS	frame	slot	gen	ver	rep32	hasRef	ref5	verdict	vie	gtSrc	gtMeth	gtXuid	myXuid
A	16	334	3235781170	2785	555	1	13	410434976	true	0	concordant	555[2785..2847]	deduit	pont_par_morts	2535469190789936	2535469190789936
A	16	652	3238435319	2812	556	1	13	410434976	true	1	concordant	556[2812..3441]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	16	1572	3246108127	2888	557	1	13	410434976	true	6	nouveau	557[2888..2927]	non_resolu			2533274914316957
A	16	1864	3248543373	2913	558	1	13	410434976	true	5	concordant	558[2913..3267]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	16	1916	3248977517	2917	559	1	13	410434976	true	7	concordant	559[2917..3138]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	16	2038	3249996069	2927	560	1	13	410434976	true	0	concordant	560[2927..3225]	deduit	pont_par_morts	2535469190789936	2535469190789936
A	16	2248	3251748096	2945	561	1	13	410434976	true	3	concordant	561[2945..3151]	deduit	pont_par_morts	2535447949934592	2535447949934592
A	18	736	3279141063	3219	562	1	13	410434976	true	7	concordant	562[3219..3386]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	18	776	3279475474	3222	563	1	13	410434976	true	4	concordant	563[3222..3407]	deduit	pont_par_morts	2535425179403277	2535425179403277
A	18	894	3280460247	3232	564	1	13	410434976	true	3	concordant	564[3232..4612]	deduit	pont_par_morts	2535447949934592	2535447949934592
A	18	1776	3287817037	3305	565	1	13	410434976	true	0	concordant	565[3306..3510]	deduit	pont_par_morts	2535469190789936	2535469190789936
A	18	2276	3291988366	3347	566	1	13	410434976	true	5	concordant	566[3347..3570]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	19	1310	3303933651	3467	567	1	13	410434976	true	7	concordant	567[3467..3639]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	19	1342	3304200115	3469	568	1	13	410434976	true	6	nouveau	568[3469..3471]	non_resolu			2533274914316957
A	19	1558	3306003065	3487	569	1	13	410434976	true	4	concordant	569[3487..3718]	deduit	pont_par_morts	2535425179403277	2535425179403277
A	19	1964	3309389201	3521	570	1	13	410434976	true	1	concordant	570[3521..3804]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	20	170	3314427621	3572	571	1	13	410434976	true	2	concordant	571[3572..3888]	deduit	pont_par_morts	2535408981717353	2535408981717353
A	20	400	3316346846	3591	572	1	13	410434976	true	0	concordant	572[3591..4050]	deduit	pont_par_morts	2535469190789936	2535469190789936
A	20	1114	3322302214	3650	573	1	13	410434976	true	5	concordant	573[3650..3776]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	20	1938	3329175860	3719	574	1	13	410434976	true	7	concordant	574[3719..3848]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	21	490	3337100399	3798	575	1	13	410434976	true	4	nouveau	575[3798..3799]	non_resolu			2535425179403277
A	21	1190	3342940013	3857	576	1	13	410434976	true	5	concordant	576[3857..3965]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	21	1528	3345759387	3885	577	1	13	410434976	true	1	concordant	577[3885..4461]	deduit	pont_par_morts	2533274823110022	2533274823110022
A	21	2046	3350080265	3928	578	1	13	410434976	true	7	concordant	578[3928..3993]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	22	138	3354168764	3969	579	1	13	410434976	true	2	concordant	579[3969..4437]	deduit	pont_par_morts	2535408981717353	2535408981717353
A	22	1052	3361791516	4045	580	1	13	410434976	true	5	concordant	580[4045..4231]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	22	1386	3364577766	4073	581	1	13	410434976	true	7	concordant	581[4073..4210]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	22	2032	3369967449	4127	582	1	13	410434976	true	4	concordant	582[4127..4875]	deduit	fermeture	2535425179403277	2535425179403277
A	22	2078	3370350793	4131	583	1	13	410434976	true	0	concordant	583[4131..4397]	deduit	pont_par_morts	2535469190789936	2535469190789936
A	23	1598	3386349612	4291	584	1	13	410434976	true	7	concordant	584[4291..4367]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	23	1846	3388418691	4311	585	1	13	410434976	true	5	concordant	585[4312..4400]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	24	1080	3402032824	4448	586	1	13	410434976	true	7	concordant	586[4448..4633]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	24	1432	3404969738	4477	587	1	13	410434976	true	0	concordant	587[4477..4888]	deduit	exclusion_temporelle	2535469190789936	2535469190789936
A	24	1468	3405270783	4480	588	1	13	410434976	true	5	concordant	588[4480..4659]	deduit	pont_par_morts	2535450323793545	2535450323793545
A	24	1918	3409024101	4517	589	1	13	410434976	true	2	concordant	589[4518..4887]	deduit	fermeture	2535408981717353	2535408981717353
A	24	2208	3411444077	4542	590	1	13	410434976	true	1	concordant	590[4542..4886]	deduit	fermeture	2533274823110022	2533274823110022
A	25	864	3420235773	4630	591	1	13	410434976	true	6	concordant	591[4630..4855]	deduit	fermeture	2533274914316957	2533274914316957
A	25	1618	3426525363	4693	592	1	13	410434976	true	3	concordant	592[4693..4887]	deduit	fermeture	2535447949934592	2535447949934592
A	25	1866	3428594706	4713	593	1	13	410434976	true	7	concordant	593[4713..4813]	deduit	pont_par_morts	2533274795950878	2533274795950878
A	25	2178	3431200273	4739	594	1	13	410434976	true	5	concordant	594[4739..4848]	deduit	fermeture	2535450323793545	2535450323793545
