ti	i	composant	niveau	statut	annonces	pct_records_ti	plancher_bruit	exces_sur_plancher	temoin_vide	temoin_inconnu	temoin_occupe
10	0	managed-object-boundary-visibility-component	0	porte	3711	8.70	583.5	6.4	2899	4444	270059
10	1	managed-object-boundary-color-component	1	non_porte	3261	7.64	583.5	5.6	2737	1743	218549
10	2	managed-object-navpoint-component	2	non_porte	2302	5.40	583.5	3.9	3727	2570	3004
10	3	managed-object-navpoint-component	1	non_porte	891	2.09	583.5	1.5	3259	1369	1105
10	4	managed-object-navpoint-component	1	non_porte	1281	3.00	583.5	2.2	4378	3990	3908
10	5	managed-object-navpoint-component	1	non_porte	927	2.17	583.5	1.6	3108	1363	64717
10	6	managed-object-navpoint-component	1	non_porte	619	1.45	583.5	1.1	2751	1951	1020
10	7	managed-object-navpoint-component	1	non_porte	548	1.28	583.5	0.9	2752	1133	676
10	8	managed-object-navpoint-component	1	non_porte	1360	3.19	583.5	2.3	5444	3205	2432
10	9	managed-object-navpoint-component	1	non_porte	751	1.76	583.5	1.3	799	1756	2047
10	10	managed-object-navpoint-component	1	non_porte	755	1.77	583.5	1.3	671	1588	1061
10	11	managed-object-navpoint-component	1	non_porte	479	1.12	583.5	0.8	491	876	875
10	12	managed-object-navpoint-component	1	non_porte	469	1.10	583.5	0.8	585	1168	686
10	13	managed-object-navpoint-component	1	non_porte	650	1.52	583.5	1.1	1067	1015	1121
10	14	managed-object-navpoint-component	1	non_porte	496	1.16	583.5	0.9	287	889	815
10	15	managed-object-navpoint-component	1	non_porte	424	0.99	583.5	0.7	348	601	1093
10	16	managed-object-navpoint-component	1	non_porte	940	2.20	583.5	1.6	860	1800	1776
10	17	managed-object-navpoint-component	1	non_porte	581	1.36	583.5	1.0	596	1803	1442
10	18	managed-object-networked-property-component	1	non_porte	660	1.55	583.5	1.1	967	1270	8195
10	19	managed-object-networked-property-component	1	non_porte	453	1.06	583.5	0.8	494	1118	599
10	20	managed-object-networked-property-component	1	non_porte	737	1.73	583.5	1.3	698	2139	1270
10	21	managed-object-networked-property-component	1	non_porte	446	1.05	583.5	0.8	486	1206	116387
10	22	managed-object-interaction-filter-component	1	non_porte	423	0.99	583.5	0.7	652	1110	941
10	23	managed-object-flags-component	2	non_porte	586	1.37	583.5	1.0	1093	1566	1407
