ti	i	composant	niveau	statut	annonces	pct_records_ti	plancher_bruit	exces_sur_plancher	temoin_vide	temoin_inconnu	temoin_occupe
13	48	(hors grammaire)	-	hors_grammaire	61	0.94	38.5	1.6	330	502	350
13	49	(hors grammaire)	-	hors_grammaire	21	0.32	38.5	0.5	76	276	226
13	50	(hors grammaire)	-	hors_grammaire	49	0.76	38.5	1.3	148	244	272
13	51	(hors grammaire)	-	hors_grammaire	34	0.52	38.5	0.9	68	241	221
13	52	(hors grammaire)	-	hors_grammaire	135	2.08	38.5	3.5	273	496	242
13	53	(hors grammaire)	-	hors_grammaire	30	0.46	38.5	0.8	228	559	513
13	54	(hors grammaire)	-	hors_grammaire	11	0.17	38.5	0.3	102	332	1182
13	55	(hors grammaire)	-	hors_grammaire	35	0.54	38.5	0.9	111	866	472
13	56	(hors grammaire)	-	hors_grammaire	15	0.23	38.5	0.4	90	602	349
13	57	(hors grammaire)	-	hors_grammaire	42	0.65	38.5	1.1	89	680	1584
13	58	(hors grammaire)	-	hors_grammaire	130	2.01	38.5	3.4	237	539	463
13	59	(hors grammaire)	-	hors_grammaire	442	6.82	38.5	11.5	180	589	1661
13	60	(hors grammaire)	-	hors_grammaire	228	3.52	38.5	5.9	156	2352	385
13	61	(hors grammaire)	-	hors_grammaire	88	1.36	38.5	2.3	530	354	203
13	62	(hors grammaire)	-	hors_grammaire	93	1.43	38.5	2.4	123	300	232
13	63	(hors grammaire)	-	hors_grammaire	30	0.46	38.5	0.8	183	233	143
47	0	managed-object-networked-splash-message-static-component	0	porte	74	0.92	23.0	3.2	454	1435	158100
47	1	managed-object-networked-splash-message-dynamic-component	1	porte	384	4.80	23.0	16.7	281	569	134758
47	2	personal-ai-data-component	1	non_porte	5923	74.00	23.0	257.5	194	443	254
47	3	(hors grammaire)	-	hors_grammaire	26	0.32	23.0	1.1	121	405	239
47	4	(hors grammaire)	-	hors_grammaire	114	1.42	23.0	5.0	451	898	1881
47	5	(hors grammaire)	-	hors_grammaire	29	0.36	23.0	1.3	642	481	46843
47	6	(hors grammaire)	-	hors_grammaire	260	3.25	23.0	11.3	94	276	233
47	7	(hors grammaire)	-	hors_grammaire	10	0.12	23.0	0.4	102	443	129
47	8	(hors grammaire)	-	hors_grammaire	328	4.10	23.0	14.3	459	685	764
47	9	(hors grammaire)	-	hors_grammaire	6	0.07	23.0	0.3	266	570	1098
47	10	(hors grammaire)	-	hors_grammaire	171	2.14	23.0	7.4	250	442	297
47	11	(hors grammaire)	-	hors_grammaire	18	0.22	23.0	0.8	149	327	244
47	12	(hors grammaire)	-	hors_grammaire	50	0.62	23.0	2.2	214	417	185
47	13	(hors grammaire)	-	hors_grammaire	10	0.12	23.0	0.4	801	374	524
47	14	(hors grammaire)	-	hors_grammaire	23	0.29	23.0	1.0	93	273	191
47	15	(hors grammaire)	-	hors_grammaire	5	0.06	23.0	0.2	79	247	258
47	16	(hors grammaire)	-	hors_grammaire	27	0.34	23.0	1.2	1445	737	954
47	17	(hors grammaire)	-	hors_grammaire	22	0.27	23.0	1.0	167	532	439
47	18	(hors grammaire)	-	hors_grammaire	22	0.27	23.0	1.0	394	318	340
47	19	(hors grammaire)	-	hors_grammaire	24	0.30	23.0	1.0	135	194	3468
47	20	(hors grammaire)	-	hors_grammaire	44	0.55	23.0	1.9	212	333	338
47	21	(hors grammaire)	-	hors_grammaire	16	0.20	23.0	0.7	175	271	80373
47	22	(hors grammaire)	-	hors_grammaire	17	0.21	23.0	0.7	97	118	332
47	23	(hors grammaire)	-	hors_grammaire	18	0.22	23.0	0.8	149	140	174
47	24	(hors grammaire)	-	hors_grammaire	33	0.41	23.0	1.4	128	356	253
47	25	(hors grammaire)	-	hors_grammaire	13	0.16	23.0	0.6	76	270	162100
47	26	(hors grammaire)	-	hors_grammaire	34	0.42	23.0	1.5	192	322	436
47	27	(hors grammaire)	-	hors_grammaire	20	0.25	23.0	0.9	165	379	286
47	28	(hors grammaire)	-	hors_grammaire	8	0.10	23.0	0.3	79	263	1570
47	29	(hors grammaire)	-	hors_grammaire	9	0.11	23.0	0.4	422	231	148
47	30	(hors grammaire)	-	hors_grammaire	15	0.19	23.0	0.7	801	204	2365
47	31	(hors grammaire)	-	hors_grammaire	34	0.42	23.0	1.5	65	249	321
47	32	(hors grammaire)	-	hors_grammaire	27	0.34	23.0	1.2	494	419	521
47	33	(hors grammaire)	-	hors_grammaire	30	0.37	23.0	1.3	144	562	991
47	34	(hors grammaire)	-	hors_grammaire	25	0.31	23.0	1.1	124	259	364
47	35	(hors grammaire)	-	hors_grammaire	9	0.11	23.0	0.4	68	281	188
47	36	(hors grammaire)	-	hors_grammaire	60	0.75	23.0	2.6	258	563	351
47	37	(hors grammaire)	-	hors_grammaire	10	0.12	23.0	0.4	168	414	268
47	38	(hors grammaire)	-	hors_grammaire	9	0.11	23.0	0.4	113	481	575
