bande	i	composant	tag	chunk	paquet	bit_charge	slot	gen	bits_bruts_hex	pay_bits	payload
reelle	1	managed-object-property-component	0	25	2400	504	1393	2	05F13B889951800B	0	0	[non chaine]
reelle	1	managed-object-property-component	1	24	1296	865	1393	2	113023001641C282	4	1	[non chaine]
reelle	1	managed-object-property-component	2	26	730	567	1385	3	290899520008AC83	1	1	[non chaine]
reelle	1	managed-object-property-component	3	3	1140	1513	1474	1	38015D897191B0CB	24	8394200	[CHAINE]
reelle	1	managed-object-property-component	3	3	1152	1568	1474	1	380369D97190B6F9	24	8402589	[CHAINE]
reelle	1	managed-object-property-component	3	3	1164	1613	1474	1	380576197190B6F9	24	8410977	[CHAINE]
reelle	1	managed-object-property-component	4	3	1140	1450	1473	1	4000000019709082	32	1	[CHAINE]
reelle	1	managed-object-property-component	4	3	1250	3924	1472	1	40000000197190B6	32	1	[CHAINE]
reelle	1	managed-object-property-component	4	3	1260	1584	1473	1	4FFFFFFFF9709082	32	4294967295	[CHAINE]
reelle	1	managed-object-property-component	5	6	1206	1939	1471	1	578F815579701082	32	2029524311	[CHAINE]
reelle	1	managed-object-property-component	5	12	1112	2362	1471	1	58727C0FF9701082	32	2267529471	[CHAINE]
reelle	1	managed-object-property-component	5	18	712	1397	1471	1	528B76E9D9701082	32	683110045	[CHAINE]
reelle	1	managed-object-property-component	9	6	1968	129	1393	1	9105A3001641A57E	0	0	[non chaine]
reelle	1	managed-object-property-component	10	3	1232	1291	1387	3	A0140C6744D04A90	0	0	[non chaine]
reelle	1	managed-object-property-component	12	16	2198	1103	1388	1	CEEA8E1E833A2207	0	0	[non chaine]
reelle	1	managed-object-property-component	14	11	640	2144	1473	3	EB6ED3FF392A4001	0	0	[non chaine]
reelle	1	managed-object-property-component	15	25	312	1903	1387	2	F39C0F2A71D10008	0	0	[non chaine]
reelle	2	player-masked-property (i2)	0	16	434	428	1472	0	00C406040F6840DD	0	0	[non chaine]
reelle	2	player-masked-property (i2)	1	6	948	2954	1472	3	12BCA1681A151502	0	0	[non chaine]
reelle	2	player-masked-property (i2)	1	13	616	1149	1385	1	10900001E72E4D3D	0	0	[non chaine]
reelle	2	player-masked-property (i2)	1	15	1964	970	1385	1	1090000207AD7340	0	0	[non chaine]
reelle	2	player-masked-property (i2)	3	4	694	547	1384	2	3015641ADDE5EAD7	0	0	[non chaine]
reelle	2	player-masked-property (i2)	3	25	558	1423	1387	3	3BABC0F804C129C9	0	0	[CHAINE]
reelle	2	player-masked-property (i2)	4	4	1206	551	1384	2	400155906B8D9B23	0	0	[non chaine]
reelle	2	player-masked-property (i2)	4	4	1718	547	1384	2	400155906A8D9A63	0	0	[non chaine]
reelle	2	player-masked-property (i2)	4	11	1230	7555	1387	1	4774200E10B3A56B	0	0	[non chaine]
reelle	2	player-masked-property (i2)	5	11	704	2010	1396	0	5DCD7304810314E3	0	0	[non chaine]
reelle	2	player-masked-property (i2)	6	21	986	953	1395	1	6B889552000AAC83	0	0	[non chaine]
reelle	2	player-masked-property (i2)	6	25	736	1349	1387	3	6077C74E8A13C0AA	0	0	[non chaine]
reelle	2	player-masked-property (i2)	6	25	812	802	1387	3	607BC74E9A200119	0	0	[non chaine]
reelle	2	player-masked-property (i2)	7	11	1136	680	1394	3	745236A208335316	24	4531050	[non chaine]
reelle	2	player-masked-property (i2)	9	24	2332	1181	1393	1	92BFA1681A151502	32	737810049	[non chaine]
reelle	2	player-masked-property (i2)	9	26	1630	1854	1393	1	92852109000027FB	32	676466832	[non chaine]
reelle	2	player-masked-property (i2)	11	7	1538	1465	1384	0	B90244077EA0102D	4	9	[non chaine]
reelle	2	player-masked-property (i2)	11	20	2398	835	1386	1	BE201D5613A85801	4	14	[non chaine]
reelle	10	player-masked-property (i10)	1	4	2230	312	1384	2	1140001603105240	0	0	[non chaine]
reelle	10	player-masked-property (i10)	1	16	1136	1737	1394	1	1DFCE77100D7DF21	0	0	[non chaine]
reelle	10	player-masked-property (i10)	1	20	720	983	1395	1	1280A14BCE24A0C8	0	0	[non chaine]
