ti	i	composant	niveau	statut	annonces	pct_records_ti	plancher_bruit	exces_sur_plancher	temoin_vide	temoin_inconnu	temoin_occupe
12	0	managed-navpoint-sub-type-component	0	porte	11	3.22	8.0	1.4	922	214	23810
12	1	managed-navpoint-flags-component	1	non_porte	4	1.17	8.0	0.5	107	330	20367
12	2	managed-navpoint-visibility-distance-filters-component	1	non_porte	6	1.75	8.0	0.8	173	269	476
12	3	managed-navpoint-visible-offscreen-filters-component	3	non_porte	14	4.09	8.0	1.8	70	163	147
12	4	managed-navpoint-can-be-occluded-filters-component	2	non_porte	11	3.22	8.0	1.4	195	231	317
12	5	managed-navpoint-visibility-filter-component	2	non_porte	14	4.09	8.0	1.8	116	224	4113
12	6	managed-navpoint-docking-filter-component	2	non_porte	6	1.75	8.0	0.8	119	240	139
12	7	managed-navpoint-docking-order-component	2	non_porte	9	2.63	8.0	1.1	101	403	83
12	8	managed-navpoint-docking-group-name-component	1	non_porte	13	3.80	8.0	1.6	205	548	641
12	9	managed-navpoint-formatted-text-component	1	non_porte	11	3.22	8.0	1.4	99	563	169
12	10	managed-navpoint-timers-component	1	non_porte	15	4.39	8.0	1.9	138	278	163
12	11	managed-navpoint-manual-timer-initial-duration-component	1	non_porte	13	3.80	8.0	1.6	157	207	76
12	12	managed-navpoint-manual-timer-current-duration-component	1	non_porte	9	2.63	8.0	1.1	127	217	590
12	13	managed-navpoint-top-progress	1	non_porte	5	1.46	8.0	0.6	284	249	1773
12	14	managed-navpoint-radial-progress	1	non_porte	5	1.46	8.0	0.6	181	180	126
12	15	managed-navpoint-bottom-progress	1	non_porte	5	1.46	8.0	0.6	141	256	128
12	16	managed-navpoint-override-flags	1	non_porte	10	2.92	8.0	1.2	382	225	635
12	17	managed-navpoint-object-marker	1	non_porte	13	3.80	8.0	1.6	96	314	454
12	18	managed-navpoint-position-offset	1	non_porte	10	2.92	8.0	1.2	55	264	267
12	19	managed-navpoint-visual-states-component	1	non_porte	3	0.88	8.0	0.4	104	449	233
12	20	managed-navpoint-visual-state-groups-component-0	2	non_porte	13	3.80	8.0	1.6	169	430	246
