ti	i	composant	statut	annonces_fenetre	annonces_hors	secondes_fenetre	secondes_hors	densite_fenetre	densite_hors	rapport	rapport_serre_1s
47	3	(hors grammaire)	hors_grammaire	8	5	350.0	500.9	0.023	0.010	2.29x	2.25x
47	4	(hors grammaire)	hors_grammaire	68	100	350.0	500.9	0.194	0.200	0.97x	0.57x
47	5	(hors grammaire)	hors_grammaire	16	16	350.0	500.9	0.046	0.032	1.43x	1.64x
47	6	(hors grammaire)	hors_grammaire	110	170	350.0	500.9	0.314	0.339	0.93x	0.96x
47	7	(hors grammaire)	hors_grammaire	14	12	350.0	500.9	0.040	0.024	1.67x	0.30x
47	8	(hors grammaire)	hors_grammaire	161	247	350.0	500.9	0.460	0.493	0.93x	1.08x
47	9	(hors grammaire)	hors_grammaire	14	19	350.0	500.9	0.040	0.038	1.05x	0.97x
47	10	(hors grammaire)	hors_grammaire	53	117	350.0	500.9	0.151	0.234	0.65x	0.59x
47	11	(hors grammaire)	hors_grammaire	11	11	350.0	500.9	0.031	0.022	1.43x	1.06x
47	12	(hors grammaire)	hors_grammaire	9	46	350.0	500.9	0.026	0.092	0.28x	0.36x
47	13	(hors grammaire)	hors_grammaire	9	59	350.0	500.9	0.026	0.118	0.22x	0.35x
47	14	(hors grammaire)	hors_grammaire	11	3	350.0	500.9	0.031	0.006	5.25x	0.98x
47	15	(hors grammaire)	hors_grammaire	8	3	350.0	500.9	0.023	0.006	3.82x	3.00x
47	16	(hors grammaire)	hors_grammaire	15	11	350.0	500.9	0.043	0.022	1.95x	1.08x
47	17	(hors grammaire)	hors_grammaire	52	25	350.0	500.9	0.149	0.050	2.98x	2.70x
47	18	(hors grammaire)	hors_grammaire	20	14	350.0	500.9	0.057	0.028	2.04x	1.72x
47	19	(hors grammaire)	hors_grammaire	25	10	350.0	500.9	0.071	0.020	3.58x	2.13x
47	20	(hors grammaire)	hors_grammaire	26	18	350.0	500.9	0.074	0.036	2.07x	2.74x
47	21	(hors grammaire)	hors_grammaire	14	13	350.0	500.9	0.040	0.026	1.54x	1.03x
47	22	(hors grammaire)	hors_grammaire	6	4	350.0	500.9	0.017	0.008	2.15x	1.54x
47	23	(hors grammaire)	hors_grammaire	5	11	350.0	500.9	0.014	0.022	0.65x	0.51x
47	24	(hors grammaire)	hors_grammaire	27	6	350.0	500.9	0.077	0.012	6.44x	0.11x
47	25	(hors grammaire)	hors_grammaire	9	6	350.0	500.9	0.026	0.012	2.15x	1.31x
47	26	(hors grammaire)	hors_grammaire	9	15	350.0	500.9	0.026	0.030	0.86x	0.95x
47	27	(hors grammaire)	hors_grammaire	10	15	350.0	500.9	0.029	0.030	0.95x	0.69x
47	28	(hors grammaire)	hors_grammaire	2	18	350.0	500.9	0.006	0.036	0.16x	0.00x
47	29	(hors grammaire)	hors_grammaire	5	4	350.0	500.9	0.014	0.008	1.79x	1.03x
47	30	(hors grammaire)	hors_grammaire	3	6	350.0	500.9	0.009	0.012	0.72x	0.45x
47	31	(hors grammaire)	hors_grammaire	32	49	350.0	500.9	0.091	0.098	0.93x	0.96x
47	32	(hors grammaire)	hors_grammaire	3	13	350.0	500.9	0.009	0.026	0.33x	0.24x
47	33	(hors grammaire)	hors_grammaire	4	9	350.0	500.9	0.011	0.018	0.64x	0.00x
47	34	(hors grammaire)	hors_grammaire	5	10	350.0	500.9	0.014	0.020	0.72x	0.55x
47	35	(hors grammaire)	hors_grammaire	9	9	350.0	500.9	0.026	0.018	1.43x	2.88x
47	36	(hors grammaire)	hors_grammaire	41	44	350.0	500.9	0.117	0.088	1.33x	0.97x
47	37	(hors grammaire)	hors_grammaire	4	4	350.0	500.9	0.011	0.008	1.43x	1.20x
47	38	(hors grammaire)	hors_grammaire	4	11	350.0	500.9	0.011	0.022	0.52x	0.55x
47	39	(hors grammaire)	hors_grammaire	24	30	350.0	500.9	0.069	0.060	1.14x	0.92x
47	40	(hors grammaire)	hors_grammaire	7	18	350.0	500.9	0.020	0.036	0.56x	0.31x
47	41	(hors grammaire)	hors_grammaire	3	8	350.0	500.9	0.009	0.016	0.54x	0.80x
47	42	(hors grammaire)	hors_grammaire	15	15	350.0	500.9	0.043	0.030	1.43x	0.40x
47	43	(hors grammaire)	hors_grammaire	45	20	350.0	500.9	0.129	0.040	3.22x	4.20x
47	44	(hors grammaire)	hors_grammaire	34	6	350.0	500.9	0.097	0.012	8.11x	14.40x
47	45	(hors grammaire)	hors_grammaire	24	6	350.0	500.9	0.069	0.012	5.72x	6.22x
47	46	(hors grammaire)	hors_grammaire	12	9	350.0	500.9	0.034	0.018	1.91x	1.44x
47	47	(hors grammaire)	hors_grammaire	43	65	350.0	500.9	0.123	0.130	0.95x	1.26x
47	48	(hors grammaire)	hors_grammaire	21	39	350.0	500.9	0.060	0.078	0.77x	0.81x
47	49	(hors grammaire)	hors_grammaire	26	19	350.0	500.9	0.074	0.038	1.96x	0.66x
47	50	(hors grammaire)	hors_grammaire	17	30	350.0	500.9	0.049	0.060	0.81x	0.85x
47	51	(hors grammaire)	hors_grammaire	13	10	350.0	500.9	0.037	0.020	1.86x	1.92x
47	52	(hors grammaire)	hors_grammaire	25	37	350.0	500.9	0.071	0.074	0.97x	0.53x
47	53	(hors grammaire)	hors_grammaire	11	8	350.0	500.9	0.031	0.016	1.97x	2.10x
47	54	(hors grammaire)	hors_grammaire	2	6	350.0	500.9	0.006	0.012	0.48x	0.00x
47	55	(hors grammaire)	hors_grammaire	13	8	350.0	500.9	0.037	0.016	2.33x	1.80x
47	56	(hors grammaire)	hors_grammaire	24	15	350.0	500.9	0.069	0.030	2.29x	1.60x
47	57	(hors grammaire)	hors_grammaire	12	12	350.0	500.9	0.034	0.024	1.43x	1.20x
47	58	(hors grammaire)	hors_grammaire	14	14	350.0	500.9	0.040	0.028	1.43x	1.44x
47	59	(hors grammaire)	hors_grammaire	11	11	350.0	500.9	0.031	0.022	1.43x	1.68x
47	60	(hors grammaire)	hors_grammaire	9	5	350.0	500.9	0.026	0.010	2.58x	2.70x
47	61	(hors grammaire)	hors_grammaire	3	2	350.0	500.9	0.009	0.004	2.15x	0.90x
47	62	(hors grammaire)	hors_grammaire	7	3	350.0	500.9	0.020	0.006	3.34x	3.60x
47	63	(hors grammaire)	hors_grammaire	7	5	350.0	500.9	0.020	0.010	2.00x	1.80x
4	0	high-frequency	porte	20483	29216	350.0	500.9	58.516	58.323	1.00x	1.01x
4	1	(hors grammaire)	hors_grammaire	3	4	350.0	500.9	0.009	0.008	1.07x	1.44x
4	2	(hors grammaire)	hors_grammaire	3	0	350.0	500.9	0.009	0.000	hors-fenetre-nul	7.20x
4	3	(hors grammaire)	hors_grammaire	0	3	350.0	500.9	0.000	0.006	0.00x	0.00x
4	4	(hors grammaire)	hors_grammaire	17	34	350.0	500.9	0.049	0.068	0.72x	0.67x
4	5	(hors grammaire)	hors_grammaire	17	23	350.0	500.9	0.049	0.046	1.06x	1.04x
4	6	(hors grammaire)	hors_grammaire	0	14	350.0	500.9	0.000	0.028	0.00x	0.00x
4	7	(hors grammaire)	hors_grammaire	2	1	350.0	500.9	0.006	0.002	2.86x	1.80x
4	8	(hors grammaire)	hors_grammaire	5	17	350.0	500.9	0.014	0.034	0.42x	0.57x
4	9	(hors grammaire)	hors_grammaire	5	4	350.0	500.9	0.014	0.008	1.79x	1.03x
4	10	(hors grammaire)	hors_grammaire	2	1	350.0	500.9	0.006	0.002	2.86x	0.00x
4	11	(hors grammaire)	hors_grammaire	1	1	350.0	500.9	0.003	0.002	1.43x	0.00x
4	12	(hors grammaire)	hors_grammaire	1	1	350.0	500.9	0.003	0.002	1.43x	3.60x
4	13	(hors grammaire)	hors_grammaire	2	1	350.0	500.9	0.006	0.002	2.86x	0.00x
4	14	(hors grammaire)	hors_grammaire	3	1	350.0	500.9	0.009	0.002	4.29x	3.60x
4	15	(hors grammaire)	hors_grammaire	0	4	350.0	500.9	0.000	0.008	0.00x	0.00x
4	16	(hors grammaire)	hors_grammaire	0	4	350.0	500.9	0.000	0.008	0.00x	0.00x
4	17	(hors grammaire)	hors_grammaire	5	9	350.0	500.9	0.014	0.018	0.80x	0.98x
4	18	(hors grammaire)	hors_grammaire	2	3	350.0	500.9	0.006	0.006	0.95x	0.00x
4	19	(hors grammaire)	hors_grammaire	4	1	350.0	500.9	0.011	0.002	5.72x	5.40x
4	20	(hors grammaire)	hors_grammaire	8	4	350.0	500.9	0.023	0.008	2.86x	2.57x
4	21	(hors grammaire)	hors_grammaire	0	4	350.0	500.9	0.000	0.008	0.00x	0.00x
4	22	(hors grammaire)	hors_grammaire	2	2	350.0	500.9	0.006	0.004	1.43x	1.20x
4	23	(hors grammaire)	hors_grammaire	1	2	350.0	500.9	0.003	0.004	0.72x	1.80x
4	24	(hors grammaire)	hors_grammaire	2	2	350.0	500.9	0.006	0.004	1.43x	1.20x
4	25	(hors grammaire)	hors_grammaire	6	2	350.0	500.9	0.017	0.004	4.29x	2.16x
4	26	(hors grammaire)	hors_grammaire	0	3	350.0	500.9	0.000	0.006	0.00x	0.00x
4	27	(hors grammaire)	hors_grammaire	1	1	350.0	500.9	0.003	0.002	1.43x	0.00x
4	28	(hors grammaire)	hors_grammaire	0	3	350.0	500.9	0.000	0.006	0.00x	0.00x
4	29	(hors grammaire)	hors_grammaire	0	2	350.0	500.9	0.000	0.004	0.00x	0.00x
4	30	(hors grammaire)	hors_grammaire	4	2	350.0	500.9	0.011	0.004	2.86x	0.72x
4	31	(hors grammaire)	hors_grammaire	1	3	350.0	500.9	0.003	0.006	0.48x	1.20x
4	32	(hors grammaire)	hors_grammaire	3	4	350.0	500.9	0.009	0.008	1.07x	2.70x
4	33	(hors grammaire)	hors_grammaire	3	7	350.0	500.9	0.009	0.014	0.61x	0.40x
4	34	(hors grammaire)	hors_grammaire	2	2	350.0	500.9	0.006	0.004	1.43x	0.00x
4	35	(hors grammaire)	hors_grammaire	0	2	350.0	500.9	0.000	0.004	0.00x	0.00x
4	36	(hors grammaire)	hors_grammaire	3	11	350.0	500.9	0.009	0.022	0.39x	0.60x
4	37	(hors grammaire)	hors_grammaire	1	1	350.0	500.9	0.003	0.002	1.43x	0.00x
4	38	(hors grammaire)	hors_grammaire	0	1	350.0	500.9	0.000	0.002	0.00x	0.00x
4	39	(hors grammaire)	hors_grammaire	2	2	350.0	500.9	0.006	0.004	1.43x	3.60x
4	40	(hors grammaire)	hors_grammaire	2	3	350.0	500.9	0.006	0.006	0.95x	0.90x
4	41	(hors grammaire)	hors_grammaire	2	1	350.0	500.9	0.006	0.002	2.86x	7.20x
4	42	(hors grammaire)	hors_grammaire	2	2	350.0	500.9	0.006	0.004	1.43x	3.60x
4	43	(hors grammaire)	hors_grammaire	4	1	350.0	500.9	0.011	0.002	5.72x	5.40x
4	44	(hors grammaire)	hors_grammaire	3	3	350.0	500.9	0.009	0.006	1.43x	0.72x
4	45	(hors grammaire)	hors_grammaire	0	8	350.0	500.9	0.000	0.016	0.00x	0.00x
4	46	(hors grammaire)	hors_grammaire	2	1	350.0	500.9	0.006	0.002	2.86x	1.80x
4	47	(hors grammaire)	hors_grammaire	4	0	350.0	500.9	0.011	0.000	hors-fenetre-nul	10.80x
4	48	(hors grammaire)	hors_grammaire	2	4	350.0	500.9	0.006	0.008	0.72x	0.72x
4	49	(hors grammaire)	hors_grammaire	2	0	350.0	500.9	0.006	0.000	hors-fenetre-nul	0.00x
4	50	(hors grammaire)	hors_grammaire	1	1	350.0	500.9	0.003	0.002	1.43x	3.60x
4	51	(hors grammaire)	hors_grammaire	0	4	350.0	500.9	0.000	0.008	0.00x	0.00x
4	52	(hors grammaire)	hors_grammaire	4	11	350.0	500.9	0.011	0.022	0.52x	0.55x
4	53	(hors grammaire)	hors_grammaire	8	14	350.0	500.9	0.023	0.028	0.82x	1.35x
4	54	(hors grammaire)	hors_grammaire	2	7	350.0	500.9	0.006	0.014	0.41x	0.45x
4	55	(hors grammaire)	hors_grammaire	13	23	350.0	500.9	0.037	0.046	0.81x	0.58x
4	56	(hors grammaire)	hors_grammaire	4	2	350.0	500.9	0.011	0.004	2.86x	3.60x
4	57	(hors grammaire)	hors_grammaire	3	2	350.0	500.9	0.009	0.004	2.15x	5.40x
4	58	(hors grammaire)	hors_grammaire	0	1	350.0	500.9	0.000	0.002	0.00x	0.00x
4	59	(hors grammaire)	hors_grammaire	1	8	350.0	500.9	0.003	0.016	0.18x	0.45x
4	60	(hors grammaire)	hors_grammaire	6	10	350.0	500.9	0.017	0.020	0.86x	1.20x
4	61	(hors grammaire)	hors_grammaire	2	0	350.0	500.9	0.006	0.000	hors-fenetre-nul	0.00x
4	62	(hors grammaire)	hors_grammaire	3	0	350.0	500.9	0.009	0.000	hors-fenetre-nul	1.80x
4	63	(hors grammaire)	hors_grammaire	3	0	350.0	500.9	0.009	0.000	hors-fenetre-nul	0.00x
