match_id	xuid	gamertag	team_id	outcome	rank	score	kills	deaths	assists	shots_fired	shots_hit	damage_dealt	damage_taken	created_at	avg_life_seconds	headshot_kills	max_killing_spree	kda	accuracy	time_played_seconds	grenade_kills	melee_kills	power_weapon_kills	personal_score	team_mmr	kills_expected	kills_stddev	deaths_expected	deaths_stddev	enemy_mmr	backfill_bits	present_at_beginning	present_at_completion	joined_in_progress	left_in_progress	first_joined_time	last_leave_time	assassination_kills	ground_pound_kills	shoulder_bash_kills
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535455709958376		0	3	13	1775	12	10	4	493	169	4569.0	2985.0	2026-02-14 18:31:24.076259	58.0	3	5	3.33	34.27	795	0	1	8	1775							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535460272691943		0	3	14	1260	11	14	3	373	136	4060.0	3859.0	2026-02-14 18:31:24.076259	40.0	0	3	-2.0	36.46	795	1	1	3	1260							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2533274804646675		1	2	4	2070	18	5	4	307	108	13204.0	1613.0	2026-02-14 18:31:24.076259	115.0	0	5	14.33	35.17	795	0	0	5	2070							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2533274858283686		1	2	1	1360	9	13	1	287	108	3413.0	3519.0	2026-02-14 18:31:24.076259	43.0	2	2	-3.66	37.63	795	0	0	4	1360	1247.9266	15.619784	8.456823	12.758504	5.48577	1163.9944	524271	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2533275006466549		1	2	4	4725	45	9	4	466	295	12442.0	3438.0	2026-02-14 18:31:24.076259	65.0	24	10	37.33	63.3	795	2	0	17	4725							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535408035251008		1	2	4	1525	12	6	5	220	86	7364.0	2339.0	2026-02-14 18:31:24.076259	86.0	0	5	7.66	39.09	668	2	2	6	1525							523744	false	true	true	false	2025-07-07 17:18:53.029+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535424647158926		1	2	4	200	3	5	0	218	38	683.0	1623.0	2026-02-14 18:31:24.076259	115.0	0	3	-2.0	17.43	795	0	0	3	200							523744	true	true	false	false	2025-07-07 17:16:45.979+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535431671541576		1	2	4	2460	22	17	4	354	131	10817.0	4443.0	2026-02-14 18:31:24.076259	33.0	3	5	6.33	37.0	795	0	2	11	2460							523744	true	true	false	false	2025-07-07 17:16:45.961+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535439227452962		1	2	4	945	6	10	3	405	131	2513.0	3331.0	2026-02-14 18:31:24.076259	58.0	0	3	-3.0	32.34	795	0	2	4	945							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535450823131241		1	2	1	1200	5	11	5	487	149	3418.0	3089.0	2026-02-14 18:31:24.076259	52.0	0	3	-4.33	30.59	795	0	1	4	1200							523744	true	true	false	false	2025-07-07 17:16:45.978+02		0	0	0
