film	famille	mode	action	xuid	gamertag	publie	oracle_feuille	ecart	depasse_oracle	max_pas
f8efc5ca	CTF	CTF:Arena	kills	2535469190789936		7	7	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2533274804730586		6	6	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2533274811578968		5	5	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2533274823110022		4	4	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2533274833178266	XxDaemonGamerxX	1	1	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2533274858283686		8	8	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2535458336606528		3	3	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2535467632752562		2	2	0	false	1
f8efc5ca	CTF	CTF:Arena	assists	2535469190789936		8	8	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2533274823110022	JGtm	1	1	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2533274858283686		7	7	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2533274877168586		0	1	-1	false	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2533274913257456		1	1	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2533274924091420		2	2	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2535409159085195		6	6	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2535426953464929		7	7	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2535434009919524		3	3	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	2535469190789936		5	5	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	kills	bid(29.0)		0	0	0	false	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2533274823110022	JGtm	1	1	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2533274858283686		3	3	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2533274877168586		0	2	-2	false	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2533274913257456		0	0	0	false	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2533274924091420		3	3	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2535409159085195		2	2	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2535426953464929		1	1	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2535434009919524		1	1	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	2535469190789936		3	3	0	false	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	assists	bid(29.0)		0	0	0	false	0
43716616	Oddball	Oddball:Arena	kills	2533274978052136		0	9	-9	false	0
43716616	Oddball	Oddball:Arena	kills	2535419789750421		0	1	-1	false	0
43716616	Oddball	Oddball:Arena	kills	2535427924595944		0	10	-10	false	0
43716616	Oddball	Oddball:Arena	kills	2535434388039469		0	3	-3	false	0
43716616	Oddball	Oddball:Arena	kills	2535453125155425		0	13	-13	false	0
43716616	Oddball	Oddball:Arena	kills	2535462017472349		0	6	-6	false	0
43716616	Oddball	Oddball:Arena	kills	2535467430415114		0	7	-7	false	0
43716616	Oddball	Oddball:Arena	kills	2535469190789936		0	13	-13	false	0
43716616	Oddball	Oddball:Arena	kills	2535469889270266		0	0	0	false	0
43716616	Oddball	Oddball:Arena	assists	2533274978052136		0	6	-6	false	0
43716616	Oddball	Oddball:Arena	assists	2535419789750421		0	2	-2	false	0
43716616	Oddball	Oddball:Arena	assists	2535427924595944		0	6	-6	false	0
43716616	Oddball	Oddball:Arena	assists	2535434388039469		0	4	-4	false	0
43716616	Oddball	Oddball:Arena	assists	2535453125155425		0	5	-5	false	0
43716616	Oddball	Oddball:Arena	assists	2535462017472349		0	6	-6	false	0
43716616	Oddball	Oddball:Arena	assists	2535467430415114		0	4	-4	false	0
43716616	Oddball	Oddball:Arena	assists	2535469190789936		0	3	-3	false	0
43716616	Oddball	Oddball:Arena	assists	2535469889270266		0	0	0	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2533274920533076		0	7	-7	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535407463474361		0	7	-7	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535412744780601		0	10	-10	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535439712156981		0	2	-2	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535458847428879		0	11	-11	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535469190789936		0	11	-11	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535469656513037		0	7	-7	false	0
51ebbc0f	Oddball	Oddball:Arena	kills	2535469889270266		0	15	-15	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2533274920533076		0	6	-6	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535407463474361		0	4	-4	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535412744780601		0	6	-6	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535439712156981		0	5	-5	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535458847428879		0	4	-4	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535469190789936		0	7	-7	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535469656513037		0	5	-5	false	0
51ebbc0f	Oddball	Oddball:Arena	assists	2535469889270266		0	2	-2	false	0
c88ec007	Oddball	Oddball:Arena	kills	2533274829178871		0	19	-19	false	0
c88ec007	Oddball	Oddball:Arena	kills	2533274905192939		0	15	-15	false	0
c88ec007	Oddball	Oddball:Arena	kills	2533274969641599		0	16	-16	false	0
c88ec007	Oddball	Oddball:Arena	kills	2535431078857502		0	18	-18	false	0
c88ec007	Oddball	Oddball:Arena	kills	2535443294909616		0	14	-14	false	0
c88ec007	Oddball	Oddball:Arena	kills	2535448682342105		0	22	-22	false	0
c88ec007	Oddball	Oddball:Arena	kills	2535462296193152		0	15	-15	false	0
c88ec007	Oddball	Oddball:Arena	kills	2535469190789936		0	7	-7	false	0
c88ec007	Oddball	Oddball:Arena	assists	2533274829178871		0	13	-13	false	0
c88ec007	Oddball	Oddball:Arena	assists	2533274905192939		0	6	-6	false	0
c88ec007	Oddball	Oddball:Arena	assists	2533274969641599		0	9	-9	false	0
c88ec007	Oddball	Oddball:Arena	assists	2535431078857502		0	5	-5	false	0
c88ec007	Oddball	Oddball:Arena	assists	2535443294909616		0	6	-6	false	0
c88ec007	Oddball	Oddball:Arena	assists	2535448682342105		0	11	-11	false	0
c88ec007	Oddball	Oddball:Arena	assists	2535462296193152		0	8	-8	false	0
c88ec007	Oddball	Oddball:Arena	assists	2535469190789936		0	13	-13	false	0
d9781168	Oddball	Oddball:Arena	kills	2533274823110022		0	18	-18	false	0
d9781168	Oddball	Oddball:Arena	kills	2533274974091007		0	13	-13	false	0
d9781168	Oddball	Oddball:Arena	kills	2533274977810162		0	23	-23	false	0
d9781168	Oddball	Oddball:Arena	kills	2535432478853823		0	5	-5	false	0
d9781168	Oddball	Oddball:Arena	kills	2535435655459376		0	24	-24	false	0
d9781168	Oddball	Oddball:Arena	kills	2535446563676950		0	25	-25	false	0
d9781168	Oddball	Oddball:Arena	kills	2535455182553276		0	15	-15	false	0
d9781168	Oddball	Oddball:Arena	kills	2535463284150067		0	19	-19	false	0
d9781168	Oddball	Oddball:Arena	assists	2533274823110022		0	11	-11	false	0
d9781168	Oddball	Oddball:Arena	assists	2533274974091007		0	4	-4	false	0
d9781168	Oddball	Oddball:Arena	assists	2533274977810162		0	6	-6	false	0
d9781168	Oddball	Oddball:Arena	assists	2535432478853823		0	15	-15	false	0
d9781168	Oddball	Oddball:Arena	assists	2535435655459376		0	5	-5	false	0
d9781168	Oddball	Oddball:Arena	assists	2535446563676950		0	10	-10	false	0
d9781168	Oddball	Oddball:Arena	assists	2535455182553276		0	13	-13	false	0
d9781168	Oddball	Oddball:Arena	assists	2535463284150067		0	6	-6	false	0
32d9a94f	Strongholds	Strongholds:Arena	kills	2533274823110022	JGtm	5	5	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2533274858283686		8	8	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2533275026823394		15	15	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2535413078037816		13	13	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2535441377074664		11	11	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2535443874154080		9	9	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2535454224469196		10	10	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	kills	2535469190789936		0	0	0	false	0
32d9a94f	Strongholds	Strongholds:Arena	assists	2533274823110022	JGtm	4	4	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2533274858283686		3	3	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2533275026823394		2	2	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2535413078037816		4	4	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2535441377074664		2	2	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2535443874154080		3	3	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2535454224469196		1	1	0	false	1
32d9a94f	Strongholds	Strongholds:Arena	assists	2535469190789936		3	3	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2533274810173379		11	11	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2533274823110022		9	9	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2533274833178266	XxDaemonGamerxX	2	2	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2533274858283686		10	10	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2535427240092988		0	0	0	false	0
396cfc92	Strongholds	Strongholds:Arena	kills	2535450759128461		4	4	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2535452521259564		7	7	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2535461109438273		15	15	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	2535469190789936		9	9	0	false	1
396cfc92	Strongholds	Strongholds:Arena	kills	bid(7.0)		0	0	0	false	0
396cfc92	Strongholds	Strongholds:Arena	assists	2533274810173379		6	6	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2533274823110022		4	4	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2533274833178266	XxDaemonGamerxX	0	0	0	false	0
396cfc92	Strongholds	Strongholds:Arena	assists	2533274858283686		2	2	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2535427240092988		0	0	0	false	0
396cfc92	Strongholds	Strongholds:Arena	assists	2535450759128461		3	3	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2535452521259564		7	7	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2535461109438273		4	4	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	2535469190789936		1	1	0	false	1
396cfc92	Strongholds	Strongholds:Arena	assists	bid(7.0)		0	0	0	false	0
572e236b	Strongholds	Strongholds:Arena	kills	2533274823110022		7	7	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2533274833178266	XxDaemonGamerxX	1	1	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2533274858283686		9	9	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2535448131958677		8	8	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2535450759128461		10	10	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2535452521259564		15	15	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2535461109438273		0	1	-1	false	0
572e236b	Strongholds	Strongholds:Arena	kills	2535469190789936		5	5	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	2696798348309366		10	10	0	false	1
572e236b	Strongholds	Strongholds:Arena	kills	bid(33.0)		0	0	0	false	0
572e236b	Strongholds	Strongholds:Arena	assists	2533274823110022		3	3	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2533274833178266	XxDaemonGamerxX	1	1	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2533274858283686		3	3	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2535448131958677		2	2	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2535450759128461		7	7	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2535452521259564		3	3	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2535461109438273		0	0	0	false	0
572e236b	Strongholds	Strongholds:Arena	assists	2535469190789936		6	6	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	2696798348309366		8	8	0	false	1
572e236b	Strongholds	Strongholds:Arena	assists	bid(33.0)		0	0	0	false	0
81c02726	Strongholds	Strongholds:Arena	kills	2533274810173379		9	9	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2533274823110022		4	4	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2533274833178266		1	1	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2533274846254457		6	6	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2533274858283686		6	6	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2535427240092988		11	11	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2535464918561629		3	3	0	false	1
81c02726	Strongholds	Strongholds:Arena	kills	2535469190789936	Chocoboflor	3	3	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2533274810173379		4	4	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2533274823110022		3	3	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2533274833178266		1	1	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2533274846254457		0	0	0	false	0
81c02726	Strongholds	Strongholds:Arena	assists	2533274858283686		2	2	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2535427240092988		2	2	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2535464918561629		2	2	0	false	1
81c02726	Strongholds	Strongholds:Arena	assists	2535469190789936	Chocoboflor	0	0	0	false	0
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274822170595		15	15	0	false	2
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274823110022		6	6	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274833178266	XxDaemonGamerxX	0	0	0	false	0
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274858283686		17	17	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274885014051		8	8	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	kills	2533274959313934		6	6	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	kills	2535464745227259		11	11	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	kills	2535469190789936		9	9	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274822170595		0	0	0	false	0
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274823110022		7	7	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274833178266	XxDaemonGamerxX	4	4	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274858283686		3	3	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274885014051		6	6	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2533274959313934		8	8	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2535464745227259		1	1	0	false	1
e60aaf06	Strongholds	Strongholds:Arena	assists	2535469190789936		4	4	0	false	1
